?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분
600,2024-03-05,직영점,A0086,부산구서점(직),5,정상,일반판매,AKJ3JK002,S-로밍레자자켓,BR,브라운,F,판매
601,2024-03-06,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,M,판매
602,2024-03-06,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4CP004,체크통꺽쇠벙,PK,핑크,F,판매
603,2024-03-06,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
604,2024-03-06,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB7BL001,J-OCTRHN-체인니트블라우스,WH,화이트,F,판매
605,2024-03-06,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,L,판매
606,2024-03-06,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매
607,2024-03-06,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,L,판매
608,2024-03-06,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,M,판매
609,2024-03-06,직영점,A0086,부산구서점(직),6,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,판매
610,2024-03-06,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
611,2024-03-07,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
612,2024-03-07,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매
613,2024-03-07,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
614,2024-03-07,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,반품
615,2024-03-07,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품
616,2024-03-07,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
617,2024-03-07,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7WS016,J-TCTRAN-프릴단셔츠,ST,스트라이프,F,판매
618,2024-03-07,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
619,2024-03-07,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매
620,2024-03-07,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
621,2024-03-07,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매
622,2024-03-07,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품
623,2024-03-07,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7WS016,J-TCTRAN-프릴단셔츠,ST,스트라이프,F,반품
624,2024-03-07,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매
625,2024-03-07,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
626,2024-03-07,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,반품
627,2024-03-07,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,반품
628,2024-03-07,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
629,2024-03-07,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매
630,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
631,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매
632,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매
633,2024-03-07,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매
634,2024-03-07,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,NA,네이비,F,판매
635,2024-03-08,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7BL001,J-OCTRHN-체인니트블라우스,WH,화이트,F,판매
636,2024-03-08,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3TS001,C-OCCDHN-로이자수후드티,BE,베이지,F,판매
637,2024-03-08,직영점,A0086,부산구서점(직),3,정상,일반판매,AKL3PT006,C-올리기모와이드슬랙스,BE,베이지,F,판매
638,2024-03-08,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3TS004,C-SCCRHN-리브트임7부,YG,연두색,F,판매
639,2024-03-08,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매
640,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,판매
641,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
642,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
643,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,AKC3JP023,S-테잎비조롱JP,SO,소라,F,판매
644,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,YE,옐로우,F,판매
645,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,L,판매
646,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,반품
647,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,반품
648,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,반품
649,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,AKC3JP023,S-테잎비조롱JP,SO,소라,F,반품
650,2024-03-08,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매
651,2024-03-08,직영점,A0086,부산구서점(직),7,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,L,판매
652,2024-03-08,직영점,A0086,부산구서점(직),8,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,반품
653,2024-03-08,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,반품
654,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,판매
655,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
656,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매
657,2024-03-08,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,PK,핑크,F,판매
658,2024-03-08,직영점,A0086,부산구서점(직),11,정상,일반판매,AIB3TS022,Q-뉴요커,SO,소라,F,판매
659,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BLC4CP002,세꽃해바라기끈,BE,베이지,F,판매
660,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BLC4CP001,잔꽃해바라기,GE,그린,F,판매
661,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BJJ4CP002,심플울보넷,WN,와인,F,판매
662,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,L,판매
663,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,ALC3JP003,S-SCPDHL-소매지퍼후드롱JP,BE,베이지,F,판매
664,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,AJB3TS016,S-엔조이R,BR,브라운,F,판매
665,2024-03-08,직영점,A0086,부산구서점(직),14,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,판매
666,2024-03-08,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매
667,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB7CA001,J-OCASHN-레이어드가디건,PK,핑크,F,판매
668,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,AKK3TS013,S-시티맨투맨,CR,크림,F,판매
669,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,AJC3PT010,S-트윙클배기,BK,블랙,F,판매
670,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
671,2024-03-08,직영점,A0086,부산구서점(직),16,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,반품
672,2024-03-08,직영점,A0086,부산구서점(직),16,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,반품
673,2024-03-08,직영점,A0086,부산구서점(직),17,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매
674,2024-03-08,직영점,A0086,부산구서점(직),17,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,판매
675,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1TS301,젠 실켓모달 드레이퍼리 티셔츠,BK,블랙,L,판매
676,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1CA301,젠 드레이퍼리 드레스가디건,CG,차콜그레이,L,판매
677,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1TS301,젠 실켓모달 드레이퍼리 티셔츠,CG,차콜그레이,L,판매
678,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEI1SK301,테레 캉캉스커트,VG,버건디,M,판매
679,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH2TS501,아르웬 페미닌 티셔츠,WN,와인,M,판매
680,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매
681,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BK,블랙,F,판매
682,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,BKJ4MF004,시슬머플러,BK,블랙,F,판매
683,2024-03-09,직영점,A0086,부산구서점(직),2,정상,일반판매,AKC3TS003,C-레이스폴라티,BE,베이지,F,판매
684,2024-03-09,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매
685,2024-03-09,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3TS016,C-TCJRHN-스트링단맨투맨,IV,아이보리,F,판매
686,2024-03-09,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3PT001,S-SCPXB9-폴끈배기PT,BK,블랙,L,판매
687,2024-03-09,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
688,2024-03-09,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
689,2024-03-09,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,XL,판매
690,2024-03-09,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매
691,2024-03-09,직영점,A0086,부산구서점(직),7,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매
692,2024-03-09,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3JP004,C-SSPRAN-가비셔링자켓,BK,블랙,F,판매
693,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매
694,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매
695,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,DE,딥그린,F,판매
696,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,AJJ7JK003,차인레더자켓,MT,민트,F,판매
697,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,판매
698,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4MF008,실크사각머플러,PK,핑크,F,판매
699,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4MF002,라인홀스마름모,OR,오렌지,F,판매
700,2024-03-11,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3CA002,S-GFAVHN-미로에가디건,RE,레드,F,판매
701,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,AKJ3JP006,S-토니무지자수JP,PK,핑크,L,판매
702,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC7DP002,J-OCDXB9-스타자수데님배기,ML,중청,F,판매
703,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,L,판매
704,2024-03-11,직영점,A0086,부산구서점(직),5,정상,일반판매,BLC7BG010,J-버니백팩,BK,블랙,F,판매
705,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매
706,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BK,블랙,F,판매
707,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,XL,판매
708,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,XL,판매
709,2024-03-12,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
710,2024-03-12,직영점,A0086,부산구서점(직),2,정상,일반판매,ALC3JK001,C-SSCCAN-제이버튼자켓,YG,연두색,F,판매
711,2024-03-12,직영점,A0086,부산구서점(직),3,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
712,2024-03-12,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,반품
713,2024-03-12,직영점,A0086,부산구서점(직),5,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
714,2024-03-12,직영점,A0086,부산구서점(직),5,정상,일반판매,ALC7TS001,J-OCCRHN-부엉T,NA,네이비,F,판매
715,2024-03-12,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,IV,아이보리,F,판매
716,2024-03-12,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
717,2024-03-12,직영점,A0086,부산구서점(직),7,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
718,2024-03-12,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매
719,2024-03-12,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,YG,연두색,F,판매
720,2024-03-12,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매
721,2024-03-12,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB7KT003,J-TCADHN-베어단후드니트,BK,블랙,F,판매
722,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,S,판매
723,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALC7CA001,J-OCACHN-줄자수가디건,BK,블랙,F,판매
724,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,M,판매
725,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매
726,2024-03-12,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,RE,레드,F,반품
727,2024-03-12,직영점,A0086,부산구서점(직),12,정상,일반판매,AKI3JP007,S-보이후드JP,IP,인디핑크,F,판매
728,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매
729,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,판매
730,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
731,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,반품
732,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,반품
733,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,반품
734,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,판매
735,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매
736,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
737,2024-03-12,직영점,A0086,부산구서점(직),16,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
738,2024-03-13,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매
739,2024-03-13,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,IV,아이보리,F,판매
740,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,AKL7JP003,P-니트카라덕다운,IV,아이보리,F,판매
741,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,S,판매
742,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
743,2024-03-13,직영점,A0086,부산구서점(직),3,정상,20% 할인(직원할인),BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매
744,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,ALC3JP004,C-SSPHHN-리나하이넥점퍼,BK,블랙,F,판매
745,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매
746,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,AKB3KT017,S-금장러브KT,LB,연한베이지,F,판매
747,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,AIC3JP018,S-해리점퍼,GR,회색,F,판매
748,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC7BG008,J-베어크로스백,BK,블랙,F,판매
749,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,AKC3OP021,S-엠버튼후드배색OPS,NA,네이비,F,판매
750,2024-03-14,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,RE,레드,F,판매
751,2024-03-14,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,PK,핑크,F,판매
752,2024-03-14,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품
753,2024-03-14,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,반품
754,2024-03-14,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
755,2024-03-14,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
756,2024-03-14,직영점,A0086,부산구서점(직),4,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매
757,2024-03-14,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
758,2024-03-14,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,반품
759,2024-03-14,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,반품
760,2024-03-14,직영점,A0086,부산구서점(직),5,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,반품
761,2024-03-14,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품
762,2024-03-14,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
763,2024-03-14,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
764,2024-03-14,직영점,A0086,부산구서점(직),6,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매
765,2024-03-14,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
766,2024-03-14,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,반품
767,2024-03-14,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,반품
768,2024-03-14,직영점,A0086,부산구서점(직),7,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,반품
769,2024-03-14,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품
770,2024-03-14,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3JP004,C-SSPRAN-가비셔링자켓,BK,블랙,F,판매
771,2024-03-14,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매
772,2024-03-14,직영점,A0086,부산구서점(직),8,정상,일반판매,BLC4MF004,알파플라워마름모,BE,베이지,F,판매
773,2024-03-14,직영점,A0086,부산구서점(직),8,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매
774,2024-03-14,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
775,2024-03-14,직영점,A0086,부산구서점(직),9,정상,증정판매,AJC4TS002,M-리엔T,WN,와인,M,판매
776,2024-03-14,직영점,A0086,부산구서점(직),9,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
777,2024-03-15,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC4CP004,체크통꺽쇠벙,PK,핑크,F,판매
778,2024-03-15,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC4CP003,튤립배색벙거지,BE,베이지,F,판매
779,2024-03-15,직영점,A0086,부산구서점(직),2,정상,일반판매,ALC4VT001,C-ZFECHN-샤샤트위조끼,NA,네이비,F,판매
780,2024-03-15,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
781,2024-03-15,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
782,2024-03-15,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7BL001,J-OCTRHN-체인니트블라우스,WH,화이트,F,판매
783,2024-03-15,직영점,A0086,부산구서점(직),5,정상,일반판매,ALC7BL007,J-SCCNHN-프린스BL,WH,화이트,F,판매
784,2024-03-15,직영점,A0086,부산구서점(직),6,정상,일반판매,BKL7BG010,J-프라호보백,BK,블랙,F,판매
785,2024-03-15,직영점,A0086,부산구서점(직),6,정상,일반판매,ALC3WS003,C-TSCCHN-유미스틱셔츠,PK,핑크,F,판매
786,2024-03-15,직영점,A0086,부산구서점(직),7,정상,일반판매,ALC3KT008,C-TCARHN-스팽글V니트,BK,블랙,F,판매
787,2024-03-15,직영점,A0086,부산구서점(직),7,정상,일반판매,ALC3JK003,C-SCARHN-블링니트자켓,PK,핑크,F,판매
788,2024-03-16,직영점,A0086,부산구서점(직),1,정상,일반판매,ALC3KT008,C-TCARHN-스팽글V니트,BK,블랙,F,판매
789,2024-03-16,직영점,A0086,부산구서점(직),2,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,BE,베이지,L,판매
790,2024-03-16,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,XL,판매
791,2024-03-16,직영점,A0086,부산구서점(직),3,정상,일반판매,AKI3DP010,C-플로우부츠컷데님,ML,중청,XL,판매
792,2024-03-16,직영점,A0086,부산구서점(직),4,정상,일반판매,AKI3DP010,C-플로우부츠컷데님,ML,중청,M,판매
793,2024-03-16,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매
794,2024-03-16,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
795,2024-03-16,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매
