?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분
1536,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AIL3BL002,S-벨벳반목BL,BK,블랙,F,판매
1537,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AIL3BL002,S-벨벳반목BL,GR,회색,F,판매
1538,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AJB3DP001,C-빙고절개청,DL,진청,F,판매
1539,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AJB3DP001,C-빙고절개청,DL,진청,S,판매
1540,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AGH3PT006,M-바이커팬츠,WH,화이트,F,판매
1541,2024-03-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AGH3PT006,M-바이커팬츠,WH,화이트,L,판매
1542,2024-03-26,직영점,A0024,부산두실점(직),15,정상,일반판매,AJC4TS002,M-리엔T,WH,화이트,L,판매
1543,2024-03-26,직영점,A0024,부산두실점(직),15,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
1544,2024-03-26,직영점,A0024,부산두실점(직),15,정상,일반판매,AKB3TS002,C-레터링오버라운드티,PK,핑크,F,판매
1545,2024-03-26,직영점,A0024,부산두실점(직),15,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,L,판매
1546,2024-03-26,직영점,A0024,부산두실점(직),16,정상,일반판매,AEK2PT706,스키니 코팅진 기본 바지,BK,블랙,M,판매
1547,2024-03-26,직영점,A0024,부산두실점(직),17,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,S,판매
1548,2024-03-26,직영점,A0024,부산두실점(직),17,정상,일반판매,AKI7CA002,J-스타홀스가디건,IV,아이보리,F,판매
1549,2024-03-27,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,S,판매
1550,2024-03-27,직영점,A0024,부산두실점(직),1,정상,일반판매,AKI3DP007,C-워시통데님,ML,중청,S,판매
1551,2024-03-27,직영점,A0024,부산두실점(직),2,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
1552,2024-03-27,직영점,A0024,부산두실점(직),2,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
1553,2024-03-27,직영점,A0024,부산두실점(직),3,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매
1554,2024-03-27,직영점,A0024,부산두실점(직),4,정상,일반판매,ALD3KN001,3-ECSRHN-레이스나시,BE,베이지,F,판매
1555,2024-03-27,직영점,A0024,부산두실점(직),4,정상,일반판매,AIC3TS018,Q-골지라운드,BE,베이지,F,판매
1556,2024-03-27,직영점,A0024,부산두실점(직),4,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매
1557,2024-03-27,직영점,A0024,부산두실점(직),5,정상,일반판매,ALD3KN001,3-ECSRHN-레이스나시,BK,블랙,F,판매
1558,2024-03-27,직영점,A0024,부산두실점(직),6,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,S,판매
1559,2024-03-27,직영점,A0024,부산두실점(직),7,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,L,판매
1560,2024-03-27,직영점,A0024,부산두실점(직),8,정상,일반판매,BLC7BG011,J-마리사선백팩,BK,블랙,F,판매
1561,2024-03-27,직영점,A0024,부산두실점(직),9,정상,일반판매,AEJ2BL402,폴카 루즈핏 풀오버(빈티지),GR,회색,F,판매
1562,2024-03-27,직영점,A0024,부산두실점(직),10,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,GE,그린,F,판매
1563,2024-03-27,직영점,A0024,부산두실점(직),10,정상,일반판매,BKI4SC003,데일리삭스(3pcs),XX,XX,F,판매
1564,2024-03-27,직영점,A0024,부산두실점(직),11,정상,일반판매,AEI2SK402,나탈리 코튼 머메이드스커트,KH,카키,L,판매
1565,2024-03-27,직영점,A0024,부산두실점(직),11,정상,일반판매,AEH2TS501,아르웬 페미닌 티셔츠,NA,네이비,L,판매
1566,2024-03-27,직영점,A0024,부산두실점(직),11,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
1567,2024-03-28,직영점,A0024,부산두실점(직),1,정상,일반판매,BLC7BG006,J-비즈래빗백팩,BK,블랙,F,판매
1568,2024-03-28,직영점,A0024,부산두실점(직),1,정상,일반판매,AJB7TS002,꽃송이T,BK,블랙,F,판매
1569,2024-03-28,직영점,A0024,부산두실점(직),2,정상,일반판매,ALC3JK003,C-SCARHN-블링니트자켓,PK,핑크,F,판매
1570,2024-03-28,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,S,판매
1571,2024-03-28,직영점,A0024,부산두실점(직),3,정상,일반판매,AGD3TS032,M-라운드5부,SO,소라,F,판매
1572,2024-03-28,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3VT001,3-SSCCHN-무지카라조끼,BK,블랙,F,판매
1573,2024-03-28,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,PK,핑크,F,판매
1574,2024-03-28,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3TS012,3-OSCRHN-컬러엠보T,DP,진핑크,F,판매
1575,2024-03-28,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3BL005,3-OSPRHN-비비라운BL,PK,핑크,F,판매
1576,2024-03-28,직영점,A0024,부산두실점(직),4,정상,일반판매,AIC3TS001,S-걸즈T,PP,퍼플,F,판매
1577,2024-03-28,직영점,A0024,부산두실점(직),5,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,L,판매
1578,2024-03-28,직영점,A0024,부산두실점(직),5,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
1579,2024-03-28,직영점,A0024,부산두실점(직),5,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매
1580,2024-03-28,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,M,판매
1581,2024-03-28,직영점,A0024,부산두실점(직),7,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,L,판매
1582,2024-03-28,직영점,A0024,부산두실점(직),8,정상,일반판매,AKI3PT014,C-데일리코튼부츠컷,IV,아이보리,L,판매
1583,2024-03-28,직영점,A0024,부산두실점(직),9,정상,일반판매,ALC7VT001,J-SCPDHN-후드스트링조끼,BK,블랙,F,판매
1584,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,ALD3TS015,3-SCCRHN-모달베이직반팔,WH,화이트,F,판매
1585,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
1586,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
1587,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,AIC3OP009,S-매니셔츠OPS,KH,카키,F,판매
1588,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,AJG3PT017,S-망고찰랑PT,BK,블랙,F,판매
1589,2024-03-28,직영점,A0024,부산두실점(직),10,정상,일반판매,AEK1VT601,플라워 프린트 패딩 베스트,RE,레드,M,판매
1590,2024-03-28,직영점,A0024,부산두실점(직),11,정상,일반판매,BLC7BG008,J-베어크로스백,BK,블랙,F,판매
1591,2024-03-28,직영점,A0024,부산두실점(직),11,정상,일반판매,BLA7BG002,체스백팩(24),BK,블랙,F,판매
1592,2024-03-28,직영점,A0024,부산두실점(직),11,정상,일반판매,AIB3OP009,S-베라왕OPS,IV,아이보리,F,판매
1593,2024-03-29,직영점,A0024,부산두실점(직),1,정상,일반판매,BLC7BG006,J-비즈래빗백팩,BK,블랙,F,판매
1594,2024-03-29,직영점,A0024,부산두실점(직),1,정상,일반판매,BLC7BG010,J-버니백팩,BK,블랙,F,판매
1595,2024-03-29,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3JP005,C-SCPDHN-에반이중점퍼,PK,핑크,F,판매
1596,2024-03-29,직영점,A0024,부산두실점(직),2,정상,일반판매,AEK1TS703,라인 롱 티셔츠,RE,레드,F,판매
1597,2024-03-29,직영점,A0024,부산두실점(직),2,정상,일반판매,AIC7TS008,반오픈카라T,SO,소라,F,판매
1598,2024-03-29,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,PK,핑크,F,판매
1599,2024-03-29,직영점,A0024,부산두실점(직),2,정상,일반판매,AGF3PT002,M-벨라PT,PK,핑크,L,판매
1600,2024-03-29,직영점,A0024,부산두실점(직),3,정상,일반판매,AIC7PT004,앞카고PT,RB,적갈색/벽돌,L,판매
1601,2024-03-29,직영점,A0024,부산두실점(직),4,정상,일반판매,AGB7KT018,D-2줄펄니트,SO,소라,F,판매
1602,2024-03-29,직영점,A0024,부산두실점(직),5,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매
1603,2024-03-29,직영점,A0024,부산두실점(직),6,정상,일반판매,AKB3BL001,C-소프트타이블라우스,KH,카키,F,판매
1604,2024-03-29,직영점,A0024,부산두실점(직),7,정상,일반판매,ALD3BL005,3-OSPRHN-비비라운BL,PK,핑크,F,판매
1605,2024-03-29,직영점,A0024,부산두실점(직),7,정상,일반판매,AGD3TS032,M-라운드5부,SO,소라,F,판매
1606,2024-03-29,직영점,A0024,부산두실점(직),7,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,GE,그린,F,판매
1607,2024-03-29,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매
1608,2024-03-29,직영점,A0024,부산두실점(직),9,정상,일반판매,BLD4MF001,망진주워머,BK,블랙,F,판매
1609,2024-03-29,직영점,A0024,부산두실점(직),9,정상,일반판매,BLC4MF005,진주플리츠머플러,BK,블랙,F,판매
1610,2024-03-29,직영점,A0024,부산두실점(직),10,정상,일반판매,AIB3OP003,Q-밴딩데님롱OPS,DL,진청,F,판매
1611,2024-03-29,직영점,A0024,부산두실점(직),11,정상,일반판매,ALB3TS002,C-OCMDHN-트리밍후드티,CG,차콜그레이,F,판매
1612,2024-03-29,직영점,A0024,부산두실점(직),11,정상,일반판매,ALD3JP001,3-SCPHHN-마이점퍼,BE,베이지,F,판매
1613,2024-03-29,직영점,A0024,부산두실점(직),11,정상,일반판매,ALC3WS003,C-TSCCHN-유미스틱셔츠,SO,소라,F,판매
1614,2024-03-29,직영점,A0024,부산두실점(직),12,정상,일반판매,ALD3OP006,3-OCCSXL-민트나염OPS,BL,블루,F,판매
1615,2024-03-29,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
1616,2024-03-29,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,M,판매
1617,2024-03-29,직영점,A0024,부산두실점(직),13,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매
1618,2024-03-29,직영점,A0024,부산두실점(직),13,정상,일반판매,BLD4CP002,마스크플라워모자,NA,네이비,F,판매
1619,2024-03-29,직영점,A0024,부산두실점(직),13,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
1620,2024-03-29,직영점,A0024,부산두실점(직),13,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
1621,2024-03-29,직영점,A0024,부산두실점(직),13,정상,일반판매,AKI3BL002,C-유니픽스BL,BK,블랙,F,판매
1622,2024-03-29,직영점,A0024,부산두실점(직),14,정상,일반판매,BLD4CP002,마스크플라워모자,PK,핑크,F,판매
1623,2024-03-29,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매
1624,2024-03-29,직영점,A0024,부산두실점(직),15,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,L,판매
1625,2024-03-29,직영점,A0024,부산두실점(직),15,정상,일반판매,ALC3TS005,C-OCCRHN-하트코인7부,GE,그린,F,판매
1626,2024-03-29,직영점,A0024,부산두실점(직),15,정상,일반판매,ALD3WS002,C-TCPSHN-세일러카라셔츠,GE,그린,F,판매
1627,2024-03-29,직영점,A0024,부산두실점(직),15,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,XL,판매
1628,2024-03-29,직영점,A0024,부산두실점(직),16,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,XL,판매
1629,2024-03-29,직영점,A0024,부산두실점(직),16,정상,일반판매,ALD3TS011,3-OSCRHN-나비T,IV,아이보리,F,판매
1630,2024-03-29,직영점,A0024,부산두실점(직),16,정상,일반판매,AKI3PT004,C-밴딩코튼통바지,BK,블랙,L,판매
1631,2024-03-29,직영점,A0024,부산두실점(직),16,정상,일반판매,ALC3WS004,3-OCCSAN-타이밍셔츠,BL,블루,F,판매
1632,2024-03-29,직영점,A0024,부산두실점(직),17,정상,일반판매,ALD3BL005,3-OSPRHN-비비라운BL,PK,핑크,F,판매
1633,2024-03-29,직영점,A0024,부산두실점(직),18,정상,일반판매,BLC7MF001,스프링어깨숄,YE,옐로우,F,판매
1634,2024-03-29,직영점,A0024,부산두실점(직),18,정상,일반판매,BLC7MF001,스프링어깨숄,PP,퍼플,F,판매
1635,2024-03-29,직영점,A0024,부산두실점(직),18,정상,일반판매,AKK7JP020,J-밍크라인덕다운,BK,블랙,F,판매
1636,2024-03-29,직영점,A0024,부산두실점(직),19,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,L,판매
1637,2024-03-29,직영점,A0024,부산두실점(직),19,정상,일반판매,ALD3TS004,C-OCCRHN-자수스팽글T,BK,블랙,F,판매
1638,2024-03-29,직영점,A0024,부산두실점(직),20,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매
1639,2024-03-29,직영점,A0024,부산두실점(직),21,정상,일반판매,AEK2PT706,스키니 코팅진 기본 바지,BK,블랙,L,판매
1640,2024-03-29,직영점,A0024,부산두실점(직),21,정상,일반판매,AGC1BL001,A-내추럴BL,MG,멜란그레이,F,판매
1641,2024-03-30,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB7WS011,J-FCCSON-봄플라워셔츠,PK,핑크,F,판매
1642,2024-03-30,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매
1643,2024-03-30,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,YE,옐로우,F,판매
1644,2024-03-30,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,L,판매
1645,2024-03-30,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3TS004,C-OCCRHN-자수스팽글T,IV,아이보리,F,판매
1646,2024-03-30,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매
1647,2024-03-30,직영점,A0024,부산두실점(직),4,정상,일반판매,AJC4TS002,M-리엔T,WN,와인,M,판매
1648,2024-03-30,직영점,A0024,부산두실점(직),4,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,M,판매
1649,2024-03-30,직영점,A0024,부산두실점(직),5,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,XL,판매
1650,2024-03-30,직영점,A0024,부산두실점(직),5,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
1651,2024-03-30,직영점,A0024,부산두실점(직),5,정상,증정판매,AJC4TS002,M-리엔T,WN,와인,L,판매
1652,2024-03-30,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매
1653,2024-03-30,직영점,A0024,부산두실점(직),6,정상,일반판매,AKC3VT006,C-뒤트임V조끼,OT,오트밀,F,판매
1654,2024-03-30,직영점,A0024,부산두실점(직),6,기획,일반판매,AKJ7TS001,J-베이직폴라T,BK,블랙,F,판매
1655,2024-03-30,직영점,A0024,부산두실점(직),7,정상,일반판매,AKI3PT014,C-데일리코튼부츠컷,IV,아이보리,XL,판매
1656,2024-03-30,직영점,A0024,부산두실점(직),7,정상,일반판매,AKI3WS001,C-포켓뒷주름셔츠,BL,블루,F,판매
1657,2024-03-30,직영점,A0024,부산두실점(직),7,정상,일반판매,AKI3PT010,C-트라이앵글통바지,LB,연한베이지,F,판매
1658,2024-03-30,직영점,A0024,부산두실점(직),7,정상,일반판매,ALD7BL001,J-SCCRHN-앞셔링BL,SO,소라,F,판매
1659,2024-03-30,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
1660,2024-03-30,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매
1661,2024-03-30,직영점,A0024,부산두실점(직),9,정상,일반판매,ALC3KT002,C-TCARHN-라인단니트,WH,화이트,F,판매
1662,2024-03-30,직영점,A0024,부산두실점(직),10,정상,일반판매,ALC3JP007,C-OCPHHF-테잎비조사파리,MU,머스타드,F,판매
1663,2024-03-30,직영점,A0024,부산두실점(직),11,정상,일반판매,AEI1PT301,라미에 니트 터키쉬 팬츠,GR,회색,M,판매
1664,2024-03-30,직영점,A0024,부산두실점(직),12,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매
1665,2024-03-30,직영점,A0024,부산두실점(직),13,정상,일반판매,AKI3KT001,C-보니카라단니트,BE,베이지,F,판매
1666,2024-03-30,직영점,A0024,부산두실점(직),13,정상,일반판매,ALD3WS004,3-ECCSHN-버드셔츠,IV,아이보리,F,판매
1667,2024-03-30,직영점,A0024,부산두실점(직),13,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
1668,2024-03-30,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
1669,2024-03-30,직영점,A0024,부산두실점(직),15,정상,일반판매,BID4CP013,빅라벨한지버킷,YE,옐로우,F,판매
1670,2024-03-30,직영점,A0024,부산두실점(직),15,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BE,베이지,L,판매
1671,2024-03-30,직영점,A0024,부산두실점(직),15,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BR,브라운,L,판매
1672,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,DP,진핑크,F,판매
1673,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,AJB3PT007,C-206색색PT,PP,퍼플,F,판매
1674,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,BFE2MF309,세실 레스,PK,핑크,F,판매
1675,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,YE,옐로우,F,판매
1676,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,BKC4SB006,컬러매쉬(7000),BE,베이지,35,판매
1677,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,BKC4SC001,키키롱삭스(3pcs),XX,XX,F,판매
1678,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,BKD4SC012,다중면덧신(2pcs),XX,XX,F,판매
1679,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,BKI4SC007,펄사덧신(2pcs),XX,XX,F,판매
1680,2024-03-30,직영점,A0024,부산두실점(직),16,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매
1681,2024-03-31,직영점,A0024,부산두실점(직),1,정상,일반판매,BJF4GV004,손등레이스,XX,XX,F,판매
1682,2024-03-31,직영점,A0024,부산두실점(직),2,정상,일반판매,BLA7BG002,체스백팩(24),BK,블랙,F,판매
1683,2024-03-31,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,GE,그린,L,판매
1684,2024-03-31,직영점,A0024,부산두실점(직),2,정상,일반판매,BLC4MF007,루시아실크사각,OR,오렌지,F,판매
1685,2024-03-31,직영점,A0024,부산두실점(직),2,정상,일반판매,AKI7JP015,J-피크니트집업,PK,핑크,F,판매
1686,2024-03-31,직영점,A0024,부산두실점(직),3,정상,일반판매,AGC3TS004,A-마인,PP,퍼플,F,판매
1687,2024-03-31,직영점,A0024,부산두실점(직),3,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매
1688,2024-03-31,직영점,A0024,부산두실점(직),3,정상,일반판매,AFI3PT002,F-클래식,PK,핑크,L,판매
1689,2024-03-31,직영점,A0024,부산두실점(직),4,정상,일반판매,AJB3ST002,Z-청전사지ST,PP,퍼플,F,판매
1690,2024-04-01,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매
1691,2024-04-01,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO046,레몬생강차(음료),XX,XX,XX,판매
1692,2024-04-01,직영점,A0024,부산두실점(직),2,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,WH,화이트,F,판매
1693,2024-04-01,직영점,A0024,부산두실점(직),3,정상,일반판매,ALD3BL003,3-OCLVHN-프릴카라린넨BL,LV,연보라,F,판매
1694,2024-04-01,직영점,A0024,부산두실점(직),3,정상,일반판매,ALC3TS008,3-SCCVHN-슬라브반팔,BK,블랙,F,판매
1695,2024-04-01,직영점,A0024,부산두실점(직),3,정상,일반판매,AFE5TN301,쿨끈N,SP,스킨핑크,F,판매
1696,2024-04-01,직영점,A0024,부산두실점(직),4,정상,일반판매,ALB7WS011,J-FCCSON-봄플라워셔츠,PK,핑크,F,판매
1697,2024-04-01,직영점,A0024,부산두실점(직),5,정상,일반판매,BLD4CP007,플랩썬햇,BE,베이지,F,판매
1698,2024-04-01,직영점,A0024,부산두실점(직),6,정상,일반판매,AKB3BL001,C-소프트타이블라우스,KH,카키,F,반품
1699,2024-04-01,직영점,A0024,부산두실점(직),7,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
1700,2024-04-01,직영점,A0024,부산두실점(직),8,정상,일반판매,ALC7OP001,J-SSARAL-모던니트원피스,BK,블랙,F,판매
1701,2024-04-01,직영점,A0024,부산두실점(직),8,정상,일반판매,BJD4MF012,폴링마름모,OR,오렌지,F,판매
1702,2024-04-01,직영점,A0024,부산두실점(직),9,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매
1703,2024-04-01,직영점,A0024,부산두실점(직),10,정상,일반판매,BLC7BG010,J-버니백팩,BK,블랙,F,판매
1704,2024-04-01,직영점,A0024,부산두실점(직),11,정상,일반판매,AKI7JK002,J-워싱데님자켓,DL,진청,F,판매
1705,2024-04-01,직영점,A0024,부산두실점(직),11,정상,일반판매,AJC3PT025,C-빌리주름PT,BK,블랙,F,판매
1706,2024-04-01,직영점,A0024,부산두실점(직),11,정상,일반판매,ALB3DP001,C-SCDXT0-내츄럴세미통,LL,연청,M,판매
1707,2024-04-01,직영점,A0024,부산두실점(직),11,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
1708,2024-04-01,직영점,A0024,부산두실점(직),11,정상,일반판매,ALB3TS014,C-SCCRHN-팝핑퍼프소매티,IV,아이보리,F,판매
1709,2024-04-01,직영점,A0024,부산두실점(직),12,정상,일반판매,AKI3PT014,C-데일리코튼부츠컷,BK,블랙,L,판매
1710,2024-04-01,직영점,A0024,부산두실점(직),13,정상,일반판매,BID4CP013,빅라벨한지버킷,YE,옐로우,F,판매
1711,2024-04-01,직영점,A0024,부산두실점(직),13,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BE,베이지,L,판매
1712,2024-04-01,직영점,A0024,부산두실점(직),13,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BR,브라운,L,판매
1713,2024-04-01,직영점,A0024,부산두실점(직),13,정상,일반판매,ALC3JK006,3-OCCRHN-포켓진주청JK,ML,중청,F,판매
1714,2024-04-01,직영점,A0024,부산두실점(직),14,정상,일반판매,BID4CP013,빅라벨한지버킷,YE,옐로우,F,반품
1715,2024-04-01,직영점,A0024,부산두실점(직),14,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BE,베이지,L,반품
1716,2024-04-01,직영점,A0024,부산두실점(직),14,정상,일반판매,AEH1OP301,젠 텐셀오간자 셔츠드레스,BR,브라운,L,반품
1717,2024-04-01,직영점,A0024,부산두실점(직),14,정상,일반판매,ALC3JK006,3-OCCRHN-포켓진주청JK,ML,중청,F,반품
1718,2024-04-01,직영점,A0024,부산두실점(직),15,정상,일반판매,BID4CP013,빅라벨한지버킷,YE,옐로우,F,반품
1719,2024-04-01,직영점,A0024,부산두실점(직),16,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,XL,판매
1720,2024-04-01,직영점,A0024,부산두실점(직),17,정상,일반판매,ALD3KT005,3-SSLRHN-홀가진주니트,PK,핑크,F,판매
1721,2024-04-01,직영점,A0024,부산두실점(직),17,정상,일반판매,ALD3TS001,C-OCCRHN-트러플자수맨투맨,WH,화이트,F,판매
1722,2024-04-01,직영점,A0024,부산두실점(직),17,정상,일반판매,AIB4BL002,S-모던체크BL,BK,블랙,F,판매
1723,2024-04-01,직영점,A0024,부산두실점(직),17,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,PK,핑크,F,판매
1724,2024-04-01,직영점,A0024,부산두실점(직),17,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
1725,2024-04-01,직영점,A0024,부산두실점(직),18,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,XL,판매
1726,2024-04-01,직영점,A0024,부산두실점(직),18,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,BK,블랙,L,판매
1727,2024-04-01,직영점,A0024,부산두실점(직),18,정상,일반판매,AKI3BL006,S-리치7부BL,BK,블랙,F,판매
1728,2024-04-01,직영점,A0024,부산두실점(직),18,정상,일반판매,BIJ7BG008,가죽슬링백,RE,레드,F,판매
1729,2024-04-01,직영점,A0024,부산두실점(직),19,정상,일반판매,BKJ4MF001,데일리숄머플러,PK,핑크,F,판매
1730,2024-04-01,직영점,A0024,부산두실점(직),19,정상,일반판매,BKC4SC001,키키롱삭스(3pcs),XX,XX,F,판매
1731,2024-04-01,직영점,A0024,부산두실점(직),20,정상,일반판매,ALD3TS015,3-SCCRHN-모달베이직반팔,NA,네이비,F,판매
1732,2024-04-01,직영점,A0024,부산두실점(직),20,기획,일반판매,AKJ7TS001,J-베이직폴라T,GE,그린,F,판매
1733,2024-04-01,직영점,A0024,부산두실점(직),20,정상,일반판매,BLA7BG006,J-이브닝백팩(24),BK,블랙,F,판매
1734,2024-04-01,직영점,A0024,부산두실점(직),20,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PP,퍼플,F,판매
1735,2024-04-01,직영점,A0024,부산두실점(직),21,정상,일반판매,ALC7VT001,J-SCPDHN-후드스트링조끼,BK,블랙,F,판매
