?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분
852,2024-03-29,직영점,A0025,부산연지점(직),13,정상,일반판매,ALD7KT002,J-TCARHN-셜리단가라KT,OR,오렌지,F,판매
853,2024-03-29,직영점,A0025,부산연지점(직),13,정상,일반판매,AKI7KT007,J-심플단니트,CH,챠콜,F,판매
854,2024-03-29,직영점,A0025,부산연지점(직),13,정상,일반판매,ALC7SK002,J-SCPXHL-레이스롱스커트,BK,블랙,F,판매
855,2024-03-29,직영점,A0025,부산연지점(직),13,정상,일반판매,AEH1BL101,스트라이프 오간자 모던블라우스,LG,연한그레이,XX,판매
856,2024-03-29,직영점,A0025,부산연지점(직),14,정상,일반판매,AKJ3JK002,S-로밍레자자켓,BK,블랙,F,판매
857,2024-03-29,직영점,A0025,부산연지점(직),15,정상,일반판매,ALB3KT003,C-OCWRHN-캐시버튼라운드니트,SO,소라,F,판매
858,2024-03-29,직영점,A0025,부산연지점(직),15,정상,일반판매,ALB3TS001,C-OCCDHN-로이자수후드티,BK,블랙,F,판매
859,2024-03-29,직영점,A0025,부산연지점(직),16,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,GE,그린,F,판매
860,2024-03-29,직영점,A0025,부산연지점(직),16,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,PK,핑크,F,판매
861,2024-03-29,직영점,A0025,부산연지점(직),17,정상,일반판매,AKI3PT010,C-트라이앵글통바지,NA,네이비,F,판매
862,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,M,판매
863,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,NA,네이비,F,판매
864,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,KLB7AC001,KJ-OCADHN-배색니트후드,OR,오렌지,F,판매
865,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,ALB3CT002,S-SSPCAF-솔리하프BBY,YE,옐로우,F,판매
866,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,M,판매
867,2024-03-29,직영점,A0025,부산연지점(직),18,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
868,2024-03-29,직영점,A0025,부산연지점(직),18,정상,일반판매,AIC3PT007,Q-J체크나팔,GR,회색,S,판매
869,2024-03-29,직영점,A0025,부산연지점(직),19,정상,일반판매,ALC3TS008,3-SCCVHN-슬라브반팔,BK,블랙,F,판매
870,2024-03-29,직영점,A0025,부산연지점(직),19,정상,일반판매,ALC3TS005,C-OCCRHN-하트코인7부,GE,그린,F,판매
871,2024-03-29,직영점,A0025,부산연지점(직),20,정상,일반판매,AJD3KT009,S-물결니트,BK,블랙,F,판매
872,2024-03-29,직영점,A0025,부산연지점(직),20,정상,일반판매,ALC7CA001,J-OCACHN-줄자수가디건,BK,블랙,F,판매
873,2024-03-29,직영점,A0025,부산연지점(직),20,정상,일반판매,AKE3JP018,S-엔클롱후드JP,NA,네이비,F,판매
874,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,M,반품
875,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,NA,네이비,F,반품
876,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,KLB7AC001,KJ-OCADHN-배색니트후드,OR,오렌지,F,반품
877,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3CT002,S-SSPCAF-솔리하프BBY,YE,옐로우,F,반품
878,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,M,반품
879,2024-03-30,직영점,A0025,부산연지점(직),1,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,L,반품
880,2024-03-30,직영점,A0025,부산연지점(직),1,정상,일반판매,AIC3PT007,Q-J체크나팔,GR,회색,S,반품
881,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,M,판매
882,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,NA,네이비,F,판매
883,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,KLB7AC001,KJ-OCADHN-배색니트후드,OR,오렌지,F,판매
884,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3CT002,S-SSPCAF-솔리하프BBY,YE,옐로우,F,판매
885,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,M,판매
886,2024-03-30,직영점,A0025,부산연지점(직),2,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
887,2024-03-30,직영점,A0025,부산연지점(직),2,정상,일반판매,AIC3PT007,Q-J체크나팔,GR,회색,S,판매
888,2024-03-30,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,S,판매
889,2024-03-30,직영점,A0025,부산연지점(직),3,정상,일반판매,ALC3KT007,C-SCACSN-슬림카라니트,GE,그린,F,판매
890,2024-03-30,직영점,A0025,부산연지점(직),3,정상,일반판매,ALC3SK002,C-SSPZA8-핀턱훌스커트,GE,그린,F,판매
891,2024-03-30,직영점,A0025,부산연지점(직),4,정상,일반판매,BHJ4MF017,수국꽃삼각,RE,레드,F,판매
892,2024-03-30,직영점,A0025,부산연지점(직),5,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매
893,2024-03-30,직영점,A0025,부산연지점(직),5,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
894,2024-03-30,직영점,A0025,부산연지점(직),5,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,M,판매
895,2024-03-30,직영점,A0025,부산연지점(직),6,정상,일반판매,ALD7KT003,J-OCARHN-아트KT,PK,핑크,F,판매
896,2024-03-30,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매
897,2024-03-30,직영점,A0025,부산연지점(직),7,정상,일반판매,AJC4TS002,M-리엔T,WH,화이트,L,판매
898,2024-03-30,직영점,A0025,부산연지점(직),7,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,L,판매
899,2024-03-30,직영점,A0025,부산연지점(직),8,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,L,판매
900,2024-03-30,직영점,A0025,부산연지점(직),9,정상,일반판매,ALC3BL002,C-OSCSHN-포켓자수BL,DP,진핑크,F,판매
901,2024-03-30,직영점,A0025,부산연지점(직),9,정상,일반판매,KLB3AK002,KC-SCCXC0-코튼세미부츠컷,IV,아이보리,S,판매
902,2024-03-30,직영점,A0025,부산연지점(직),10,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,NA,네이비,F,판매
903,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,BJG4MF002,마레이스삼각,PK,핑크,F,판매
904,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,AHE3SK015,S-721샤쉬폰,IV,아이보리,F,판매
905,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,AKI3BL026,S-시슬플라워BL,DB,다크베이지,F,판매
906,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매
907,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,ALD3TS001,C-OCCRHN-트러플자수맨투맨,WH,화이트,F,판매
908,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,BFI7MF001,트윌리3,XX,XX,F,판매
909,2024-03-31,직영점,A0025,부산연지점(직),1,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
910,2024-03-31,직영점,A0025,부산연지점(직),2,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,반품
911,2024-03-31,직영점,A0025,부산연지점(직),3,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매
912,2024-03-31,직영점,A0025,부산연지점(직),3,정상,일반판매,AEK2PT706,스키니 코팅진 기본 바지,BK,블랙,S,판매
913,2024-03-31,직영점,A0025,부산연지점(직),3,정상,일반판매,ALD3BL006,3-OSPRHN-위너스BL,BK,블랙,F,판매
914,2024-03-31,직영점,A0025,부산연지점(직),4,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매
915,2024-03-31,직영점,A0025,부산연지점(직),4,정상,일반판매,BKF4MF002,텐셀잔꽃삼각,BL,블루,F,판매
916,2024-03-31,직영점,A0025,부산연지점(직),4,기획,일반판매,AKJ7TS001,J-베이직폴라T,OR,오렌지,F,판매
917,2024-03-31,직영점,A0025,부산연지점(직),5,정상,일반판매,AKC3CT001,C-클래식벨트바바리,BE,베이지,F,반품
918,2024-04-01,직영점,A0025,부산연지점(직),1,정상,일반판매,ALD7SK001,J-FCPXXL-잔꽃스커트,NA,네이비,F,판매
919,2024-04-01,직영점,A0025,부산연지점(직),2,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,L,판매
920,2024-04-01,직영점,A0025,부산연지점(직),3,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매
921,2024-04-01,직영점,A0025,부산연지점(직),3,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,WH,화이트,F,판매
922,2024-04-01,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,S,판매
923,2024-04-01,직영점,A0025,부산연지점(직),4,정상,일반판매,BKI7BG024,체크버킷백,GE,그린,F,판매
924,2024-04-01,직영점,A0025,부산연지점(직),5,정상,일반판매,AKC7PT001,밑단레이스슬랙스,BK,블랙,F,판매
925,2024-04-01,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,L,판매
926,2024-04-01,직영점,A0025,부산연지점(직),7,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,M,판매
927,2024-04-01,직영점,A0025,부산연지점(직),8,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,M,판매
928,2024-04-01,직영점,A0025,부산연지점(직),9,정상,일반판매,BKI7BG021,멜디체크백팩,BE,베이지,F,판매
929,2024-04-02,직영점,A0025,부산연지점(직),1,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,DP,진핑크,F,판매
930,2024-04-02,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매
931,2024-04-02,직영점,A0025,부산연지점(직),2,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,DP,진핑크,F,반품
932,2024-04-02,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,반품
933,2024-04-02,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매
934,2024-04-02,직영점,A0025,부산연지점(직),3,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,DP,진핑크,F,판매
935,2024-04-02,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,M,판매
936,2024-04-02,직영점,A0025,부산연지점(직),5,정상,일반판매,BGC3MF013,스페이스,PK,핑크,F,판매
937,2024-04-02,직영점,A0025,부산연지점(직),5,정상,일반판매,AKF3JP004,C-테잎후드사파리,NA,네이비,F,판매
938,2024-04-02,직영점,A0025,부산연지점(직),6,정상,일반판매,AJE3TS028,S-물결도형T,BE,베이지,F,판매
939,2024-04-02,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
940,2024-04-02,직영점,A0025,부산연지점(직),7,정상,일반판매,AJI3PT011,S-칠오이통,ML,중청,F,판매
941,2024-04-02,직영점,A0025,부산연지점(직),8,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,PK,핑크,F,판매
942,2024-04-02,직영점,A0025,부산연지점(직),9,정상,일반판매,ALD3VI002,3-SCAVHN-하트스카시조끼,BE,베이지,F,판매
943,2024-04-02,직영점,A0025,부산연지점(직),10,정상,일반판매,ALC3BL004,C-OSPCHN-레터링끈BL,GE,그린,F,판매
944,2024-04-02,직영점,A0025,부산연지점(직),10,정상,일반판매,ALD3BL005,3-OSPRHN-비비라운BL,GE,그린,F,판매
945,2024-04-02,직영점,A0025,부산연지점(직),11,정상,일반판매,BLD4CP006,오색뜨개비니,BK,블랙,F,판매
946,2024-04-02,직영점,A0025,부산연지점(직),12,정상,일반판매,AKC7WS003,소매포인셔츠,WH,화이트,F,판매
947,2024-04-02,직영점,A0025,부산연지점(직),13,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,L,판매
948,2024-04-02,직영점,A0025,부산연지점(직),14,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,M,판매
949,2024-04-02,직영점,A0025,부산연지점(직),14,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,M,판매
950,2024-04-02,직영점,A0025,부산연지점(직),15,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
951,2024-04-02,직영점,A0025,부산연지점(직),16,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,GE,그린,F,판매
952,2024-04-02,직영점,A0025,부산연지점(직),17,정상,일반판매,BLD7BG003,J-헨리숄더백,BK,블랙,F,판매
953,2024-04-02,직영점,A0025,부산연지점(직),17,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PP,퍼플,F,판매
954,2024-04-02,직영점,A0025,부산연지점(직),18,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,S,판매
955,2024-04-02,직영점,A0025,부산연지점(직),18,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,M,판매
956,2024-04-02,직영점,A0025,부산연지점(직),19,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매
957,2024-04-02,직영점,A0025,부산연지점(직),19,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매
958,2024-04-02,직영점,A0025,부산연지점(직),20,정상,일반판매,ALC7DP002,J-OCDXB9-스타자수데님배기,ML,중청,F,판매
959,2024-04-02,직영점,A0025,부산연지점(직),20,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,BK,블랙,F,판매
960,2024-04-02,직영점,A0025,부산연지점(직),21,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,XL,판매
961,2024-04-02,직영점,A0025,부산연지점(직),22,정상,일반판매,ALD3TS011,3-OSCRHN-나비T,BE,베이지,F,판매
962,2024-04-02,직영점,A0025,부산연지점(직),22,정상,일반판매,BLC4MF005,진주플리츠머플러,YE,옐로우,F,판매
963,2024-04-02,직영점,A0025,부산연지점(직),23,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
964,2024-04-02,직영점,A0025,부산연지점(직),23,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,S,판매
965,2024-04-02,직영점,A0025,부산연지점(직),24,정상,일반판매,BLC4CP006,줄지배색끈벙거지,BK,블랙,F,판매
966,2024-04-02,직영점,A0025,부산연지점(직),25,정상,일반판매,AKI7BL001,J-쉬폰소매니트BL,BK,블랙,F,판매
967,2024-04-02,직영점,A0025,부산연지점(직),25,정상,일반판매,ALC3SK004,C-SSPXXL-아일스커트,BK,블랙,F,판매
968,2024-04-03,직영점,A0025,부산연지점(직),1,정상,일반판매,ALC3BL003,C-SCPRON-코코리본BL,BE,베이지,F,판매
969,2024-04-03,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,S,판매
970,2024-04-03,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,S,판매
971,2024-04-03,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,M,판매
972,2024-04-03,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3PT002,C-SCCXT0-캔디와이드팬츠,PK,핑크,S,반품
973,2024-04-03,직영점,A0025,부산연지점(직),4,정상,일반판매,ALC3JP013,3-OCPHHN-파리스JP,KH,카키,F,판매
974,2024-04-03,직영점,A0025,부산연지점(직),5,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
975,2024-04-03,직영점,A0025,부산연지점(직),6,정상,일반판매,AKJ3KT002,S-미키패치KT,PK,핑크,F,판매
976,2024-04-03,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매
977,2024-04-03,직영점,A0025,부산연지점(직),6,정상,일반판매,BLD7GT001,3-미니카드지갑,IP,인디핑크,F,판매
978,2024-04-03,직영점,A0025,부산연지점(직),7,정상,일반판매,AKI7BL001,J-쉬폰소매니트BL,BK,블랙,F,반품
979,2024-04-03,직영점,A0025,부산연지점(직),7,정상,일반판매,ALC3SK004,C-SSPXXL-아일스커트,BK,블랙,F,반품
980,2024-04-03,직영점,A0025,부산연지점(직),8,정상,일반판매,AKI7BL001,J-쉬폰소매니트BL,BK,블랙,F,판매
981,2024-04-03,직영점,A0025,부산연지점(직),8,정상,일반판매,ALC3SK004,C-SSPXXL-아일스커트,BK,블랙,F,판매
982,2024-04-03,직영점,A0025,부산연지점(직),9,정상,일반판매,AEI2BL602,샌디에고 데님셔츠 점퍼,BL,블루,S,판매
983,2024-04-03,직영점,A0025,부산연지점(직),9,정상,일반판매,AEI2BL602,샌디에고 데님셔츠 점퍼,BL,블루,M,판매
984,2024-04-03,직영점,A0025,부산연지점(직),10,정상,일반판매,AEI2JK101,헬렌 레트로 A-line 볼레로 자켓,BK,블랙,M,판매
985,2024-04-03,직영점,A0025,부산연지점(직),10,정상,일반판매,AEI2JK101,헬렌 레트로 A-line 볼레로 자켓,OR,오렌지,M,판매
986,2024-04-03,직영점,A0025,부산연지점(직),11,정상,일반판매,AIL3BL002,S-벨벳반목BL,BK,블랙,F,판매
987,2024-04-03,직영점,A0025,부산연지점(직),11,정상,일반판매,AIL3BL002,S-벨벳반목BL,GR,회색,F,판매
988,2024-04-03,직영점,A0025,부산연지점(직),12,정상,일반판매,AJG3TS002,S-베트하프T,KH,카키,F,판매
989,2024-04-03,직영점,A0025,부산연지점(직),12,정상,일반판매,AJG4ST001,S-이지세트,XX,XX,F,판매
990,2024-04-03,직영점,A0025,부산연지점(직),13,정상,일반판매,AHF7BL015,펜슬사각배색BL,WH,화이트,F,판매
991,2024-04-03,직영점,A0025,부산연지점(직),13,정상,일반판매,AJD3TS017,C-베어하프T,KH,카키,F,판매
992,2024-04-03,직영점,A0025,부산연지점(직),13,정상,일반판매,AKK7KT015,J-해피반폴니트,GE,그린,F,판매
993,2024-04-03,직영점,A0025,부산연지점(직),14,기획,일반판매,AKK7VT024,P-링클니트조끼,BK,블랙,F,판매
994,2024-04-03,직영점,A0025,부산연지점(직),14,기획,일반판매,AKK7VT024,P-링클니트조끼,PK,핑크,F,판매
995,2024-04-03,직영점,A0025,부산연지점(직),15,정상,일반판매,AJB3DP002,S-B842T청,LL,연청,F,판매
996,2024-04-03,직영점,A0025,부산연지점(직),15,정상,일반판매,AJB3DP002,S-B842T청,LL,연청,L,판매
997,2024-04-03,직영점,A0025,부산연지점(직),16,정상,일반판매,AIJ7LG002,엠레깅스,CG,차콜그레이,F,판매
998,2024-04-03,직영점,A0025,부산연지점(직),17,정상,일반판매,AJD7BL008,리치BL,WH,화이트,F,판매
999,2024-04-03,직영점,A0025,부산연지점(직),17,정상,일반판매,AKC7BL004,브이퍼프블라우스,GE,그린,F,판매
1000,2024-04-03,직영점,A0025,부산연지점(직),17,정상,일반판매,AJH7BL012,단추도트BL,GE,그린,F,판매
1001,2024-04-04,직영점,A0025,부산연지점(직),1,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,M,판매
1002,2024-04-04,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB7KT003,J-TCADHN-베어단후드니트,GE,그린,F,판매
1003,2024-04-04,직영점,A0025,부산연지점(직),2,정상,일반판매,ALD3TS012,3-OSCRHN-컬러엠보T,DP,진핑크,F,판매
1004,2024-04-04,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,OR,오렌지,F,판매
1005,2024-04-04,직영점,A0025,부산연지점(직),3,정상,일반판매,AKD7JK002,크로스플라JK,PK,핑크,F,판매
1006,2024-04-04,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,L,판매
1007,2024-04-04,직영점,A0025,부산연지점(직),4,정상,일반판매,BGC3MF013,스페이스,YE,옐로우,F,판매
1008,2024-04-04,직영점,A0025,부산연지점(직),5,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,BK,블랙,F,판매
1009,2024-04-04,직영점,A0025,부산연지점(직),6,정상,일반판매,AJC4TS001,M-지젤이너T,PP,퍼플,F,판매
1010,2024-04-04,직영점,A0025,부산연지점(직),6,정상,일반판매,BLD4SB009,블링스니커즈(377),BE,베이지,35,판매
1011,2024-04-04,직영점,A0025,부산연지점(직),7,정상,일반판매,BKE4SB004,키높이슬리퍼(26602),GE,그린,35,판매
1012,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,BLC4MF005,진주플리츠머플러,RE,레드,F,판매
1013,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,BK,블랙,F,판매
1014,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,BKI4MF004,에버마름모스카프,NA,네이비,F,판매
1015,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매
1016,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,BLC4CP006,줄지배색끈벙거지,BK,블랙,F,판매
1017,2024-04-04,직영점,A0025,부산연지점(직),8,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매
1018,2024-04-04,직영점,A0025,부산연지점(직),9,정상,일반판매,ALD3TS014,3-TSCRHN-러브단가라T,NA,네이비,F,판매
1019,2024-04-04,직영점,A0025,부산연지점(직),9,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매
1020,2024-04-04,직영점,A0025,부산연지점(직),10,정상,일반판매,BLD4SB010,그린가죽스니커즈(R101),GE,그린,40,판매
1021,2024-04-04,직영점,A0025,부산연지점(직),11,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,판매
1022,2024-04-04,직영점,A0025,부산연지점(직),11,정상,일반판매,BLD4CP001,한지볼캡,LB,연한베이지,F,판매
1023,2024-04-04,직영점,A0025,부산연지점(직),11,정상,일반판매,BKI4MF004,에버마름모스카프,BR,브라운,F,판매
1024,2024-04-04,직영점,A0025,부산연지점(직),11,정상,일반판매,KKC4AK001,K색동나비꽃MF,PK,핑크,F,판매
1025,2024-04-04,직영점,A0025,부산연지점(직),12,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,반품
1026,2024-04-04,직영점,A0025,부산연지점(직),12,정상,일반판매,BLD4CP001,한지볼캡,LB,연한베이지,F,반품
1027,2024-04-04,직영점,A0025,부산연지점(직),12,정상,일반판매,BKI4MF004,에버마름모스카프,BR,브라운,F,반품
1028,2024-04-04,직영점,A0025,부산연지점(직),12,정상,일반판매,KKC4AK001,K색동나비꽃MF,PK,핑크,F,반품
1029,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,AKE3JK006,S-코코스트링JK,LB,연한베이지,F,판매
1030,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,판매
1031,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,BLD4CP001,한지볼캡,LB,연한베이지,F,판매
1032,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,KKC4AK001,K색동나비꽃MF,PK,핑크,F,판매
1033,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,BKI4MF004,에버마름모스카프,BR,브라운,F,판매
1034,2024-04-04,직영점,A0025,부산연지점(직),13,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,판매
1035,2024-04-04,직영점,A0025,부산연지점(직),14,정상,일반판매,AEK2PT707,배색 부츠컷,DB,다크베이지,S,판매
1036,2024-04-05,직영점,A0025,부산연지점(직),1,정상,일반판매,KLC7AC001,KJ-TCCRHN-니쥬단맨투맨,WH,화이트,F,판매
1037,2024-04-05,직영점,A0025,부산연지점(직),2,기획,일반판매,AKI4PT002,M-리엔조거팬츠,NA,네이비,L,판매
1038,2024-04-05,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,M,판매
1039,2024-04-05,직영점,A0025,부산연지점(직),3,정상,일반판매,ALC3JP013,3-OCPHHN-파리스JP,KH,카키,F,판매
1040,2024-04-05,직영점,A0025,부산연지점(직),4,정상,일반판매,ALC7CA001,J-OCACHN-줄자수가디건,PK,핑크,F,판매
1041,2024-04-05,직영점,A0025,부산연지점(직),5,정상,일반판매,ALD3TS004,C-OCCRHN-자수스팽글T,IV,아이보리,F,판매
1042,2024-04-05,직영점,A0025,부산연지점(직),6,정상,일반판매,AIB4OP001,M-V넥플리츠OP,WN,와인,F,판매
1043,2024-04-05,직영점,A0025,부산연지점(직),7,정상,일반판매,AJI3PT011,S-칠오이통,ML,중청,L,판매
1044,2024-04-05,직영점,A0025,부산연지점(직),8,정상,일반판매,ALC3SL001,C-SSPXT9-코이통SL,BK,블랙,S,판매
1045,2024-04-05,직영점,A0025,부산연지점(직),8,정상,일반판매,AJI3BL008,C-세리배색BL,BK,블랙,F,판매
1046,2024-04-05,직영점,A0025,부산연지점(직),9,정상,일반판매,ALD3WS001,C-OSCSHN-테잎자수NB,NA,네이비,F,판매
1047,2024-04-05,직영점,A0025,부산연지점(직),9,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,PK,핑크,F,판매
1048,2024-04-05,직영점,A0025,부산연지점(직),10,정상,일반판매,BKI4SB003,리본플랫(836-3),BE,베이지,45,판매
1049,2024-04-06,직영점,A0025,부산연지점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,YE,옐로우,F,판매
1050,2024-04-06,직영점,A0025,부산연지점(직),2,정상,일반판매,AKI7BL001,J-쉬폰소매니트BL,BE,베이지,F,판매
1051,2024-04-06,직영점,A0025,부산연지점(직),2,정상,일반판매,ALC7SK002,J-SCPXHL-레이스롱스커트,BK,블랙,F,판매
1052,2024-04-06,직영점,A0025,부산연지점(직),3,정상,일반판매,ALD3BL002,3-OCPRHN-진주노방BL,WH,화이트,F,판매
