file_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,style1,style2,style3
여성베스트\여성베스트_images_20240904_111108\287.jpg,-18.20067596435547,-20.270362854003906,-17.466251373291016,-13.894159317016602,1.3487653732299805,-10.92283821105957,-10.934133529663086,-34.1533317565918,-7.172755241394043,13.395349502563477,서브컬처,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\288.jpg,-8.071147918701172,-13.229464530944824,-4.430150032043457,-9.089347839355469,1.575117826461792,-1.1956605911254883,-11.23073959350586,-16.285724639892578,-3.8203649520874023,6.802521705627441,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\289.jpg,-3.825843334197998,-4.665329456329346,2.2949728965759277,-4.898094177246094,-3.5105576515197754,-1.049917459487915,-6.893796920776367,-4.065250873565674,-5.027455806732178,0.3662562966346741,내추럴,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\29.jpg,-6.820713043212891,-3.7843754291534424,-0.06255197525024414,-3.438815116882324,1.6037917137145996,-6.782912254333496,-5.389097213745117,-5.510902404785156,-5.497775077819824,-2.1308135986328125,캐주얼,페미니,컨템포러리
여성베스트\여성베스트_images_20240904_111108\290.jpg,-5.190851211547852,-5.970005035400391,-2.4789304733276367,-5.856495380401611,0.8256598114967346,1.7814056873321533,-5.652244567871094,-4.239408493041992,-4.634486198425293,0.6921467781066895,캐주얼,컨템포러리,내추럴
여성베스트\여성베스트_images_20240904_111108\291.jpg,0.65602707862854,-1.3581640720367432,-3.5745596885681152,-4.861377716064453,-1.2032337188720703,-4.977372169494629,-3.4267194271087646,-6.2136969566345215,-2.4528002738952637,2.054821014404297,컨템포러리,클래식,캐주얼
여성베스트\여성베스트_images_20240904_111108\292.jpg,-3.87003755569458,-6.566951751708984,-2.396646738052368,-3.877702236175537,-1.1814491748809814,-1.1717751026153564,-6.297626972198486,-5.635941505432129,-3.057401657104492,0.7933744192123413,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\293.jpg,-3.3344411849975586,-4.930444717407227,-1.9762229919433594,-3.7275588512420654,-2.1063780784606934,-2.4187700748443604,-2.8495702743530273,-2.7729105949401855,-4.368532657623291,-0.025237560272216797,컨템포러리,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\294.jpg,-0.779082179069519,-2.75300931930542,-5.074862480163574,-1.5794384479522705,2.001415967941284,1.4357142448425293,-1.3777462244033813,-4.215015888214111,-5.901487350463867,-6.0535736083984375,클래식,내추럴,컨템포러리
여성베스트\여성베스트_images_20240904_111108\295.jpg,-30.144832611083984,-25.020767211914062,-22.767549514770508,-13.90288257598877,-3.9747579097747803,-7.581842422485352,-14.795036315917969,-52.70851516723633,-12.447309494018555,13.060291290283203,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\296.jpg,-5.221979141235352,-1.0217875242233276,-6.674563407897949,-6.829015254974365,-3.2652478218078613,-4.13740348815918,-2.185002088546753,-6.975752830505371,-4.543490886688232,6.647457122802734,젠더리스,매니시,캐주얼
여성베스트\여성베스트_images_20240904_111108\297.jpg,-6.294379234313965,-6.811137676239014,2.4758052825927734,-7.0304083824157715,-0.6166921854019165,-2.3833537101745605,-8.405508041381836,-5.313119888305664,-6.156310081481934,1.5219318866729736,컨템포러리,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\298.jpg,-5.504524230957031,-6.954871654510498,0.5236102938652039,0.284980833530426,-3.9700608253479004,1.1396342515945435,-9.107490539550781,-6.396618366241455,-4.9610595703125,-1.7045254707336426,에스닉,페미니,내추럴
여성베스트\여성베스트_images_20240904_111108\299.jpg,-5.201974868774414,-4.398263454437256,-5.354683876037598,-6.2734174728393555,-3.971067190170288,-3.7148051261901855,-2.641016960144043,-5.2101640701293945,-7.385003089904785,6.789809703826904,내추럴,젠더리스,캐주얼
여성베스트\여성베스트_images_20240904_111108\3.jpg,-10.702131271362305,-17.000953674316406,-6.9946184158325195,-13.229011535644531,2.3203539848327637,-6.533665180206299,-10.57451343536377,-20.60569190979004,-4.730632781982422,9.35292911529541,서브컬처,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\30.jpg,-5.3785200119018555,-3.906843662261963,-2.5844879150390625,-8.360023498535156,-3.264254093170166,-4.780603408813477,-5.030956268310547,-3.6517765522003174,-5.850259780883789,7.067951202392578,컨템포러리,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\300.jpg,-4.414609909057617,-7.3425798416137695,-0.4354863166809082,-8.598094940185547,-2.8613157272338867,-2.7199323177337646,-7.330014705657959,-4.100293159484863,-4.5160322189331055,0.34514445066452026,내추럴,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\301.jpg,-8.972738265991211,-19.557212829589844,-1.3260480165481567,-7.190918922424316,0.25746363401412964,1.0645725727081299,-17.925697326660156,-17.17561149597168,-10.608733177185059,-0.9417995810508728,캐주얼,컨템포러리,내추럴
여성베스트\여성베스트_images_20240904_111108\302.jpg,-8.038873672485352,-8.67551040649414,-0.9446605443954468,-7.309876441955566,-4.144646644592285,4.460733413696289,-9.558087348937988,-6.646000862121582,-5.876255989074707,-1.9044644832611084,캐주얼,페미니,내추럴
여성베스트\여성베스트_images_20240904_111108\303.jpg,-23.175853729248047,-23.28042984008789,-19.79163360595703,-15.057674407958984,-0.7863901853561401,-6.944443702697754,-13.433469772338867,-39.073570251464844,-9.389063835144043,11.558269500732422,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\304.jpg,-2.3825769424438477,-4.424173831939697,-0.8928277492523193,-5.197958946228027,-3.4218897819519043,-3.889589309692383,-3.3695099353790283,-2.209242343902588,-4.716251850128174,1.3409960269927979,스포티,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\305.jpg,-8.927286148071289,-7.714067459106445,2.7247560024261475,-9.185033798217773,-8.100654602050781,-9.032197952270508,-10.033563613891602,-10.644407272338867,2.498190402984619,-1.5462844371795654,캐주얼,서브컬처,페미니
여성베스트\여성베스트_images_20240904_111108\306.jpg,-5.784541130065918,-5.879947662353516,2.2904069423675537,-5.687962532043457,-5.90159797668457,-3.628040313720703,-8.60931396484375,-3.628030776977539,-3.406181812286377,2.258192539215088,서브컬처,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\307.jpg,-4.017612457275391,-4.752366065979004,-1.3108470439910889,-7.252747535705566,-1.278928518295288,-1.1902835369110107,-5.39361047744751,-3.663635730743408,-3.766669273376465,1.948225736618042,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\308.jpg,-4.416051864624023,-6.815926551818848,-0.705568790435791,-7.31765604019165,-1.553703784942627,0.7304184436798096,-7.939269542694092,-8.08847427368164,-5.33455228805542,-0.5348353385925293,페미니,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\309.jpg,-5.516665935516357,-4.644972801208496,-1.665330410003662,-5.711528778076172,-6.233381748199463,-1.7585275173187256,-4.884184837341309,-5.27030086517334,-3.655592918395996,2.779766082763672,내추럴,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\31.jpg,-27.19310760498047,-21.52935028076172,-20.659547805786133,-12.844188690185547,-3.4546823501586914,-9.066469192504883,-11.907032012939453,-45.915367126464844,-9.983575820922852,13.999856948852539,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\310.jpg,-0.991051197052002,-2.4792118072509766,-1.0118498802185059,-3.7552120685577393,1.459804892539978,-1.2971124649047852,-2.8228323459625244,-4.857594013214111,-5.898781776428223,-0.9083628058433533,클래식,캐주얼,컨템포러리
여성베스트\여성베스트_images_20240904_111108\311.jpg,-8.111258506774902,-5.494202613830566,-6.397490501403809,-7.922658920288086,-8.776651382446289,-1.208652138710022,-5.441164970397949,-5.4097700119018555,-4.2931809425354,6.707841396331787,서브컬처,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\312.jpg,-30.20319366455078,-26.017555236816406,-25.6556453704834,-15.285768508911133,-4.572880268096924,-10.258760452270508,-11.664713859558105,-51.054107666015625,-14.678340911865234,12.298535346984863,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\313.jpg,-9.277719497680664,-9.075599670410156,-1.6183853149414062,-5.854581356048584,-7.190981864929199,4.949034214019775,-9.773212432861328,-7.584405899047852,-5.029022693634033,0.2926020920276642,페미니,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\314.jpg,-1.1985222101211548,-3.51566743850708,-2.4357337951660156,-5.8757734298706055,-2.4777612686157227,-1.91886305809021,-4.41208553314209,-5.089735507965088,-5.199507713317871,2.162972927093506,내추럴,클래식,캐주얼
여성베스트\여성베스트_images_20240904_111108\315.jpg,-6.881115436553955,-3.364281177520752,-4.689253807067871,-9.204683303833008,-5.465651512145996,-2.030418872833252,-4.672503471374512,-5.9918107986450195,-6.58791446685791,8.210933685302734,매니시,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\316.jpg,-1.9676200151443481,-2.3686060905456543,-2.6593456268310547,-1.1293621063232422,-1.296629786491394,-3.19496488571167,-0.9012458324432373,-4.4582953453063965,-3.5266401767730713,-0.5189789533615112,에스닉,젠더리스,캐주얼
여성베스트\여성베스트_images_20240904_111108\317.jpg,-38.13721466064453,-30.858047485351562,-27.15721321105957,-17.100828170776367,-7.7603020668029785,-7.179315567016602,-17.793397903442383,-62.077693939208984,-15.531660079956055,16.99388313293457,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\318.jpg,-3.3807852268218994,-5.059947967529297,-0.4283103346824646,-5.025051593780518,-2.1309380531311035,-0.41314470767974854,-6.1821746826171875,-6.8919525146484375,-4.587352752685547,1.1831097602844238,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\319.jpg,-5.196620464324951,-5.1488356590271,-1.1575634479522705,-4.599883556365967,-1.8512802124023438,-3.3374102115631104,-7.002887725830078,-8.966601371765137,-2.816817045211792,3.9618091583251953,컨템포러리,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\32.jpg,-4.992039203643799,-6.292941093444824,-1.7536356449127197,-4.879156589508057,0.591718316078186,2.753631830215454,-5.931744575500488,-3.102235794067383,-5.324859619140625,-1.9052000045776367,페미니,컨템포러리,내추럴
여성베스트\여성베스트_images_20240904_111108\320.jpg,-5.594909191131592,-6.465260982513428,-0.8471173048019409,-5.934398651123047,-0.6571065187454224,0.6687949895858765,-7.369954586029053,-5.0191450119018555,-5.046759605407715,-1.7643914222717285,페미니,컨템포러리,내추럴
여성베스트\여성베스트_images_20240904_111108\321.jpg,-3.9198193550109863,-8.09283447265625,-0.13808241486549377,-7.641172409057617,-2.0453946590423584,-3.110884666442871,-7.597689151763916,-3.771552324295044,-6.010337829589844,2.0406334400177,컨템포러리,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\322.jpg,-8.722074508666992,-9.959990501403809,-3.169536590576172,-8.532905578613281,-7.276919364929199,2.1401419639587402,-10.483621597290039,-4.041894435882568,-4.677278995513916,4.938895225524902,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\323.jpg,-20.520126342773438,-21.77890396118164,-16.33103370666504,-13.969970703125,-1.1067345142364502,-3.235222816467285,-13.59736442565918,-34.766021728515625,-9.894441604614258,9.51972770690918,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\324.jpg,-22.855960845947266,-19.82512092590332,-21.688228607177734,-14.360942840576172,0.24161064624786377,-9.48903751373291,-11.098541259765625,-41.97779083251953,-10.071809768676758,11.593335151672363,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\325.jpg,-3.0270252227783203,-3.749546527862549,-2.767030715942383,-3.615673065185547,0.31678909063339233,-1.7984064817428589,-5.6626200675964355,-7.426132678985596,-2.511202096939087,1.0848217010498047,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\326.jpg,-25.775787353515625,-25.618324279785156,-18.758468627929688,-10.383523941040039,-5.522665023803711,-3.072793960571289,-17.389419555664062,-41.472679138183594,-12.525144577026367,10.458083152770996,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\327.jpg,-19.29977035522461,-21.39997100830078,-16.375219345092773,-10.539008140563965,0.5608762502670288,-3.675408363342285,-12.881665229797363,-36.58858108520508,-8.97933578491211,7.901910305023193,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\328.jpg,-8.040304183959961,-7.462027549743652,-2.5133981704711914,-6.997190475463867,-0.874015212059021,0.87587571144104,-10.180259704589844,-9.134445190429688,-6.62449836730957,-0.39641308784484863,컨템포러리,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\329.jpg,-4.530588626861572,-8.821029663085938,-0.44431161880493164,-7.0441999435424805,-6.285921096801758,-4.113888263702393,-7.993330955505371,-5.65174674987793,-2.5914220809936523,3.436467170715332,서브컬처,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\33.jpg,-5.236202239990234,-10.109750747680664,-2.234349012374878,-6.687202453613281,3.100003242492676,-5.189387798309326,-8.63676643371582,-13.275793075561523,-3.3529741764068604,5.815959930419922,페미니,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\330.jpg,-26.134727478027344,-24.408422470092773,-21.190458297729492,-15.491462707519531,-3.9192819595336914,-8.654197692871094,-12.939484596252441,-45.39008331298828,-8.555013656616211,12.476213455200195,서브컬처,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\331.jpg,-5.442088603973389,-12.201725959777832,-2.9524049758911133,-7.145266056060791,3.3040781021118164,-2.126600742340088,-9.137762069702148,-13.947610855102539,-3.40134596824646,4.489774703979492,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\332.jpg,-8.38188362121582,-5.087235927581787,0.021300077438354492,-1.3545246124267578,-5.3547563552856445,-7.65408182144165,-9.048583984375,-11.77088737487793,-3.2077243328094482,4.833296775817871,에스닉,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\333.jpg,-15.71539306640625,-17.985050201416016,-10.543249130249023,-10.764094352722168,1.5668613910675049,-6.993227958679199,-12.271024703979492,-29.194671630859375,-7.911526679992676,10.452373504638672,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\334.jpg,-9.555176734924316,-8.363967895507812,-3.4673571586608887,-5.2001471519470215,-4.6517205238342285,2.2666149139404297,-10.475410461425781,-6.772035598754883,-7.0985026359558105,3.8338804244995117,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\335.jpg,-5.203494071960449,-6.8590168952941895,1.3098728656768799,-2.168015956878662,-5.710186958312988,-2.3623690605163574,-8.044208526611328,-7.675570011138916,-2.6672887802124023,2.556520700454712,에스닉,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\336.jpg,-1.760108232498169,-5.081326961517334,1.4897098541259766,-7.17186975479126,-2.9804439544677734,-2.8665835857391357,-5.728916168212891,-9.440181732177734,-6.584979057312012,-1.5857264995574951,클래식,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\337.jpg,-36.03325653076172,-26.84796142578125,-28.94083023071289,-14.296611785888672,-4.119504928588867,-7.678132057189941,-15.823641777038574,-59.123748779296875,-14.290416717529297,19.186195373535156,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\338.jpg,-2.659804105758667,-9.187713623046875,0.35889461636543274,-2.9551219940185547,-0.37298619747161865,0.7031722664833069,-8.736188888549805,-6.898123741149902,-6.976875305175781,-5.342779159545898,컨템포러리,페미니,내추럴
여성베스트\여성베스트_images_20240904_111108\339.jpg,-3.4376444816589355,-5.585845947265625,-2.1143031120300293,-4.9868268966674805,-4.427239418029785,-1.6942503452301025,-6.7281270027160645,-6.106574535369873,-3.3608853816986084,2.887612819671631,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\34.jpg,0.009382963180541992,0.00023464858531951904,-3.3879592418670654,-4.452227592468262,-0.20468740165233612,-1.0772444009780884,-2.256988048553467,-5.51002311706543,-4.440652847290039,1.5015668869018555,매니시,클래식,캐주얼
여성베스트\여성베스트_images_20240904_111108\340.jpg,-23.54278564453125,-21.929706573486328,-19.393550872802734,-15.84911060333252,-3.8048529624938965,-8.35575008392334,-12.944244384765625,-40.539310455322266,-7.6817626953125,15.19717788696289,서브컬처,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\341.jpg,-4.15830659866333,-3.4721364974975586,-2.7886221408843994,-5.659830093383789,-1.343504786491394,-2.727048397064209,-6.102320194244385,-9.434539794921875,-3.333987236022949,2.3626580238342285,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\342.jpg,-2.1771514415740967,-12.085859298706055,-2.3109703063964844,-9.939079284667969,2.2494261264801025,-8.942155838012695,-12.261119842529297,-8.822042465209961,-4.307018280029297,-5.309347152709961,페미니,클래식,컨템포러리
여성베스트\여성베스트_images_20240904_111108\343.jpg,-3.682446002960205,-3.6494624614715576,-0.828815221786499,-7.052868843078613,-1.9739832878112793,-0.3937750458717346,-7.40303897857666,-6.590227127075195,-4.891034126281738,2.491224765777588,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\344.jpg,-37.549560546875,-30.22671890258789,-26.80055046081543,-15.547568321228027,-4.288016319274902,-8.045072555541992,-19.0205078125,-64.84346008300781,-13.197502136230469,18.29583168029785,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\345.jpg,-7.528351306915283,-5.839175224304199,-1.5336625576019287,-6.208301067352295,-4.016108512878418,2.044790267944336,-6.290888786315918,-5.902955532073975,-7.496912479400635,0.45391738414764404,페미니,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\346.jpg,-2.9774646759033203,-4.101405143737793,-0.38897377252578735,-4.630799770355225,-1.5125842094421387,-0.9715957641601562,-4.517117023468018,-3.278049945831299,-3.881472110748291,1.3616122007369995,내추럴,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\347.jpg,-7.0310959815979,-1.9648650884628296,-5.7560882568359375,-8.420161247253418,-1.8080813884735107,-0.2433643937110901,-2.8381600379943848,-4.468478202819824,-9.204980850219727,4.089840888977051,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\348.jpg,-1.6894347667694092,-3.701659679412842,1.0809892416000366,-4.506963729858398,-1.0609748363494873,-1.6707684993743896,-3.867492198944092,-3.8174004554748535,-5.710486888885498,-0.43756669759750366,컨템포러리,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\349.jpg,-5.263097763061523,-3.6954355239868164,-4.2673468589782715,-3.049905776977539,-0.7711110711097717,-1.8096988201141357,-4.603652000427246,-0.6819792985916138,-1.5789039134979248,2.2823147773742676,컨템포러리,스포티,캐주얼
여성베스트\여성베스트_images_20240904_111108\35.jpg,-0.4242122173309326,-4.9398651123046875,-2.349490165710449,-0.3400030732154846,0.3752824068069458,0.04873758554458618,-4.875992774963379,-7.292542934417725,-4.764109134674072,-1.7943990230560303,에스닉,내추럴,컨템포러리
여성베스트\여성베스트_images_20240904_111108\350.jpg,1.4651072025299072,-3.4373743534088135,-0.32446861267089844,-5.1632561683654785,-0.6713727712631226,-3.052316665649414,-4.824836254119873,-6.133481025695801,-4.256435394287109,-1.6068954467773438,컨템포러리,페미니,클래식
여성베스트\여성베스트_images_20240904_111108\36.jpg,-5.868592739105225,-4.732522964477539,-4.4023756980896,-4.571487903594971,-5.684051513671875,4.69784688949585,-6.541746616363525,-6.03193473815918,-6.4819769859313965,2.704420566558838,페미니,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\37.jpg,0.8873300552368164,-1.1671972274780273,-3.7127685546875,-4.443078994750977,-2.046173095703125,-1.5075585842132568,-4.080428600311279,-5.672618865966797,-4.847036361694336,1.648090124130249,매니시,클래식,캐주얼
여성베스트\여성베스트_images_20240904_111108\38.jpg,-2.809597969055176,-3.568547487258911,-2.386775255203247,-4.265555381774902,-1.5541622638702393,-1.0048940181732178,-3.7575347423553467,-4.1826066970825195,-4.339241981506348,1.628866195678711,컨템포러리,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\39.jpg,-3.8551838397979736,-2.5546469688415527,-3.1855692863464355,-4.541966438293457,-1.325944423675537,-2.4822165966033936,-5.99116325378418,-8.12839126586914,-5.995668411254883,2.687713146209717,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\4.jpg,-0.4646381139755249,-9.123519897460938,3.987014055252075,-8.420555114746094,-8.447195053100586,-6.900747299194336,-11.146127700805664,-9.289575576782227,-8.121734619140625,-2.436197280883789,캐주얼,클래식,페미니
여성베스트\여성베스트_images_20240904_111108\40.jpg,-3.8990137577056885,-5.4775309562683105,-0.8076233863830566,-4.26275634765625,-2.7186124324798584,-1.9909546375274658,-5.688927173614502,-5.439539909362793,-3.757683515548706,2.5777862071990967,내추럴,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\41.jpg,-4.311550140380859,-4.291862487792969,-2.4574623107910156,-3.402719020843506,0.2691621482372284,0.9910140633583069,-4.972722053527832,-4.996830940246582,-3.158364772796631,0.5297845005989075,컨템포러리,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\42.jpg,-6.815918922424316,-4.136789321899414,-2.6031665802001953,2.1824350357055664,-2.808603286743164,-8.292732238769531,-6.9178690910339355,-4.578807830810547,-4.991715908050537,4.6160712242126465,페미니,에스닉,캐주얼
여성베스트\여성베스트_images_20240904_111108\43.jpg,-2.885253429412842,-2.388369560241699,-1.8569649457931519,-5.873480796813965,0.8922401666641235,-2.5644888877868652,-2.8125905990600586,-5.086513996124268,-5.138535499572754,0.6693300008773804,페미니,캐주얼,컨템포러리
여성베스트\여성베스트_images_20240904_111108\44.jpg,-6.565067291259766,-3.7696852684020996,-2.1964612007141113,-7.025750160217285,-7.535862922668457,-6.966807842254639,-6.416516304016113,-1.1032735109329224,-0.8146843910217285,7.223270416259766,스포티,서브컬처,캐주얼
여성베스트\여성베스트_images_20240904_111108\45.jpg,-5.038425922393799,-8.478909492492676,3.208195209503174,-7.3165388107299805,-4.514570713043213,-1.9235551357269287,-9.644394874572754,-6.231632709503174,-6.964737892150879,-0.5068623423576355,내추럴,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\46.jpg,-5.498358726501465,-7.805872917175293,0.6851742267608643,-7.082015514373779,-2.8994791507720947,-2.4988718032836914,-9.482674598693848,-6.6694746017456055,-0.4586021900177002,0.606242299079895,서브컬처,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\47.jpg,-6.465167045593262,-6.256718635559082,-5.430119037628174,-6.622462749481201,-1.170235514640808,7.58487606048584,-8.375234603881836,-3.4520957469940186,-8.246464729309082,-1.0573687553405762,컨템포러리,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\48.jpg,-6.473947525024414,-8.575814247131348,0.7101032137870789,-5.708141803741455,-1.198021411895752,2.375439167022705,-8.386117935180664,-4.739709854125977,-5.883558750152588,-3.513197660446167,컨템포러리,페미니,내추럴
여성베스트\여성베스트_images_20240904_111108\49.jpg,-5.858365058898926,-4.15708065032959,-1.0671517848968506,-6.356266975402832,-4.524581432342529,-1.5482341051101685,-6.473417282104492,-2.112245559692383,-4.618995189666748,3.5402815341949463,내추럴,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\5.jpg,-1.8923643827438354,-2.226656436920166,-4.085267066955566,-6.194090843200684,-3.092590093612671,-4.636240482330322,-3.1332876682281494,-5.627944469451904,-4.559320449829102,5.690387725830078,매니시,클래식,캐주얼
여성베스트\여성베스트_images_20240904_111108\50.jpg,-1.2540823221206665,-5.812560081481934,-1.4598780870437622,-8.201952934265137,0.397463858127594,-1.1278307437896729,-5.549607276916504,-3.890261650085449,-7.375294208526611,0.02172940969467163,내추럴,캐주얼,컨템포러리
여성베스트\여성베스트_images_20240904_111108\51.jpg,-3.9733171463012695,-14.518304824829102,-2.9170610904693604,-10.139291763305664,1.900225043296814,-6.52069616317749,-11.258002281188965,-19.239444732666016,-3.3915162086486816,5.945693492889404,페미니,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\52.jpg,-2.873760223388672,-1.9624788761138916,-6.073644638061523,-8.045297622680664,-0.30111151933670044,-4.860189437866211,-5.461643218994141,-8.942798614501953,-3.3474535942077637,5.434818744659424,매니시,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\53.jpg,-2.1058757305145264,-2.546950578689575,-2.3818559646606445,-5.621725082397461,2.682361125946045,-1.5819165706634521,-4.888522148132324,-5.0445122718811035,-6.328775405883789,-0.5319156646728516,내추럴,캐주얼,컨템포러리
여성베스트\여성베스트_images_20240904_111108\54.jpg,-1.9359252452850342,-11.140165328979492,-2.585658550262451,-7.307094573974609,2.127326488494873,-1.7350517511367798,-7.684001922607422,-14.286153793334961,-4.476963996887207,2.580657958984375,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\55.jpg,0.9101223945617676,-2.687034845352173,-3.7577855587005615,-4.306829452514648,2.629040241241455,-1.6841957569122314,-3.5772767066955566,-4.977599143981934,-3.6153006553649902,-2.4909186363220215,내추럴,클래식,컨템포러리
여성베스트\여성베스트_images_20240904_111108\56.jpg,-3.360226631164551,-7.218064308166504,0.12775474786758423,-9.306929588317871,-1.4287166595458984,-7.543270111083984,-8.817079544067383,-3.5120325088500977,-2.001204252243042,2.562030553817749,컨템포러리,페미니,캐주얼
여성베스트\여성베스트_images_20240904_111108\57.jpg,-3.8480215072631836,-4.060030460357666,-4.231479644775391,-5.5361480712890625,-0.9533470869064331,3.0483973026275635,-3.761641025543213,-5.283696174621582,-6.770442008972168,0.9906591773033142,컨템포러리,캐주얼,내추럴
여성베스트\여성베스트_images_20240904_111108\58.jpg,-5.343203544616699,-5.91064453125,-0.8925861716270447,-6.416476726531982,-5.920668601989746,1.4174644947052002,-7.413083076477051,-5.5125885009765625,-4.619577884674072,2.4433813095092773,페미니,내추럴,캐주얼
여성베스트\여성베스트_images_20240904_111108\59.jpg,-8.47953987121582,-8.502922058105469,-8.241070747375488,-14.219644546508789,-4.602344512939453,-5.672272205352783,-11.348688125610352,-4.183612823486328,-2.6415905952453613,2.76190185546875,스포티,서브컬처,캐주얼
여성베스트\여성베스트_images_20240904_111108\6.jpg,-3.11484956741333,-2.234886646270752,-6.523632049560547,-7.529054164886475,-2.740955352783203,-9.573837280273438,-2.345219135284424,-8.793048858642578,-2.999444007873535,8.180530548095703,젠더리스,매니시,캐주얼
여성베스트\여성베스트_images_20240904_111108\60.jpg,-5.677675247192383,-7.805681228637695,4.543328762054443,-7.299466133117676,-5.309243679046631,-3.3241848945617676,-9.111002922058105,-5.692061901092529,-3.5035252571105957,1.2408345937728882,내추럴,캐주얼,페미니
여성베스트\여성베스트_images_20240904_111108\61.jpg,-17.460538864135742,-21.319271087646484,-12.635143280029297,-14.389604568481445,0.6451189517974854,-4.576849937438965,-13.220569610595703,-32.9046630859375,-8.295971870422363,9.441545486450195,내추럴,컨템포러리,캐주얼
여성베스트\여성베스트_images_20240904_111108\62.jpg,-10.108986854553223,-12.456565856933594,0.6006474494934082,-5.032063961029053,-6.693943977355957,4.3936591148376465,-12.578147888183594,-9.097949981689453,-2.6610496044158936,-0.4895130395889282,캐주얼,페미니,내추럴
여성베스트\여성베스트_images_20240904_111108\63.jpg,-0.549049973487854,-2.4081082344055176,-3.547548770904541,-4.284482955932617,0.7816053032875061,-2.5876212120056152,-1.3444156646728516,-2.3062241077423096,-4.4692230224609375,0.39348581433296204,클래식,캐주얼,컨템포러리
