?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
1,2024-01-01,직영점,A0006,부산하단점,1,기획,일반판매,AKJ7VT002,J-파스텔덕다운조끼,SO,소라,F,판매,의류,2023,10월,7,베스트,2
2,2024-01-01,직영점,A0006,부산하단점,1,정상,일반판매,AKJ7JP012,J-리버시블덕다운점퍼,PK,핑크,F,판매,의류,2023,10월,7,점퍼,12
3,2024-01-01,직영점,A0006,부산하단점,1,정상,일반판매,AKI7VT008,J-야옹포켓니트조끼,YE,옐로우,F,판매,의류,2023,9월,7,베스트,8
4,2024-01-01,직영점,A0006,부산하단점,2,정상,일반판매,BKL4SC004,타일도톰삭스(2pcs),XX,XX,F,판매,잡화,2023,12월,4,양말,4
5,2024-01-01,직영점,A0006,부산하단점,2,정상,일반판매,BKL4SC008,포근니트삭스(2pcs),XX,XX,F,판매,잡화,2023,12월,4,양말,8
6,2024-01-02,직영점,A0006,부산하단점,1,정상,일반판매,AKJ3KT004,C-모아니반폴니트,BR,브라운,F,판매,의류,2023,10월,3,니트,4
7,2024-01-02,직영점,A0006,부산하단점,1,정상,일반판매,AEK1PT602,오발 캐주얼 바지,BE,베이지,M,판매,의류,2017,11월,1,바지,602
8,2024-01-02,직영점,A0006,부산하단점,1,정상,일반판매,AKI7WS003,J-빈티지체크셔츠,YE,옐로우,F,판매,의류,2023,9월,7,남방,3
9,2024-01-02,직영점,A0006,부산하단점,1,정상,일반판매,AKL7TS002,J-세븐맨투맨,BK,블랙,F,판매,의류,2023,12월,7,티셔츠,2
10,2024-01-02,직영점,A0006,부산하단점,1,정상,일반판매,AKK7VT021,J-폴라집업조끼,GR,회색,F,판매,의류,2023,11월,7,베스트,21
11,2024-01-02,직영점,A0006,부산하단점,2,정상,일반판매,AKK7VT002,J-로티덕다운조끼,BK,블랙,F,판매,의류,2023,11월,7,베스트,2
12,2024-01-02,직영점,A0006,부산하단점,3,정상,일반판매,AKK7KT015,J-해피반폴니트,BK,블랙,F,판매,의류,2023,11월,7,니트,15
13,2024-01-02,직영점,A0006,부산하단점,3,정상,일반판매,AKK7KT015,J-해피반폴니트,GR,회색,F,판매,의류,2023,11월,7,니트,15
14,2024-01-02,직영점,A0006,부산하단점,4,정상,일반판매,AKK7JP004,J-라쿤덕다운점퍼,PK,핑크,F,판매,의류,2023,11월,7,점퍼,4
15,2024-01-02,직영점,A0006,부산하단점,4,정상,일반판매,AKL3JP011,S-뒷주름퍼JP,BK,블랙,F,판매,의류,2023,12월,3,점퍼,11
16,2024-01-02,직영점,A0006,부산하단점,5,정상,일반판매,BJK4SC003,메이플중목삭스(2pcs),XX,XX,F,판매,잡화,2022,11월,4,양말,3
17,2024-01-02,직영점,A0006,부산하단점,5,정상,일반판매,AKJ3KT004,C-모아니반폴니트,BR,브라운,F,판매,의류,2023,10월,3,니트,4
18,2024-01-02,직영점,A0006,부산하단점,5,정상,일반판매,AJI7KT003,심플골지니트,BE,베이지,F,판매,의류,2022,9월,7,니트,3
19,2024-01-02,직영점,A0006,부산하단점,6,정상,일반판매,AKK7VT019,J-멜로우니트조끼,GE,그린,F,판매,의류,2023,11월,7,베스트,19
20,2024-01-02,직영점,A0006,부산하단점,7,정상,일반판매,BKL7MF006,프라임퍼머플러,PK,핑크,F,판매,잡화,2023,12월,7,머플러,6
21,2024-01-02,직영점,A0006,부산하단점,7,정상,일반판매,AKK3PT005,C-스타기모통(23),CH,챠콜,L,판매,의류,2023,11월,3,바지,5
22,2024-01-02,직영점,A0006,부산하단점,8,기획,일반판매,AKK7JP019,P-샤인후드덕다운,BK,블랙,F,판매,의류,2023,11월,7,점퍼,19
23,2024-01-03,직영점,A0006,부산하단점,1,정상,일반판매,AKI7CA002,J-스타홀스가디건,IV,아이보리,F,판매,의류,2023,9월,7,가디건,2
24,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,AKB3TS002,C-레터링오버라운드티,WH,화이트,F,판매,의류,2023,2월,3,티셔츠,2
25,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,AKK3DP005,C-기모와이드블랙진,BK,블랙,L,판매,의류,2023,11월,3,데님,5
26,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,BKL4MF005,울컬링마름모,BR,브라운,F,판매,잡화,2023,12월,4,머플러,5
27,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,BDJ0MF004,야옹이,WN,와인,XX,판매,잡화,2016,10월,0,머플러,4
28,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,BJK4MF003,사선단가라,OR,오렌지,F,판매,잡화,2022,11월,4,머플러,3
29,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,AEJ1KN501,브루클린 앙고라니트 풀오버,BK,블랙,M,판매,의류,2017,10월,1,니트나시,501
30,2024-01-03,직영점,A0006,부산하단점,2,정상,일반판매,AKI7DP003,J-꽃데님배기,ML,중청,F,판매,의류,2023,9월,7,데님,3
31,2024-01-03,직영점,A0006,부산하단점,3,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),BE,베이지,M,판매,의류,2023,11월,3,바지,2
32,2024-01-03,직영점,A0006,부산하단점,4,정상,일반판매,AKK3PT006,S-시보리기모배기팬츠,BK,블랙,M,판매,의류,2023,11월,3,바지,6
33,2024-01-03,직영점,A0006,부산하단점,4,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,L,판매,의류,2023,11월,3,바지,2
34,2024-01-03,직영점,A0006,부산하단점,5,정상,일반판매,AKL3PT006,C-올리기모와이드슬랙스,BE,베이지,F,판매,의류,2023,12월,3,바지,6
35,2024-01-03,직영점,A0006,부산하단점,6,정상,일반판매,AKE3CT002,S-뒷날개패치CT,PK,핑크,F,판매,의류,2023,5월,3,코트,2
36,2024-01-03,직영점,A0006,부산하단점,7,정상,일반판매,AKE3CT002,S-뒷날개패치CT,PK,핑크,F,반품,의류,2023,5월,3,코트,2
37,2024-01-03,직영점,A0006,부산하단점,8,정상,일반판매,BKI7BG012,보스턴크로스백,BK,블랙,F,판매,잡화,2023,9월,7,가방,12
38,2024-01-03,직영점,A0006,부산하단점,9,정상,일반판매,AKI7CA002,J-스타홀스가디건,IV,아이보리,F,반품,의류,2023,9월,7,가디건,2
39,2024-01-03,직영점,A0006,부산하단점,10,정상,일반판매,AKK7JP027,J-버클스트링점퍼,GR,회색,F,판매,의류,2023,11월,7,점퍼,27
40,2024-01-03,직영점,A0006,부산하단점,11,기획,일반판매,AKK7TS002,P-폴라기모T,BK,블랙,F,판매,의류,2023,11월,7,티셔츠,2
41,2024-01-04,직영점,A0006,부산하단점,1,정상,일반판매,AKK7KT014,J-스케치래빗니트,BE,베이지,F,판매,의류,2023,11월,7,니트,14
42,2024-01-04,직영점,A0006,부산하단점,2,정상,일반판매,AKK7KT001,J-도톰꽈배기니트,PK,핑크,F,판매,의류,2023,11월,7,니트,1
43,2024-01-04,직영점,A0006,부산하단점,2,정상,일반판매,AKC3TS034,C-홀리데이배색라운드T,CR,크림,F,판매,의류,2023,3월,3,티셔츠,34
44,2024-01-04,직영점,A0006,부산하단점,3,정상,일반판매,AKK7VT021,J-폴라집업조끼,IV,아이보리,F,판매,의류,2023,11월,7,베스트,21
45,2024-01-04,직영점,A0006,부산하단점,4,정상,일반판매,AKK3KT002,C-살롱반폴니트,BK,블랙,F,판매,의류,2023,11월,3,니트,2
46,2024-01-04,직영점,A0006,부산하단점,5,정상,일반판매,AKK7JP003,J-파스텔단추덕다운,PP,퍼플,F,판매,의류,2023,11월,7,점퍼,3
47,2024-01-04,직영점,A0006,부산하단점,6,정상,일반판매,AKJ3KT004,C-모아니반폴니트,BR,브라운,F,판매,의류,2023,10월,3,니트,4
48,2024-01-05,직영점,A0006,부산하단점,1,정상,일반판매,AKK7VT002,J-로티덕다운조끼,BK,블랙,F,판매,의류,2023,11월,7,베스트,2
49,2024-01-05,직영점,A0006,부산하단점,1,정상,일반판매,AKL7KT018,P3-라운드M니트,GR,회색,F,판매,의류,2023,12월,7,니트,18
50,2024-01-05,직영점,A0006,부산하단점,2,정상,일반판매,BKL7MF001,모닝퍼머플러,GR,회색,F,판매,잡화,2023,12월,7,머플러,1
51,2024-01-05,직영점,A0006,부산하단점,3,기획,일반판매,AKL7KT002,P-윈터폴라니트,GE,그린,F,판매,의류,2023,12월,7,니트,2
52,2024-01-05,직영점,A0006,부산하단점,4,정상,일반판매,BKL4CP005,라쿤돌돌베레,DB,다크베이지,F,판매,잡화,2023,12월,4,모자,5
53,2024-01-05,직영점,A0006,부산하단점,5,정상,일반판매,BKJ3CP005,양털리본보넷,CM,카멜,F,판매,잡화,2023,10월,3,모자,5
54,2024-01-05,직영점,A0006,부산하단점,5,기획,일반판매,AKJ7TS001,J-베이직폴라T,GE,그린,F,판매,의류,2023,10월,7,티셔츠,1
55,2024-01-05,직영점,A0006,부산하단점,6,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,M,판매,의류,2023,11월,3,바지,2
56,2024-01-05,직영점,A0006,부산하단점,7,정상,일반판매,AKK3PT006,S-시보리기모배기팬츠,BK,블랙,L,판매,의류,2023,11월,3,바지,6
57,2024-01-05,직영점,A0006,부산하단점,8,정상,일반판매,AKL7JP011,P3-노멀덕다운롱패딩,BR,브라운,F,판매,의류,2023,12월,7,점퍼,11
58,2024-01-05,직영점,A0006,부산하단점,9,정상,일반판매,AKL7JP011,P3-노멀덕다운롱패딩,BR,브라운,F,반품,의류,2023,12월,7,점퍼,11
59,2024-01-06,직영점,A0006,부산하단점,1,정상,일반판매,AKI7VT012,J-엠보퍼조끼,BK,블랙,F,판매,의류,2023,9월,7,베스트,12
60,2024-01-06,직영점,A0006,부산하단점,2,정상,일반판매,AIJ3DP004,S-청나팔팬츠,DL,진청,M,판매,의류,2021,10월,3,데님,4
61,2024-01-06,직영점,A0006,부산하단점,2,정상,일반판매,AKJ3JP003,C-보니프릴점퍼,BE,베이지,F,판매,의류,2023,10월,3,점퍼,3
62,2024-01-06,직영점,A0006,부산하단점,2,정상,일반판매,AKL3DP002,S-샌디와이드기모데님,DL,진청,M,판매,의류,2023,12월,3,데님,2
63,2024-01-06,직영점,A0006,부산하단점,3,정상,일반판매,AKK3PT003,C-기모포켓골덴통팬츠,GE,그린,F,판매,의류,2023,11월,3,바지,3
64,2024-01-06,직영점,A0006,부산하단점,3,기획,일반판매,AKK7TS002,P-폴라기모T,BG,청록색,F,판매,의류,2023,11월,7,티셔츠,2
65,2024-01-06,직영점,A0006,부산하단점,3,정상,일반판매,AKL7JP012,P3-무스탕덕다운패딩,BK,블랙,F,판매,의류,2023,12월,7,점퍼,12
66,2024-01-06,직영점,A0006,부산하단점,4,정상,일반판매,BKI4SC003,데일리삭스(3pcs),XX,XX,F,판매,잡화,2023,9월,4,양말,3
67,2024-01-07,직영점,A0006,부산하단점,1,정상,일반판매,BKL7MF007,하운드니트고리,BK,블랙,F,판매,잡화,2023,12월,7,머플러,7
68,2024-01-07,직영점,A0006,부산하단점,2,정상,일반판매,BKL7MF003,스퀘어니트고리,BK,블랙,F,판매,잡화,2023,12월,7,머플러,3
69,2024-01-07,직영점,A0006,부산하단점,3,정상,일반판매,AKK7JP003,J-파스텔단추덕다운,PP,퍼플,F,판매,의류,2023,11월,7,점퍼,3
70,2024-01-07,직영점,A0006,부산하단점,4,정상,일반판매,AKK7JP003,J-파스텔단추덕다운,PP,퍼플,F,판매,의류,2023,11월,7,점퍼,3
71,2024-01-07,직영점,A0006,부산하단점,5,정상,일반판매,AKK7JP003,J-파스텔단추덕다운,PP,퍼플,F,반품,의류,2023,11월,7,점퍼,3
72,2024-01-07,직영점,A0006,부산하단점,6,정상,일반판매,AKL3DP002,S-샌디와이드기모데님,DL,진청,L,판매,의류,2023,12월,3,데님,2
73,2024-01-07,직영점,A0006,부산하단점,6,정상,일반판매,BKL3CP001,패딩자수버킷햇,IV,아이보리,F,판매,잡화,2023,12월,3,모자,1
74,2024-01-07,직영점,A0006,부산하단점,7,기획,일반판매,AKK7JP012,P-벨티드덕다운패딩,KH,카키,L,판매,의류,2023,11월,7,점퍼,12
75,2024-01-08,직영점,A0006,부산하단점,1,정상,일반판매,AKK3KT002,C-살롱반폴니트,LB,연한베이지,F,판매,의류,2023,11월,3,니트,2
76,2024-01-08,직영점,A0006,부산하단점,2,정상,일반판매,AKJ3KT004,C-모아니반폴니트,BR,브라운,F,판매,의류,2023,10월,3,니트,4
77,2024-01-08,직영점,A0006,부산하단점,2,정상,일반판매,AKK3KT002,C-살롱반폴니트,CR,크림,F,판매,의류,2023,11월,3,니트,2
78,2024-01-08,직영점,A0006,부산하단점,2,정상,일반판매,BKD4SC003,퓨어진주덧신,BK,블랙,F,판매,잡화,2023,4월,4,양말,3
79,2024-01-08,직영점,A0006,부산하단점,3,정상,일반판매,AKI7CA002,J-스타홀스가디건,IV,아이보리,F,판매,의류,2023,9월,7,가디건,2
80,2024-01-08,직영점,A0006,부산하단점,4,정상,일반판매,AKK7KT015,J-해피반폴니트,BK,블랙,F,판매,의류,2023,11월,7,니트,15
81,2024-01-08,직영점,A0006,부산하단점,5,기획,일반판매,AKK7JP019,P-샤인후드덕다운,BK,블랙,F,판매,의류,2023,11월,7,점퍼,19
82,2024-01-09,직영점,A0006,부산하단점,1,정상,일반판매,AKK3JP005,S-엠보패딩점퍼,BG,청록색,F,판매,의류,2023,11월,3,점퍼,5
83,2024-01-09,직영점,A0006,부산하단점,1,정상,일반판매,AKK3JP005,S-엠보패딩점퍼,BK,블랙,F,판매,의류,2023,11월,3,점퍼,5
84,2024-01-09,직영점,A0006,부산하단점,2,정상,일반판매,AKL7KT020,P3-크로스폴라니트,GR,회색,F,판매,의류,2023,12월,7,니트,20
85,2024-01-09,직영점,A0006,부산하단점,3,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,L,판매,의류,2023,11월,3,바지,2
86,2024-01-09,직영점,A0006,부산하단점,4,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,L,판매,의류,2023,11월,3,바지,2
87,2024-01-09,직영점,A0006,부산하단점,5,정상,일반판매,AKK7KT012,J-무지폴라니트,MO,모카,F,판매,의류,2023,11월,7,니트,12
88,2024-01-09,직영점,A0006,부산하단점,6,정상,일반판매,BKL4MF008,에뜨울양면삼각,PP,퍼플,F,판매,잡화,2023,12월,4,머플러,8
89,2024-01-09,직영점,A0006,부산하단점,6,정상,일반판매,AKL3JK003,S-페이크퍼망토JK,GE,그린,F,판매,의류,2023,12월,3,자켓,3
90,2024-01-09,직영점,A0006,부산하단점,7,정상,일반판매,AKL3JP011,S-뒷주름퍼JP,BK,블랙,F,판매,의류,2023,12월,3,점퍼,11
91,2024-01-09,직영점,A0006,부산하단점,7,정상,일반판매,AKI7JK015,J-호피카라니트자켓,CG,차콜그레이,F,판매,의류,2023,9월,7,자켓,15
92,2024-01-09,직영점,A0006,부산하단점,8,정상,일반판매,AKK7KT014,J-스케치래빗니트,PK,핑크,F,판매,의류,2023,11월,7,니트,14
93,2024-01-09,직영점,A0006,부산하단점,8,정상,일반판매,AKL7JP013,P4-배색라인덕다운,PP,퍼플,F,판매,의류,2023,12월,7,점퍼,13
94,2024-01-09,직영점,A0006,부산하단점,8,정상,일반판매,AKK7VT001,J-후드덕다운조끼,BE,베이지,F,판매,의류,2023,11월,7,베스트,1
95,2024-01-09,직영점,A0006,부산하단점,8,정상,일반판매,AKJ3KT004,C-모아니반폴니트,IV,아이보리,F,판매,의류,2023,10월,3,니트,4
96,2024-01-10,직영점,A0006,부산하단점,1,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,M,판매,의류,2023,11월,3,바지,2
97,2024-01-10,직영점,A0006,부산하단점,2,기획,일반판매,AKK7JP019,P-샤인후드덕다운,BE,베이지,F,판매,의류,2023,11월,7,점퍼,19
98,2024-01-10,직영점,A0006,부산하단점,3,정상,일반판매,AKK7KT016,J-빈티지폴라니트,,네이비,F,판매,의류,2023,11월,7,니트,16
99,2024-01-10,직영점,A0006,부산하단점,3,정상,일반판매,AKK3DP007,C-헤비와이드기모부츠컷데님,DL,진청,S,판매,의류,2023,11월,3,데님,7
100,2024-01-10,직영점,A0006,부산하단점,4,정상,일반판매,AEK1OP601,포켓 롱 원피스,GR,회색,M,판매,의류,2017,11월,1,원피스,601
101,2024-01-10,직영점,A0006,부산하단점,5,정상,일반판매,AKK3PT007,S-기모건빵바지,BK,블랙,XL,판매,의류,2023,11월,3,바지,7
102,2024-01-10,직영점,A0006,부산하단점,6,정상,일반판매,AKL7KT014,J-캣골지폴라니트,BE,베이지,F,판매,의류,2023,12월,7,니트,14
103,2024-01-10,직영점,A0006,부산하단점,7,정상,일반판매,AKL3JK003,S-페이크퍼망토JK,GE,그린,F,판매,의류,2023,12월,3,자켓,3
104,2024-01-10,직영점,A0006,부산하단점,8,정상,일반판매,AKK3DP005,C-기모와이드블랙진,BK,블랙,L,판매,의류,2023,11월,3,데님,5
105,2024-01-10,직영점,A0006,부산하단점,8,정상,일반판매,AKK7KT015,J-해피반폴니트,BK,블랙,F,판매,의류,2023,11월,7,니트,15
106,2024-01-10,직영점,A0006,부산하단점,8,정상,일반판매,AKK7JP020,J-밍크라인덕다운,BK,블랙,F,판매,의류,2023,11월,7,점퍼,20
107,2024-01-11,직영점,A0006,부산하단점,1,정상,일반판매,ZA00CO031,카페라떼(3000),XX,XX,XX,판매,커피,2013,사계절,0,커피,31
108,2024-01-11,직영점,A0006,부산하단점,2,정상,일반판매,AKL7KT019,P3-사선반폴니트,BK,블랙,F,판매,의류,2023,12월,7,니트,19
109,2024-01-11,직영점,A0006,부산하단점,3,정상,일반판매,AIL7KT004,큰골단추니트,OR,오렌지,F,판매,의류,2021,12월,7,니트,4
110,2024-01-11,직영점,A0006,부산하단점,4,기획,일반판매,AKL7KT003,P-로제폴라니트,BR,브라운,F,판매,의류,2023,12월,7,니트,3
111,2024-01-11,직영점,A0006,부산하단점,5,정상,일반판매,AKI3VT001,C-트렌치롱베스트,BK,블랙,F,판매,의류,2023,9월,3,베스트,1
112,2024-01-11,직영점,A0006,부산하단점,6,기획,일반판매,AKK7VT003,J-하이넥덕다운조끼,BR,브라운,F,판매,의류,2023,11월,7,베스트,3
113,2024-01-11,직영점,A0006,부산하단점,7,정상,일반판매,AKL7TS002,J-세븐맨투맨,BK,블랙,F,판매,의류,2023,12월,7,티셔츠,2
114,2024-01-11,직영점,A0006,부산하단점,8,정상,일반판매,AJL7KT022,도톰호피KT,BL,블루,F,판매,의류,2022,12월,7,니트,22
115,2024-01-11,직영점,A0006,부산하단점,8,정상,일반판매,AEI2PT301,아게다 니트 팬츠,BK,블랙,M,판매,의류,2017,9월,2,바지,301
116,2024-01-11,직영점,A0006,부산하단점,9,기획,일반판매,AKL7KT003,P-로제폴라니트,BR,브라운,F,판매,의류,2023,12월,7,니트,3
117,2024-01-12,직영점,A0006,부산하단점,1,정상,일반판매,AKK7KT011,J-밑절개폴라니트,BE,베이지,F,판매,의류,2023,11월,7,니트,11
118,2024-01-12,직영점,A0006,부산하단점,1,정상,일반판매,BJJ4CP004,라인버킷,BK,블랙,F,판매,잡화,2022,10월,4,모자,4
119,2024-01-12,직영점,A0006,부산하단점,2,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,L,판매,의류,2023,11월,3,바지,2
120,2024-01-12,직영점,A0006,부산하단점,3,정상,일반판매,AKK3PT015,C-윈디울부츠컷,OT,오트밀,L,판매,의류,2023,11월,3,바지,15
121,2024-01-12,직영점,A0006,부산하단점,4,정상,일반판매,BKL3CP002,펄링귀방울모자,BK,블랙,F,판매,잡화,2023,12월,3,모자,2
122,2024-01-12,직영점,A0006,부산하단점,5,정상,일반판매,AKI3PT003,C-골드버튼배기,CG,차콜그레이,M,판매,의류,2023,9월,3,바지,3
123,2024-01-12,직영점,A0006,부산하단점,5,정상,일반판매,AKI3BL005,C-코앤7부BL,,네이비,F,판매,의류,2023,9월,3,블라우스,5
124,2024-01-12,직영점,A0006,부산하단점,5,정상,일반판매,AKK7JP022,J-단가라니트후드집업,PK,핑크,F,판매,의류,2023,11월,7,점퍼,22
125,2024-01-12,직영점,A0006,부산하단점,6,정상,일반판매,ZA00CO029,아메리카노(2000),XX,XX,XX,판매,커피,2013,사계절,0,커피,29
126,2024-01-12,직영점,A0006,부산하단점,7,정상,일반판매,AKL3JP009,C-사각자수후드패딩,BK,블랙,F,반품,의류,2023,12월,3,점퍼,9
127,2024-01-12,직영점,A0006,부산하단점,7,정상,일반판매,AKL7TS004,J-그리핀후드T,BK,블랙,F,반품,의류,2023,12월,7,티셔츠,4
128,2024-01-12,직영점,A0006,부산하단점,7,정상,일반판매,AKK7VT002,J-로티덕다운조끼,BK,블랙,F,반품,의류,2023,11월,7,베스트,2
129,2024-01-12,직영점,A0006,부산하단점,8,정상,일반판매,AKK7VT002,J-로티덕다운조끼,BK,블랙,F,반품,의류,2023,11월,7,베스트,2
130,2024-01-12,직영점,A0006,부산하단점,8,정상,일반판매,AKL7TS004,J-그리핀후드T,BK,블랙,F,반품,의류,2023,12월,7,티셔츠,4
131,2024-01-12,직영점,A0006,부산하단점,9,정상,일반판매,BKI7BG006,미니투웨이백,BE,베이지,F,판매,잡화,2023,9월,7,가방,6
132,2024-01-12,직영점,A0006,부산하단점,10,정상,일반판매,AKL7JP012,P3-무스탕덕다운패딩,BK,블랙,F,판매,의류,2023,12월,7,점퍼,12
133,2024-01-12,직영점,A0006,부산하단점,11,기획,일반판매,AKL7KT003,P-로제폴라니트,RE,레드,F,판매,의류,2023,12월,7,니트,3
134,2024-01-12,직영점,A0006,부산하단점,11,정상,일반판매,AKL3OP003,C-반집업기모OPS,BK,블랙,F,판매,의류,2023,12월,3,원피스,3
135,2024-01-12,직영점,A0006,부산하단점,12,정상,일반판매,AKC3CT001,C-클래식벨트바바리,BE,베이지,F,판매,의류,2023,3월,3,코트,1
136,2024-01-12,직영점,A0006,부산하단점,12,정상,일반판매,AKI3JK002,C-퍼프레더자켓,MU,머스타드,F,판매,의류,2023,9월,3,자켓,2
137,2024-01-12,직영점,A0006,부산하단점,13,정상,일반판매,AKK3PT018,C-소프트버튼슬랙스,BK,블랙,L,판매,의류,2023,11월,3,바지,18
138,2024-01-12,직영점,A0006,부산하단점,13,정상,일반판매,AKK3DP001,C-다비기모통데님,DL,진청,L,판매,의류,2023,11월,3,데님,1
139,2024-01-12,직영점,A0006,부산하단점,13,정상,일반판매,AKK7KT014,J-스케치래빗니트,BE,베이지,F,판매,의류,2023,11월,7,니트,14
140,2024-01-12,직영점,A0006,부산하단점,14,정상,일반판매,AKK3DP007,C-헤비와이드기모부츠컷데님,DL,진청,L,판매,의류,2023,11월,3,데님,7
141,2024-01-13,직영점,A0006,부산하단점,1,기획,일반판매,AKI7KT012,J-컬러반폴니트,DP,진핑크,F,판매,의류,2023,9월,7,니트,12
142,2024-01-13,직영점,A0006,부산하단점,1,정상,일반판매,AJI7KT007,러튼진주니트,PK,핑크,F,판매,의류,2022,9월,7,니트,7
143,2024-01-13,직영점,A0006,부산하단점,2,정상,일반판매,AKJ7JP006,J-무브덕다운점퍼,PK,핑크,F,판매,의류,2023,10월,7,점퍼,6
144,2024-01-13,직영점,A0006,부산하단점,3,기획,일반판매,AKK7JP016,P-토니덕다운점퍼,BE,베이지,F,판매,의류,2023,11월,7,점퍼,16
145,2024-01-13,직영점,A0006,부산하단점,4,기획,일반판매,AKL7PT002,P-버클부츠컷슬랙스,BK,블랙,L,판매,의류,2023,12월,7,바지,2
146,2024-01-13,직영점,A0006,부산하단점,5,정상,일반판매,AKJ7PT005,J-라인핀턱슬랙스,BK,블랙,M,판매,의류,2023,10월,7,바지,5
147,2024-01-13,직영점,A0006,부산하단점,5,정상,일반판매,BKL7MF001,모닝퍼머플러,BE,베이지,F,판매,잡화,2023,12월,7,머플러,1
148,2024-01-13,직영점,A0006,부산하단점,6,정상,일반판매,AKL3JP008,S-레벨밴딩JP,BK,블랙,F,판매,의류,2023,12월,3,점퍼,8
149,2024-01-13,직영점,A0006,부산하단점,7,정상,일반판매,BKL4CP007,타조돌돌이챙,BE,베이지,F,판매,잡화,2023,12월,4,모자,7
150,2024-01-13,직영점,A0006,부산하단점,8,정상,일반판매,ZA00CO029,아메리카노(2000),XX,XX,XX,판매,커피,2013,사계절,0,커피,29
151,2024-01-13,직영점,A0006,부산하단점,9,정상,일반판매,AKL3JK003,S-페이크퍼망토JK,PP,퍼플,F,판매,의류,2023,12월,3,자켓,3
152,2024-01-13,직영점,A0006,부산하단점,10,정상,일반판매,AJJ3OP001,S-밴딩후드OPS,BR,브라운,F,판매,의류,2022,10월,3,원피스,1
153,2024-01-13,직영점,A0006,부산하단점,10,정상,일반판매,AJA3JP006,S-사각체크JP,BE,베이지,F,판매,의류,2022,1월,3,점퍼,6
154,2024-01-13,직영점,A0006,부산하단점,10,정상,일반판매,AKK7KT014,J-스케치래빗니트,BE,베이지,F,판매,의류,2023,11월,7,니트,14
155,2024-01-13,직영점,A0006,부산하단점,10,기획,일반판매,AKL7PT001,P-미우밴딩팬츠,BR,브라운,L,판매,의류,2023,12월,7,바지,1
156,2024-01-13,직영점,A0006,부산하단점,11,기획,일반판매,AKK7TS002,P-폴라기모T,BK,블랙,F,판매,의류,2023,11월,7,티셔츠,2
157,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,AKL7TS007,P4-레터링반폴T,BR,브라운,F,판매,의류,2023,12월,7,티셔츠,7
158,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,AKL7TS008,P4-스퀘어반폴T,MO,모카,F,판매,의류,2023,12월,7,티셔츠,8
159,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,AKK7JP011,J-뽀글후드집업,BR,브라운,F,판매,의류,2023,11월,7,점퍼,11
160,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,AKK7KT023,J-레인보우니트조끼,GR,회색,F,판매,의류,2023,11월,7,니트,23
161,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,AKJ3JP004,S-블럭니트집업,BK,블랙,F,판매,의류,2023,10월,3,점퍼,4
162,2024-01-13,직영점,A0006,부산하단점,11,정상,일반판매,BFI3MF006,꽃송치(롱),BR,브라운,F,판매,잡화,2018,9월,3,머플러,6
163,2024-01-14,직영점,A0006,부산하단점,1,정상,일반판매,AKL7KT015,J-눈꽃소녀니트,,네이비,F,판매,의류,2023,12월,7,니트,15
164,2024-01-14,직영점,A0006,부산하단점,2,정상,일반판매,AKI7VT010,J-가든니트조끼,GR,회색,F,판매,의류,2023,9월,7,베스트,10
165,2024-01-14,직영점,A0006,부산하단점,2,기획,일반판매,AKJ7TS001,J-베이직폴라T,BK,블랙,F,판매,의류,2023,10월,7,티셔츠,1
166,2024-01-14,직영점,A0006,부산하단점,2,기획,일반판매,AKJ7TS001,J-베이직폴라T,GE,그린,F,판매,의류,2023,10월,7,티셔츠,1
167,2024-01-14,직영점,A0006,부산하단점,2,기획,일반판매,AKK7TS002,P-폴라기모T,BK,블랙,F,판매,의류,2023,11월,7,티셔츠,2
168,2024-01-14,직영점,A0006,부산하단점,2,정상,일반판매,BIL4SC002,도톰덧신(2pcs),XX,XX,F,판매,잡화,2021,12월,4,양말,2
169,2024-01-14,직영점,A0006,부산하단점,3,정상,일반판매,AKK3JP005,S-엠보패딩점퍼,BE,베이지,F,판매,의류,2023,11월,3,점퍼,5
170,2024-01-14,직영점,A0006,부산하단점,4,정상,일반판매,AKK7JP020,J-밍크라인덕다운,BK,블랙,F,판매,의류,2023,11월,7,점퍼,20
