?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
330,2024-03-30,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3JK003,C-SCARHN-블링니트자켓,GE,그린,F,판매,의류,2024,3월,3,자켓,3
331,2024-03-30,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALD3BL002,3-OCPRHN-진주노방BL,BK,블랙,F,판매,의류,2024,4월,3,블라우스,2
332,2024-03-31,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
333,2024-03-31,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALD3BL006,3-OSPRHN-위너스BL,BE,베이지,F,판매,의류,2024,4월,3,블라우스,6
334,2024-04-01,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,RE,레드,F,판매,의류,2024,2월,3,점퍼,3
335,2024-04-01,직영점,A0070,부산만덕점(직),1,정상,일반판매,AKI7KT023,J-M스트라이프니트,BK,블랙,F,판매,의류,2023,9월,7,니트,23
336,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
337,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,10
338,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,M,판매,의류,2024,2월,3,바지,1
339,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BKF4MF003,가든린넨삼각,YE,옐로우,F,판매,잡화,2023,6월,4,머플러,3
340,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BLC4CP002,세꽃해바라기끈,GE,그린,F,판매,잡화,2024,3월,4,모자,2
341,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BLD4MF001,망진주워머,BK,블랙,F,판매,잡화,2024,4월,4,머플러,1
342,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BKF4MF008,린넨보석,YG,연두색,F,판매,잡화,2023,6월,4,머플러,8
343,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BKI7BG013,체크투웨이백,BR,브라운,F,판매,잡화,2023,9월,7,가방,13
344,2024-04-01,직영점,A0070,부산만덕점(직),2,정상,일반판매,BKG4GV002,지그망사반장갑,XX,XX,F,판매,잡화,2023,7월,4,장갑,2
345,2024-04-01,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,M,판매,의류,2024,2월,3,데님,8
346,2024-04-02,직영점,A0070,부산만덕점(직),1,정상,일반판매,AKC3JP012,S-도트셔링JP,GE,그린,F,판매,의류,2023,3월,3,점퍼,12
347,2024-04-02,직영점,A0070,부산만덕점(직),1,정상,일반판매,BKI7BG013,체크투웨이백,BR,브라운,F,판매,잡화,2023,9월,7,가방,13
348,2024-04-02,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3TS007,3-OCCRHN-트래블T,WH,화이트,F,판매,의류,2024,3월,3,티셔츠,7
349,2024-04-02,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
350,2024-04-02,직영점,A0070,부산만덕점(직),3,정상,일반판매,BKI4MF004,에버마름모스카프,,네이비,F,판매,잡화,2023,9월,4,머플러,4
351,2024-04-02,직영점,A0070,부산만덕점(직),3,정상,일반판매,BKK4MF011,블루꽃사각실크,GR,회색,F,판매,잡화,2023,11월,4,머플러,11
352,2024-04-02,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALD7WS002,J-OSPSHN-부메랑셔츠,WH,화이트,F,판매,의류,2024,4월,7,남방,2
353,2024-04-02,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,12
354,2024-04-02,직영점,A0070,부산만덕점(직),4,정상,일반판매,BJJ7BG006,덤플가죽백,IV,아이보리,F,판매,잡화,2022,10월,7,가방,6
355,2024-04-02,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALC3KT002,C-TCARHN-라인단니트,WH,화이트,F,판매,의류,2024,3월,3,니트,2
356,2024-04-02,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKI3TS012,S-테이단줄지T,BK,블랙,F,판매,의류,2023,9월,3,티셔츠,12
357,2024-04-02,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKI7VT011,J-하이넥후드조끼,KH,카키,F,판매,의류,2023,9월,7,베스트,11
358,2024-04-02,직영점,A0070,부산만덕점(직),6,정상,일반판매,AKJ7DP002,J-로튼데님배기,DL,진청,S,판매,의류,2023,10월,7,데님,2
359,2024-04-02,직영점,A0070,부산만덕점(직),7,정상,일반판매,BLC7MF001,스프링어깨숄,PP,퍼플,F,판매,잡화,2024,3월,7,머플러,1
360,2024-04-02,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALB3TS008,C-SCCRHN-울절개라운드티,OT,오트밀,F,판매,의류,2024,2월,3,티셔츠,8
361,2024-04-02,직영점,A0070,부산만덕점(직),8,정상,일반판매,AKL3DP003,S-노이세미기모통데님,DL,진청,S,판매,의류,2023,12월,3,데님,3
362,2024-04-02,직영점,A0070,부산만덕점(직),9,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,S,판매,의류,2024,2월,3,데님,8
363,2024-04-03,직영점,A0070,부산만덕점(직),1,정상,일반판매,AKI7VT004,J-스포티집업조끼,BK,블랙,F,판매,의류,2023,9월,7,베스트,4
364,2024-04-03,직영점,A0070,부산만덕점(직),1,정상,일반판매,BLD4MF002,망사진주머플러,PP,퍼플,F,판매,잡화,2024,4월,4,머플러,2
365,2024-04-03,직영점,A0070,부산만덕점(직),1,정상,일반판매,BLD4MF002,망사진주머플러,IV,아이보리,F,판매,잡화,2024,4월,4,머플러,2
366,2024-04-03,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3BL002,C-OSCSHN-포켓자수BL,DP,진핑크,F,판매,의류,2024,3월,3,블라우스,2
367,2024-04-03,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALC3JP012,3-OCPMHN-테이크JP,RE,레드,F,판매,의류,2024,3월,3,점퍼,12
368,2024-04-04,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALC3JK001,C-SSCCAN-제이버튼자켓,SO,소라,F,판매,의류,2024,3월,3,자켓,1
369,2024-04-04,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매,의류,2024,4월,3,자켓,1
370,2024-04-04,직영점,A0070,부산만덕점(직),2,정상,일반판매,AKI3TS006,C-한스라운드티,GE,그린,F,판매,의류,2023,9월,3,티셔츠,6
371,2024-04-04,직영점,A0070,부산만덕점(직),2,정상,일반판매,AKI3TS006,C-한스라운드티,IV,아이보리,F,판매,의류,2023,9월,3,티셔츠,6
372,2024-04-04,직영점,A0070,부산만덕점(직),3,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매,잡화,2024,3월,7,가방,2
373,2024-04-04,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALD3BL006,3-OSPRHN-위너스BL,BE,베이지,F,판매,의류,2024,4월,3,블라우스,6
374,2024-04-04,직영점,A0070,부산만덕점(직),4,정상,일반판매,BLD4SC004,코튼망양말(2pcs),XX,XX,F,판매,잡화,2024,4월,4,양말,4
375,2024-04-04,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALC3JP009,3-OCPMAN-날개리본JP,SO,소라,F,판매,의류,2024,3월,3,점퍼,9
376,2024-04-04,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALB3TS005,C-OCMRHN-스퀘어자수맨투맨,BE,베이지,F,판매,의류,2024,2월,3,티셔츠,5
377,2024-04-04,직영점,A0070,부산만덕점(직),6,정상,일반판매,AKJ3WS001,C-클래식체크셔츠,,네이비,F,판매,의류,2023,10월,3,남방,1
378,2024-04-04,직영점,A0070,부산만덕점(직),7,정상,일반판매,ALC7KT001,3-SCARHN-피오나니트,YE,옐로우,F,판매,의류,2024,3월,7,니트,1
379,2024-04-04,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALB3DP006,C-SCDXC9-히든워싱부츠컷,ML,중청,L,판매,의류,2024,2월,3,데님,6
380,2024-04-04,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALD3WS006,3-CCLSHN-배색체크셔츠,RE,레드,F,판매,의류,2024,4월,3,남방,6
381,2024-04-04,직영점,A0070,부산만덕점(직),9,정상,일반판매,ALC3KT002,C-TCARHN-라인단니트,WH,화이트,F,판매,의류,2024,3월,3,니트,2
382,2024-04-04,직영점,A0070,부산만덕점(직),9,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,12
383,2024-04-05,직영점,A0070,부산만덕점(직),1,정상,일반판매,AKD7JK004,해지숏JK,LL,연청,F,판매,의류,2023,4월,7,자켓,4
384,2024-04-05,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3KT008,C-TCARHN-스팽글V니트,PK,핑크,F,판매,의류,2024,3월,3,니트,8
385,2024-04-05,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3PT002,C-SCCXT0-캔디와이드팬츠,PK,핑크,M,판매,의류,2024,2월,3,바지,2
386,2024-04-05,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,3
387,2024-04-05,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,12
388,2024-04-05,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,SO,소라,F,판매,의류,2024,2월,3,티셔츠,12
389,2024-04-06,직영점,A0070,부산만덕점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,PP,퍼플,F,판매,잡화,2024,3월,7,머플러,1
390,2024-04-06,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3BL004,C-OSPCHN-레터링끈BL,GE,그린,F,판매,의류,2024,3월,3,블라우스,4
391,2024-04-06,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALD3JP004,3-SCPDHN-숏후드JP,GE,그린,F,판매,의류,2024,4월,3,점퍼,4
392,2024-04-06,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,S,판매,의류,2024,2월,3,바지,3
393,2024-04-06,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALD3JK008,3-SSLTOL-린넨오버JK,PK,핑크,F,판매,의류,2024,4월,3,자켓,8
394,2024-04-06,직영점,A0070,부산만덕점(직),6,정상,일반판매,AKC7WS007,스윗플라워셔츠,WH,화이트,F,판매,의류,2023,3월,7,남방,7
395,2024-04-06,직영점,A0070,부산만덕점(직),7,정상,일반판매,AKC7WS007,스윗플라워셔츠,WH,화이트,F,판매,의류,2023,3월,7,남방,7
396,2024-04-06,직영점,A0070,부산만덕점(직),7,정상,일반판매,AKC3WS007,C-반오픈체크셔츠,YG,연두색,F,판매,의류,2023,3월,3,남방,7
397,2024-04-06,직영점,A0070,부산만덕점(직),8,정상,일반판매,AJC3OP012,S-무지레인OP,BK,블랙,F,판매,의류,2022,3월,3,원피스,12
398,2024-04-07,직영점,A0070,부산만덕점(직),1,정상,일반판매,AJC3VT003,S-레인R조끼,BE,베이지,F,판매,의류,2022,3월,3,베스트,3
399,2024-04-07,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALB3JP005,C-SCPDHN-에반이중점퍼,PK,핑크,F,판매,의류,2024,2월,3,점퍼,5
400,2024-04-07,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALC7BL005,3-OCTRHN-조끼레이어드BL,,네이비,F,판매,의류,2024,3월,7,블라우스,5
401,2024-04-07,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKC7WS007,스윗플라워셔츠,WH,화이트,F,판매,의류,2023,3월,7,남방,7
402,2024-04-08,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매,의류,2024,2월,3,바지,3
403,2024-04-08,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매,의류,2024,2월,7,남방,8
404,2024-04-08,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3SL003,C-SSPXT9-후크통슬랙스,BK,블랙,M,판매,의류,2024,3월,3,바지,3
405,2024-04-08,직영점,A0070,부산만덕점(직),2,정상,일반판매,AJK3DP002,C-무브일자데님,DL,진청,L,판매,의류,2022,11월,3,데님,2
406,2024-04-08,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,GE,그린,M,판매,의류,2024,2월,3,바지,5
407,2024-04-08,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALC3KT001,C-TCARHN-크로바단니트,BK,블랙,F,판매,의류,2024,3월,3,니트,1
408,2024-04-08,직영점,A0070,부산만덕점(직),5,정상,일반판매,AJF3PT009,S-8부기획배기,BK,블랙,M,판매,의류,2022,6월,3,바지,9
409,2024-04-08,직영점,A0070,부산만덕점(직),6,정상,일반판매,ALB7CA001,J-OCASHN-레이어드가디건,PK,핑크,F,판매,의류,2024,2월,7,가디건,1
410,2024-04-08,직영점,A0070,부산만덕점(직),7,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,RE,레드,F,판매,의류,2024,2월,3,점퍼,3
411,2024-04-08,직영점,A0070,부산만덕점(직),8,정상,일반판매,AJC3ST001,C-배색이지ST,BE,베이지,F,판매,의류,2022,3월,3,세트,1
412,2024-04-08,직영점,A0070,부산만덕점(직),8,정상,일반판매,BLC4MF010,펄사넥워머,SI,실버,F,판매,잡화,2024,3월,4,머플러,10
413,2024-04-08,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALC3VT001,C-SCPHHC-시크셔링조끼,BE,베이지,F,판매,의류,2024,3월,3,베스트,1
414,2024-04-08,직영점,A0070,부산만덕점(직),9,정상,일반판매,AKE3JP009,S-디프숏점퍼,CO,코랄,F,판매,의류,2023,5월,3,점퍼,9
415,2024-04-08,직영점,A0070,부산만덕점(직),10,정상,일반판매,AJH3PT032,S-허쉬조거,BE,베이지,F,판매,의류,2022,8월,3,바지,32
416,2024-04-08,직영점,A0070,부산만덕점(직),11,정상,일반판매,BLD4SB010,그린가죽스니커즈(R101),GE,그린,40,판매,잡화,2024,4월,4,신발,10
417,2024-04-08,직영점,A0070,부산만덕점(직),12,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,GE,그린,M,판매,의류,2024,2월,3,바지,5
418,2024-04-08,직영점,A0070,부산만덕점(직),12,정상,일반판매,ALD3DP006,3-SCCXT9-다크통데님,DL,진청,M,판매,의류,2024,4월,3,데님,6
419,2024-04-08,직영점,A0070,부산만덕점(직),13,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
420,2024-04-08,직영점,A0070,부산만덕점(직),14,정상,일반판매,ALB7KT001,J-OCADHN-배색니트후드,BR,브라운,F,판매,의류,2024,2월,7,니트,1
421,2024-04-08,직영점,A0070,부산만덕점(직),15,정상,일반판매,AGC3JP028,M-타임후드JP,BE,베이지,L,판매,의류,2019,3월,3,점퍼,28
422,2024-04-08,직영점,A0070,부산만덕점(직),16,정상,일반판매,ALD3DP006,3-SCCXT9-다크통데님,DL,진청,S,판매,의류,2024,4월,3,데님,6
423,2024-04-09,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,,네이비,F,판매,의류,2024,2월,3,티셔츠,10
424,2024-04-09,직영점,A0070,부산만덕점(직),1,정상,일반판매,AKE3JP016,S-플라워바람JP,BE,베이지,F,판매,의류,2023,5월,3,점퍼,16
425,2024-04-09,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALD3JP001,3-SCPHHN-마이점퍼,BE,베이지,F,판매,의류,2024,4월,3,점퍼,1
426,2024-04-09,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALC4SL001,S-OFPXB9-밴드배기SL,BE,베이지,M,판매,의류,2024,3월,4,바지,1
427,2024-04-09,직영점,A0070,부산만덕점(직),2,정상,일반판매,AHG3TN006,Q-꼬임나시,LB,연한베이지,F,판매,의류,2020,7월,3,티셔츠나시,6
428,2024-04-09,직영점,A0070,부산만덕점(직),2,정상,일반판매,AJH7TN001,컬러기본나시,RE,레드,F,판매,의류,2022,8월,7,티셔츠나시,1
429,2024-04-09,직영점,A0070,부산만덕점(직),2,정상,일반판매,BKF4MF007,린넨무지삼각,PP,퍼플,F,판매,잡화,2023,6월,4,머플러,7
430,2024-04-09,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKF3WS002,S-앞포켓셔츠,GE,그린,F,판매,의류,2023,6월,3,남방,2
431,2024-04-09,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,GE,그린,L,판매,의류,2024,2월,3,바지,5
432,2024-04-09,직영점,A0070,부산만덕점(직),4,정상,일반판매,AKD3WS004,C-포레스셔츠,GE,그린,F,판매,의류,2023,4월,3,남방,4
433,2024-04-09,직영점,A0070,부산만덕점(직),5,정상,일반판매,BFE2MF305,벚꽃진주(2꽃),WH,화이트,F,판매,잡화,2018,5월,2,머플러,305
434,2024-04-09,직영점,A0070,부산만덕점(직),5,정상,일반판매,BGD3MF004,비스코스단가라,PK,핑크,F,판매,잡화,2019,4월,3,머플러,4
435,2024-04-09,직영점,A0070,부산만덕점(직),6,정상,일반판매,AKE3JP003,S-나염배색JP(홑겹),GE,그린,L,판매,의류,2023,5월,3,점퍼,3
436,2024-04-10,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매,의류,2024,2월,3,티셔츠,7
437,2024-04-10,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC7DP001,J-OCDXB9-영문데님배기,ML,중청,F,판매,의류,2024,3월,7,데님,1
438,2024-04-10,직영점,A0070,부산만덕점(직),3,정상,일반판매,AJC7WS004,팬텀NB,BK,블랙,F,판매,의류,2022,3월,7,남방,4
439,2024-04-10,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매,의류,2024,2월,7,남방,8
440,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKE3JP007,C-프릴후드점퍼,BE,베이지,F,판매,의류,2023,5월,3,점퍼,7
441,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKE3TS007,S-프레쉬덕T,OR,오렌지,F,판매,의류,2023,5월,3,티셔츠,7
442,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,BHB3MF002,샤르망,SO,소라,F,판매,잡화,2020,2월,3,머플러,2
443,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,AIC3TS041,Z-보보v,BL,블루,F,판매,의류,2021,3월,3,티셔츠,41
444,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALD3VI001,3-FCAVHN-로즈단추조끼,BE,베이지,F,판매,의류,2024,4월,3,베스트,1
445,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,BLD4CP004,니트패치스트벙,LB,연한베이지,F,판매,잡화,2024,4월,4,모자,4
446,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매,의류,2024,2월,3,코트,3
447,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매,의류,2024,4월,3,티셔츠,9
448,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,BKI4MF007,플라워주름머플러,BE,베이지,F,판매,잡화,2023,9월,4,머플러,7
449,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,12
450,2024-04-10,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매,의류,2024,2월,7,자켓,5
451,2024-04-10,직영점,A0070,부산만덕점(직),6,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,GE,그린,F,판매,의류,2024,2월,3,남방,1
452,2024-04-10,직영점,A0070,부산만덕점(직),7,정상,일반판매,ALC3JP004,C-SSPHHN-리나하이넥점퍼,GE,그린,F,판매,의류,2024,3월,3,점퍼,4
453,2024-04-10,직영점,A0070,부산만덕점(직),7,정상,일반판매,AKI3BL006,S-리치7부BL,BR,브라운,F,판매,의류,2023,9월,3,블라우스,6
454,2024-04-10,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,GE,그린,M,판매,의류,2024,2월,3,바지,5
455,2024-04-10,직영점,A0070,부산만덕점(직),8,정상,일반판매,AKC3JP004,S-세린JP,PK,핑크,F,판매,의류,2023,3월,3,점퍼,4
456,2024-04-10,직영점,A0070,부산만덕점(직),8,정상,일반판매,ALD3BL006,3-OSPRHN-위너스BL,BE,베이지,F,판매,의류,2024,4월,3,블라우스,6
457,2024-04-10,직영점,A0070,부산만덕점(직),9,정상,일반판매,ALC3VT001,C-SCPHHC-시크셔링조끼,BK,블랙,F,판매,의류,2024,3월,3,베스트,1
458,2024-04-10,직영점,A0070,부산만덕점(직),10,정상,일반판매,AIC3TS041,Z-보보v,BL,블루,F,판매,의류,2021,3월,3,티셔츠,41
459,2024-04-10,직영점,A0070,부산만덕점(직),10,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매,의류,2024,2월,3,바지,6
460,2024-04-11,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매,의류,2024,2월,3,바지,6
461,2024-04-11,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALD7VT002,J-SCPFHN-넥스트링조끼,BK,블랙,F,판매,의류,2024,4월,7,베스트,2
462,2024-04-11,직영점,A0070,부산만덕점(직),2,정상,일반판매,BFE2MF303,땅콩진주,PK,핑크,F,판매,잡화,2018,5월,2,머플러,303
463,2024-04-11,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKI7TS003,J-영문스타T,WH,화이트,F,판매,의류,2023,9월,7,티셔츠,3
464,2024-04-11,직영점,A0070,부산만덕점(직),3,정상,일반판매,AJC3TS004,C-뮤티드맨투맨,CR,크림,F,판매,의류,2022,3월,3,티셔츠,4
465,2024-04-11,직영점,A0070,부산만덕점(직),3,정상,일반판매,BLC7MF001,스프링어깨숄,DE,딥그린,F,판매,잡화,2024,3월,7,머플러,1
466,2024-04-11,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKE3JP003,S-나염배색JP(홑겹),GE,그린,L,판매,의류,2023,5월,3,점퍼,3
467,2024-04-11,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKI3PT016,C-시크릿밴드배기,BE,베이지,M,판매,의류,2023,9월,3,바지,16
468,2024-04-11,직영점,A0070,부산만덕점(직),4,정상,일반판매,AKD4JK001,C-린넨더블자켓,BE,베이지,F,판매,의류,2023,4월,4,자켓,1
469,2024-04-12,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3DP003,C-SCDXB9-도도청배기,LL,연청,L,판매,의류,2024,2월,3,데님,3
470,2024-04-12,직영점,A0070,부산만덕점(직),1,정상,일반판매,BLD4SC005,자수양말(2pcs),XX,XX,F,판매,잡화,2024,4월,4,양말,5
471,2024-04-12,직영점,A0070,부산만덕점(직),1,정상,일반판매,BLD4SC002,끝단자수양말(2pcs),XX,XX,F,판매,잡화,2024,4월,4,양말,2
472,2024-04-12,직영점,A0070,부산만덕점(직),2,정상,일반판매,ALC3JP012,3-OCPMHN-테이크JP,YE,옐로우,F,판매,의류,2024,3월,3,점퍼,12
473,2024-04-12,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKI7KT011,J-브이진주하프KT,MU,머스타드,F,판매,의류,2023,9월,7,니트,11
474,2024-04-12,직영점,A0070,부산만덕점(직),3,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,BK,블랙,F,판매,의류,2024,2월,3,티셔츠,7
475,2024-04-12,직영점,A0070,부산만덕점(직),3,정상,일반판매,AKI7KT011,J-브이진주하프KT,GE,그린,F,판매,의류,2023,9월,7,니트,11
476,2024-04-12,직영점,A0070,부산만덕점(직),4,정상,일반판매,AKI3PT016,C-시크릿밴드배기,BE,베이지,M,판매,의류,2023,9월,3,바지,16
477,2024-04-12,직영점,A0070,부산만덕점(직),4,정상,일반판매,ALC3TS005,C-OCCRHN-하트코인7부,LV,연보라,F,판매,의류,2024,3월,3,티셔츠,5
478,2024-04-12,직영점,A0070,부산만덕점(직),4,정상,일반판매,AKI3PT016,C-시크릿밴드배기,BE,베이지,L,판매,의류,2023,9월,3,바지,16
479,2024-04-12,직영점,A0070,부산만덕점(직),4,정상,일반판매,BLD4SC001,데일리양말(3pcs),XX,XX,F,판매,잡화,2024,4월,4,양말,1
480,2024-04-12,직영점,A0070,부산만덕점(직),4,정상,일반판매,BKL4SC001,레이스기모덧신(2pcs),XX,XX,F,판매,잡화,2023,12월,4,양말,1
481,2024-04-12,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKD7KT002,진주배색하프니트,PK,핑크,F,판매,의류,2023,4월,7,니트,2
482,2024-04-12,직영점,A0070,부산만덕점(직),5,정상,일반판매,AKD7KN001,리본니트나시,WH,화이트,F,판매,의류,2023,4월,7,니트나시,1
483,2024-04-12,직영점,A0070,부산만덕점(직),5,정상,일반판매,ALD3DP006,3-SCCXT9-다크통데님,DL,진청,M,판매,의류,2024,4월,3,데님,6
484,2024-04-12,직영점,A0070,부산만덕점(직),6,정상,일반판매,ALD3WS002,C-TCPSHN-세일러카라셔츠,GE,그린,F,판매,의류,2024,4월,3,남방,2
485,2024-04-12,직영점,A0070,부산만덕점(직),7,정상,일반판매,BLD4MF002,망사진주머플러,RE,레드,F,판매,잡화,2024,4월,4,머플러,2
486,2024-04-12,직영점,A0070,부산만덕점(직),7,정상,일반판매,BKG4MF003,파스텔린넨삼각,BL,블루,F,판매,잡화,2023,7월,4,머플러,3
487,2024-04-12,직영점,A0070,부산만덕점(직),8,정상,일반판매,AKB3PT007,S-이고밑단주름PT,BE,베이지,F,판매,의류,2023,2월,3,바지,7
488,2024-04-13,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매,의류,2024,2월,3,티셔츠,7
489,2024-04-13,직영점,A0070,부산만덕점(직),1,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,BK,블랙,F,판매,의류,2024,2월,3,티셔츠,7
