?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
750,2024-02-17,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3KT003,C-OCWRHN-캐시버튼라운드니트,SO,소라,F,판매,의류,2024,2월,3,니트,3
751,2024-02-17,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,GE,그린,F,판매,의류,2024,2월,3,니트,2
752,2024-02-17,직영점,A0024,부산두실점(직),8,정상,일반판매,AKK7CA004,J-라운드단추가디건,BR,브라운,F,판매,의류,2023,11월,7,가디건,4
753,2024-02-17,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
754,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,AIC3KT010,Q-단가라오픈카라,PP,퍼플,F,판매,의류,2021,3월,3,니트,10
755,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,AJK3JK009,C-후디핸드메이드자켓,OT,오트밀,F,판매,의류,2022,11월,3,자켓,9
756,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,BHE3MF006,쁘띠주름,PK,핑크,F,판매,잡화,2020,5월,3,머플러,6
757,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,AIC3CA007,S-프리스카시Y,SO,소라,F,판매,의류,2021,3월,3,가디건,7
758,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,AJI7TS008,코마셔츠맨투맨,,네이비,F,판매,의류,2022,9월,7,티셔츠,8
759,2024-02-17,직영점,A0024,부산두실점(직),9,정상,일반판매,AKK7CA001,J-헤리니트가디건,GR,회색,F,판매,의류,2023,11월,7,가디건,1
760,2024-02-17,직영점,A0024,부산두실점(직),10,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,IV,아이보리,L,판매,의류,2024,2월,3,바지,1
761,2024-02-17,직영점,A0024,부산두실점(직),10,정상,일반판매,AKI7KT010,J-루미단추니트,BE,베이지,F,판매,의류,2023,9월,7,니트,10
762,2024-02-17,직영점,A0024,부산두실점(직),10,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PP,퍼플,F,판매,의류,2024,2월,3,니트,1
763,2024-02-17,직영점,A0024,부산두실점(직),11,정상,일반판매,AFA2CT305,후드BBY,KH,카키,F,판매,의류,2018,1월,2,코트,305
764,2024-02-17,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매,의류,2024,2월,3,니트,1
765,2024-02-17,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매,의류,2024,2월,3,바지,3
766,2024-02-17,직영점,A0024,부산두실점(직),13,정상,일반판매,AIL7JP028,레드롱야상JP,RE,레드,F,판매,의류,2021,12월,7,점퍼,28
767,2024-02-17,직영점,A0024,부산두실점(직),13,정상,일반판매,AJB7TS002,꽃송이T,RE,레드,F,판매,의류,2022,2월,7,티셔츠,2
768,2024-02-17,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,GE,그린,F,판매,의류,2024,2월,3,티셔츠,10
769,2024-02-17,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,,네이비,F,판매,의류,2024,2월,3,티셔츠,10
770,2024-02-17,직영점,A0024,부산두실점(직),15,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매,의류,2024,2월,3,티셔츠,15
771,2024-02-17,직영점,A0024,부산두실점(직),15,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매,의류,2024,2월,3,바지,6
772,2024-02-17,직영점,A0024,부산두실점(직),16,정상,일반판매,AJH3BL003,C-조크BL,WH,화이트,F,반품,의류,2022,8월,3,블라우스,3
773,2024-02-17,직영점,A0024,부산두실점(직),17,정상,일반판매,BKI7BG009,리치투웨이백,BK,블랙,F,판매,잡화,2023,9월,7,가방,9
774,2024-02-17,직영점,A0024,부산두실점(직),17,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,L,판매,의류,2024,2월,3,점퍼,2
775,2024-02-17,직영점,A0024,부산두실점(직),17,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,15
776,2024-02-18,직영점,A0024,부산두실점(직),1,정상,일반판매,AJQ4JP005,폭스후드구스점퍼,BK,블랙,F,판매,의류,2022,퍼(FUR),4,점퍼,5
777,2024-02-18,직영점,A0024,부산두실점(직),2,정상,일반판매,AKB3ST003,C-캐시골지니트앙상블,,네이비,F,판매,의류,2023,2월,3,세트,3
778,2024-02-18,직영점,A0024,부산두실점(직),2,정상,일반판매,ALB3DP008,C-SCDXT9-캣츠와이드데님,ML,중청,L,판매,의류,2024,2월,3,데님,8
779,2024-02-18,직영점,A0024,부산두실점(직),2,정상,일반판매,BKC4MF002,나비꽃머플러,IV,아이보리,F,판매,잡화,2023,3월,4,머플러,2
780,2024-02-18,직영점,A0024,부산두실점(직),3,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,3
781,2024-02-18,직영점,A0024,부산두실점(직),3,정상,일반판매,AKJ3JP004,S-블럭니트집업,BR,브라운,F,판매,의류,2023,10월,3,점퍼,4
782,2024-02-19,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,2
783,2024-02-19,직영점,A0024,부산두실점(직),2,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,3
784,2024-02-19,직영점,A0024,부산두실점(직),3,정상,일반판매,AEJ2CT101,다우리버 자카드 페미닌코트,IV,아이보리,XL,판매,의류,2017,10월,2,코트,101
785,2024-02-19,직영점,A0024,부산두실점(직),4,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,2
786,2024-02-19,직영점,A0024,부산두실점(직),5,정상,일반판매,AJB3VT005,S-떠블조끼,BE,베이지,F,판매,의류,2022,2월,3,베스트,5
787,2024-02-19,직영점,A0024,부산두실점(직),6,정상,일반판매,AJL3KT024,C-골지반목니트,IV,아이보리,F,판매,의류,2022,12월,3,니트,24
788,2024-02-19,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매,의류,2024,2월,3,니트,1
789,2024-02-19,직영점,A0024,부산두실점(직),7,정상,일반판매,BGD3MF009,MC꽃마름모,PP,퍼플,F,판매,잡화,2019,4월,3,머플러,9
790,2024-02-19,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매,의류,2024,2월,3,데님,5
791,2024-02-19,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3TS014,C-SCCRHN-팝핑퍼프소매티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,14
792,2024-02-19,직영점,A0024,부산두실점(직),9,정상,일반판매,BGD3MF001,체크하트,SO,소라,F,판매,잡화,2019,4월,3,머플러,1
793,2024-02-19,직영점,A0024,부산두실점(직),9,정상,일반판매,AKK3TS014,C-러빙기모맨투맨,OT,오트밀,F,판매,의류,2023,11월,3,티셔츠,14
794,2024-02-19,직영점,A0024,부산두실점(직),10,정상,일반판매,AKC3PT004,C-테잎시보리밴딩조거팬츠,BK,블랙,XL,판매,의류,2023,3월,3,바지,4
795,2024-02-19,직영점,A0024,부산두실점(직),11,정상,일반판매,AKC3PT004,C-테잎시보리밴딩조거팬츠,BK,블랙,L,판매,의류,2023,3월,3,바지,4
796,2024-02-19,직영점,A0024,부산두실점(직),11,정상,일반판매,AKC3PT004,C-테잎시보리밴딩조거팬츠,BK,블랙,M,판매,의류,2023,3월,3,바지,4
797,2024-02-19,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매,의류,2024,2월,7,자켓,5
798,2024-02-20,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
799,2024-02-20,직영점,A0024,부산두실점(직),2,정상,일반판매,AKK7VT020,J-파머니트조끼,BE,베이지,F,판매,의류,2023,11월,7,베스트,20
800,2024-02-20,직영점,A0024,부산두실점(직),3,정상,일반판매,AEJ2CT101,다우리버 자카드 페미닌코트,IV,아이보리,XL,판매,의류,2017,10월,2,코트,101
801,2024-02-20,직영점,A0024,부산두실점(직),4,정상,일반판매,AEJ2CT101,다우리버 자카드 페미닌코트,IV,아이보리,XL,판매,의류,2017,10월,2,코트,101
802,2024-02-20,직영점,A0024,부산두실점(직),5,정상,일반판매,AKK7KT023,J-레인보우니트조끼,IV,아이보리,F,판매,의류,2023,11월,7,니트,23
803,2024-02-20,직영점,A0024,부산두실점(직),6,정상,일반판매,AKC7KT005,베이직포켓KT,BE,베이지,F,판매,의류,2023,3월,7,니트,5
804,2024-02-20,직영점,A0024,부산두실점(직),7,정상,일반판매,AKB3JK005,S-들장미롱JK,,네이비,F,판매,의류,2023,2월,3,자켓,5
805,2024-02-20,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,3
806,2024-02-21,직영점,A0024,부산두실점(직),1,정상,일반판매,AJC3TS035,S-내츄럴T,BL,블루,F,판매,의류,2022,3월,3,티셔츠,35
807,2024-02-21,직영점,A0024,부산두실점(직),2,정상,일반판매,BKI7MF002,에코도트머플러,WN,와인,F,판매,잡화,2023,9월,7,머플러,2
808,2024-02-21,직영점,A0024,부산두실점(직),2,정상,일반판매,BIC4MF004,꽃든수채화,OR,오렌지,F,판매,잡화,2021,3월,4,머플러,4
809,2024-02-21,직영점,A0024,부산두실점(직),3,정상,일반판매,ALB3KT003,C-OCWRHN-캐시버튼라운드니트,IV,아이보리,F,판매,의류,2024,2월,3,니트,3
810,2024-02-21,직영점,A0024,부산두실점(직),4,정상,일반판매,ZA00CO046,레몬생강차(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,46
811,2024-02-21,직영점,A0024,부산두실점(직),5,정상,일반판매,BKL7BG014,J-페페숄더백,RE,레드,F,판매,잡화,2023,12월,7,가방,14
812,2024-02-21,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3KT003,C-OCWRHN-캐시버튼라운드니트,SO,소라,F,판매,의류,2024,2월,3,니트,3
813,2024-02-21,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,IV,아이보리,F,판매,의류,2024,2월,7,점퍼,1
814,2024-02-21,직영점,A0024,부산두실점(직),7,정상,일반판매,AKB7ST002,배색스커트세트,MU,머스타드,F,판매,의류,2023,2월,7,세트,2
815,2024-02-21,직영점,A0024,부산두실점(직),7,정상,일반판매,AKC3OP016,S-핀턱데님OPS,LL,연청,F,판매,의류,2023,3월,3,원피스,16
816,2024-02-21,직영점,A0024,부산두실점(직),8,정상,일반판매,AKJ7JP004,J-웨이브덕다운점퍼,BE,베이지,F,판매,의류,2023,10월,7,점퍼,4
817,2024-02-21,직영점,A0024,부산두실점(직),8,정상,일반판매,AKI7TS003,J-영문스타T,WH,화이트,F,판매,의류,2023,9월,7,티셔츠,3
818,2024-02-21,직영점,A0024,부산두실점(직),8,기획,일반판매,AKJ7TS001,J-베이직폴라T,DB,다크베이지,F,판매,의류,2023,10월,7,티셔츠,1
819,2024-02-21,직영점,A0024,부산두실점(직),9,정상,일반판매,BKB4MF011,벚꽃레이스머플러,SO,소라,F,판매,잡화,2023,2월,4,머플러,11
820,2024-02-21,직영점,A0024,부산두실점(직),10,정상,일반판매,AKI3PT029,S-뒷밴딩건빵PT,BK,블랙,M,판매,의류,2023,9월,3,바지,29
821,2024-02-21,직영점,A0024,부산두실점(직),10,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매,의류,2024,2월,3,니트,1
822,2024-02-21,직영점,A0024,부산두실점(직),11,정상,일반판매,AKC3PT004,C-테잎시보리밴딩조거팬츠,BK,블랙,M,판매,의류,2023,3월,3,바지,4
823,2024-02-21,직영점,A0024,부산두실점(직),11,정상,일반판매,AJI4BL001,M-로우펄BL,DN,다크네이비,F,판매,의류,2022,9월,4,블라우스,1
824,2024-02-22,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,2
825,2024-02-22,직영점,A0024,부산두실점(직),2,정상,일반판매,AKK7VT030,J-호이다운패딩조끼,IV,아이보리,F,판매,의류,2023,11월,7,베스트,30
826,2024-02-22,직영점,A0024,부산두실점(직),3,정상,일반판매,AJI7SK003,퓨즈니트스커트,BR,브라운,F,판매,의류,2022,9월,7,스커트,3
827,2024-02-22,직영점,A0024,부산두실점(직),3,정상,일반판매,BJJ4MF001,주름H,GE,그린,F,판매,잡화,2022,10월,4,머플러,1
828,2024-02-22,직영점,A0024,부산두실점(직),3,정상,일반판매,BJF4GV001,꽃망사장갑,XX,XX,F,판매,잡화,2022,6월,4,장갑,1
829,2024-02-22,직영점,A0024,부산두실점(직),4,정상,일반판매,AFA2VT902,쇼바리V,YE,옐로우,F,판매,의류,2018,1월,2,베스트,902
830,2024-02-22,직영점,A0024,부산두실점(직),4,정상,일반판매,AEH1SK101,르니 디바이디드 스커트팬츠,BK,블랙,M,판매,의류,2017,8월,1,스커트,101
831,2024-02-22,직영점,A0024,부산두실점(직),5,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,3
832,2024-02-22,직영점,A0024,부산두실점(직),6,정상,일반판매,ZA00CO013,허브티(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,13
833,2024-02-22,직영점,A0024,부산두실점(직),7,기획,일반판매,AKK7VT005,J-하이넥패딩조끼,IV,아이보리,F,판매,의류,2023,11월,7,베스트,5
834,2024-02-22,직영점,A0024,부산두실점(직),8,정상,일반판매,AKI7BL001,J-쉬폰소매니트BL,BK,블랙,F,판매,의류,2023,9월,7,블라우스,1
835,2024-02-22,직영점,A0024,부산두실점(직),8,정상,일반판매,AKI7CA005,J-자수라운드가디건,IV,아이보리,F,판매,의류,2023,9월,7,가디건,5
836,2024-02-22,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,L,판매,의류,2024,2월,3,바지,3
837,2024-02-22,직영점,A0024,부산두실점(직),8,정상,일반판매,AIC7SK002,조각SK,PP,퍼플,F,판매,의류,2021,3월,7,스커트,2
838,2024-02-22,직영점,A0024,부산두실점(직),8,정상,일반판매,AJL3KT024,C-골지반목니트,BE,베이지,F,판매,의류,2022,12월,3,니트,24
839,2024-02-23,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,PK,핑크,F,판매,의류,2024,2월,3,남방,1
840,2024-02-23,직영점,A0024,부산두실점(직),2,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,2
841,2024-02-23,직영점,A0024,부산두실점(직),2,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
842,2024-02-23,직영점,A0024,부산두실점(직),3,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,L,판매,의류,2024,2월,3,바지,4
843,2024-02-23,직영점,A0024,부산두실점(직),3,정상,일반판매,AIK3PT023,Q-조잉기모,BK,블랙,L,판매,의류,2021,11월,3,바지,23
844,2024-02-23,직영점,A0024,부산두실점(직),3,정상,일반판매,AKI3PT029,S-뒷밴딩건빵PT,BK,블랙,XL,판매,의류,2023,9월,3,바지,29
845,2024-02-23,직영점,A0024,부산두실점(직),4,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,OR,오렌지,F,판매,의류,2024,2월,3,니트,2
846,2024-02-23,직영점,A0024,부산두실점(직),4,정상,일반판매,AIC3SK010,S-쥬니스커트,BE,베이지,F,판매,의류,2021,3월,3,스커트,10
847,2024-02-23,직영점,A0024,부산두실점(직),5,정상,일반판매,AKK7VT008,J-포리덕다운조끼,PP,퍼플,F,판매,의류,2023,11월,7,베스트,8
848,2024-02-23,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,S,판매,의류,2024,2월,3,바지,3
849,2024-02-23,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB3CA002,S-GFAVHN-미로에가디건,BK,블랙,F,판매,의류,2024,2월,3,가디건,2
850,2024-02-23,직영점,A0024,부산두실점(직),6,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,판매,의류,2024,2월,7,자켓,7
851,2024-02-23,직영점,A0024,부산두실점(직),7,정상,일반판매,AKI7JP007,J-도트니트자켓,BE,베이지,F,판매,의류,2023,9월,7,점퍼,7
852,2024-02-23,직영점,A0024,부산두실점(직),7,기획,일반판매,AKK7TS002,P-폴라기모T,MO,모카,F,판매,의류,2023,11월,7,티셔츠,2
853,2024-02-23,직영점,A0024,부산두실점(직),7,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,S,판매,의류,2024,2월,3,바지,1
854,2024-02-23,직영점,A0024,부산두실점(직),8,정상,일반판매,AKI7JK013,J-라운배색니트자켓,IV,아이보리,F,판매,의류,2023,9월,7,자켓,13
855,2024-02-23,직영점,A0024,부산두실점(직),8,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,BK,블랙,M,판매,의류,2024,2월,3,바지,1
856,2024-02-24,직영점,A0024,부산두실점(직),1,정상,일반판매,AHB3KT013,M-쿠치R,BE,베이지,F,판매,의류,2020,2월,3,니트,13
857,2024-02-24,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB7WS011,J-FCCSON-봄플라워셔츠,PK,핑크,F,판매,의류,2024,2월,7,남방,11
858,2024-02-24,직영점,A0024,부산두실점(직),2,정상,일반판매,BHE3MF015,땡땡이마,BL,블루,F,판매,잡화,2020,5월,3,머플러,15
859,2024-02-24,직영점,A0024,부산두실점(직),3,정상,일반판매,AJC7OP004,셔츠프릴OP,BK,블랙,F,판매,의류,2022,3월,7,원피스,4
860,2024-02-24,직영점,A0024,부산두실점(직),3,정상,일반판매,AIC7TS002,레이어드MTM,MU,머스타드,F,판매,의류,2021,3월,7,티셔츠,2
861,2024-02-24,직영점,A0024,부산두실점(직),3,정상,일반판매,AKI7KT016,J-위드폴라니트,OT,오트밀,F,판매,의류,2023,9월,7,니트,16
862,2024-02-24,직영점,A0024,부산두실점(직),3,정상,일반판매,AKI7KT028,J-블루포켓니트,BK,블랙,F,판매,의류,2023,9월,7,니트,28
863,2024-02-24,직영점,A0024,부산두실점(직),4,정상,일반판매,AEK2PT707,배색 부츠컷,DB,다크베이지,L,판매,의류,2017,11월,2,바지,707
864,2024-02-24,직영점,A0024,부산두실점(직),4,정상,일반판매,AJL3TS014,S-스피드라운드T,IV,아이보리,F,판매,의류,2022,12월,3,티셔츠,14
865,2024-02-24,직영점,A0024,부산두실점(직),5,정상,일반판매,AKA3TS004,C-앞절개자수맨투맨티,SO,소라,F,판매,의류,2023,1월,3,티셔츠,4
866,2024-02-24,직영점,A0024,부산두실점(직),5,정상,일반판매,BHB3MF004,미니가오리,BL,블루,F,판매,잡화,2020,2월,3,머플러,4
867,2024-02-24,직영점,A0024,부산두실점(직),5,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,OR,오렌지,F,판매,의류,2024,2월,3,니트,2
868,2024-02-24,직영점,A0024,부산두실점(직),6,정상,일반판매,AKI7PT001,J-플라워와이드데님배기,BL,블루,F,판매,의류,2023,9월,7,바지,1
869,2024-02-26,직영점,A0024,부산두실점(직),1,정상,일반판매,AJJ3PT014,S-아미배기,BE,베이지,F,판매,의류,2022,10월,3,바지,14
870,2024-02-26,직영점,A0024,부산두실점(직),1,정상,일반판매,AJI3PT006,C-항아리뒷밴딩PT,GR,회색,F,판매,의류,2022,9월,3,바지,6
871,2024-02-26,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,GE,그린,F,판매,의류,2024,2월,3,니트,2
872,2024-02-26,직영점,A0024,부산두실점(직),1,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PP,퍼플,F,판매,의류,2024,2월,3,니트,1
873,2024-02-26,직영점,A0024,부산두실점(직),2,정상,일반판매,BKI4SC004,포인트삭스(2pcs),XX,XX,F,판매,잡화,2023,9월,4,양말,4
874,2024-02-26,직영점,A0024,부산두실점(직),3,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
875,2024-02-26,직영점,A0024,부산두실점(직),3,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,3
876,2024-02-26,직영점,A0024,부산두실점(직),4,정상,일반판매,AHD3DP005,S-스마일청,LL,연청,M,판매,의류,2020,4월,3,데님,5
877,2024-02-26,직영점,A0024,부산두실점(직),4,정상,일반판매,AKJ7PT001,J-원밴딩와이드팬츠,KH,카키,F,판매,의류,2023,10월,7,바지,1
878,2024-02-26,직영점,A0024,부산두실점(직),4,정상,일반판매,AJJ3PT014,S-아미배기,BK,블랙,L,판매,의류,2022,10월,3,바지,14
879,2024-02-26,직영점,A0024,부산두실점(직),5,정상,일반판매,AEK1VT601,플라워 프린트 패딩 베스트,RE,레드,M,판매,의류,2017,11월,1,베스트,601
880,2024-02-26,직영점,A0024,부산두실점(직),6,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,BK,블랙,L,판매,의류,2023,9월,3,바지,15
881,2024-02-26,직영점,A0024,부산두실점(직),6,정상,일반판매,AKC3PT001,C-세느와이드코튼팬츠,IV,아이보리,L,판매,의류,2023,3월,3,바지,1
882,2024-02-26,직영점,A0024,부산두실점(직),7,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,GE,그린,F,판매,의류,2024,2월,3,남방,1
883,2024-02-26,직영점,A0024,부산두실점(직),7,정상,일반판매,AKB3BL009,S-이고소매,BK,블랙,F,판매,의류,2023,2월,3,블라우스,9
884,2024-02-26,직영점,A0024,부산두실점(직),7,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
885,2024-02-26,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO002,아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,2
886,2024-02-26,직영점,A0024,부산두실점(직),8,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
887,2024-02-26,직영점,A0024,부산두실점(직),9,정상,일반판매,BGC3MF023,텐샬악보,MT,민트,F,판매,잡화,2019,3월,3,머플러,23
888,2024-02-26,직영점,A0024,부산두실점(직),9,정상,일반판매,BHB3MF008,샤프란롱머플러,,네이비,F,판매,잡화,2020,2월,3,머플러,8
889,2024-02-26,직영점,A0024,부산두실점(직),10,기획,일반판매,AKK7TS002,P-폴라기모T,BK,블랙,F,판매,의류,2023,11월,7,티셔츠,2
890,2024-02-26,직영점,A0024,부산두실점(직),10,정상,일반판매,AIB3SK006,Z-카밀트렌치스커트,BK,블랙,F,판매,의류,2021,2월,3,스커트,6
891,2024-02-26,직영점,A0024,부산두실점(직),10,정상,일반판매,ALB3CA002,S-GFAVHN-미로에가디건,BK,블랙,F,판매,의류,2024,2월,3,가디건,2
892,2024-02-26,직영점,A0024,부산두실점(직),11,정상,일반판매,AKL3OP002,C-니트집업원피스,BK,블랙,F,반품,의류,2023,12월,3,원피스,2
893,2024-02-26,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,GE,그린,F,반품,의류,2024,2월,3,남방,1
894,2024-02-26,직영점,A0024,부산두실점(직),12,정상,일반판매,AKB3BL009,S-이고소매,BK,블랙,F,반품,의류,2023,2월,3,블라우스,9
895,2024-02-26,직영점,A0024,부산두실점(직),12,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,반품,의류,2024,2월,3,점퍼,2
896,2024-02-26,직영점,A0024,부산두실점(직),13,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,GE,그린,F,판매,의류,2024,2월,3,남방,1
897,2024-02-26,직영점,A0024,부산두실점(직),13,정상,일반판매,AKB3BL009,S-이고소매,BK,블랙,F,판매,의류,2023,2월,3,블라우스,9
898,2024-02-26,직영점,A0024,부산두실점(직),13,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,2
899,2024-02-26,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,6
900,2024-02-26,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,,네이비,F,판매,의류,2024,2월,3,티셔츠,6
901,2024-02-26,직영점,A0024,부산두실점(직),14,정상,일반판매,AKK3TS014,C-러빙기모맨투맨,OT,오트밀,F,판매,의류,2023,11월,3,티셔츠,14
902,2024-02-26,직영점,A0024,부산두실점(직),14,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매,의류,2024,2월,3,바지,6
903,2024-02-26,직영점,A0024,부산두실점(직),14,정상,일반판매,BHE3MF002,핀코드,BE,베이지,F,판매,잡화,2020,5월,3,머플러,2
904,2024-02-26,직영점,A0024,부산두실점(직),15,정상,일반판매,BKL7BG014,J-페페숄더백,RE,레드,F,판매,잡화,2023,12월,7,가방,14
905,2024-02-26,직영점,A0024,부산두실점(직),16,정상,일반판매,AKL7KT019,P3-사선반폴니트,BK,블랙,F,판매,의류,2023,12월,7,니트,19
906,2024-02-27,직영점,A0024,부산두실점(직),1,정상,일반판매,ZA00CO003,카페라떼(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,3
907,2024-02-27,직영점,A0024,부산두실점(직),2,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,L,판매,의류,2023,9월,4,바지,2
908,2024-02-27,직영점,A0024,부산두실점(직),2,정상,일반판매,AFA2KT707,모네타니트,PK,핑크,F,판매,의류,2018,1월,2,니트,707
909,2024-02-27,직영점,A0024,부산두실점(직),2,정상,일반판매,AIK7TS003,센터자수반목T,GE,그린,F,판매,의류,2021,11월,7,티셔츠,3
910,2024-02-27,직영점,A0024,부산두실점(직),3,정상,일반판매,ZA00CO019,아이스아메리카노(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,19
911,2024-02-27,직영점,A0024,부산두실점(직),4,정상,일반판매,AEK2PT702,겟 잇 정장 부츠컷,GR,회색,L,판매,의류,2017,11월,2,바지,702
912,2024-02-27,직영점,A0024,부산두실점(직),5,정상,일반판매,ZA00CO046,레몬생강차(음료),XX,XX,XX,판매,커피,2013,사계절,0,커피,46
