?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
1,2024-01-02,직영점,A0025,부산연지점(직),1,정상,일반판매,BKL4MF001,울제비니트고리,BK,블랙,F,판매,잡화,2023,12월,4,머플러,001
2,2024-01-02,직영점,A0025,부산연지점(직),1,정상,일반판매,AJA3JP006,S-사각체크JP,BE,베이지,F,판매,의류,2022,1월,3,점퍼,006
3,2024-01-02,직영점,A0025,부산연지점(직),2,정상,일반판매,AKL7KT020,P3-크로스폴라니트,GR,회색,F,판매,의류,2023,12월,7,니트,020
4,2024-01-02,직영점,A0025,부산연지점(직),3,정상,일반판매,AJL3KT013,S-호피포켓니트,BE,베이지,F,판매,의류,2022,12월,3,니트,013
5,2024-01-02,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK7SK005,J-허밍니트스커트,BE,베이지,F,판매,의류,2023,11월,7,스커트,005
6,2024-01-03,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL3VT001,C-울후드니트조끼(23),CH,챠콜,F,판매,의류,2023,12월,3,베스트,001
7,2024-01-03,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3PT005,C-스타기모통(23),CH,챠콜,M,판매,의류,2023,11월,3,바지,005
8,2024-01-04,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL3KT004,S-분홍꽃KT,GR,회색,F,판매,의류,2023,12월,3,니트,004
9,2024-01-04,직영점,A0025,부산연지점(직),2,기획,일반판매,AKK7TS002,P-폴라기모T,BG,청록색,F,판매,의류,2023,11월,7,티셔츠,002
10,2024-01-04,직영점,A0025,부산연지점(직),3,정상,20% 할인(직원할인),BKI7BG009,리치투웨이백,BK,블랙,F,판매,잡화,2023,9월,7,가방,009
11,2024-01-04,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK3PT013,C-시보리골덴배기(기모),BE,베이지,M,판매,의류,2023,11월,3,바지,013
12,2024-01-04,직영점,A0025,부산연지점(직),5,기획,일반판매,AKK7VT005,J-하이넥패딩조끼,IV,아이보리,F,판매,의류,2023,11월,7,베스트,005
13,2024-01-04,직영점,A0025,부산연지점(직),6,정상,일반판매,BKI4SB001,큐빅밴드키높이(5091),BK,블랙,40,판매,잡화,2023,9월,4,신발,001
14,2024-01-04,직영점,A0025,부산연지점(직),7,기획,일반판매,AKL7PT002,P-버클부츠컷슬랙스,BK,블랙,S,판매,의류,2023,12월,7,바지,002
15,2024-01-04,직영점,A0025,부산연지점(직),8,정상,일반판매,BJK4CP002,방울니트챙,BK,블랙,F,판매,잡화,2022,11월,4,모자,002
16,2024-01-04,직영점,A0025,부산연지점(직),9,정상,일반판매,AKK7KT012,J-무지폴라니트,MO,모카,F,판매,의류,2023,11월,7,니트,012
17,2024-01-04,직영점,A0025,부산연지점(직),10,정상,일반판매,AJK3KT004,C-카렌폴라니트,RB,적갈색/벽돌,F,판매,의류,2022,11월,3,니트,004
18,2024-01-04,직영점,A0025,부산연지점(직),10,정상,일반판매,AKJ7PT003,J-가든자수골덴배기,BE,베이지,F,판매,의류,2023,10월,7,바지,003
19,2024-01-04,직영점,A0025,부산연지점(직),10,정상,일반판매,AKK7VT013,J-페이퍼니트조끼,RE,레드,F,판매,의류,2023,11월,7,베스트,013
20,2024-01-04,직영점,A0025,부산연지점(직),10,기획,일반판매,AKL7KT003,P-로제폴라니트,RE,레드,F,판매,의류,2023,12월,7,니트,003
21,2024-01-04,직영점,A0025,부산연지점(직),10,정상,일반판매,BGL3MF035,골지호피,MU,머스타드,F,판매,잡화,2019,12월,3,머플러,035
22,2024-01-04,직영점,A0025,부산연지점(직),11,정상,일반판매,BJL4MF014,그리미밍크,GE,그린,F,판매,잡화,2022,12월,4,머플러,014
23,2024-01-04,직영점,A0025,부산연지점(직),11,정상,일반판매,BGL3MF035,골지호피,MU,머스타드,F,판매,잡화,2019,12월,3,머플러,035
24,2024-01-05,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK7VT021,J-폴라집업조끼,IV,아이보리,F,판매,의류,2023,11월,7,베스트,021
25,2024-01-05,직영점,A0025,부산연지점(직),2,정상,일반판매,BKL4CP016,뜨뜨귀꽈배기햇,CG,차콜그레이,F,판매,잡화,2023,12월,4,모자,016
26,2024-01-05,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL3OP003,C-반집업기모OPS,BK,블랙,F,판매,의류,2023,12월,3,원피스,003
27,2024-01-05,직영점,A0025,부산연지점(직),4,정상,일반판매,BKL4SC001,레이스기모덧신(2pcs),XX,XX,F,판매,잡화,2023,12월,4,양말,001
28,2024-01-05,직영점,A0025,부산연지점(직),4,정상,일반판매,BJL4MF005,자석방울목도리,BK,블랙,F,판매,잡화,2022,12월,4,머플러,005
29,2024-01-05,직영점,A0025,부산연지점(직),5,기획,일반판매,AKL7KT003,P-로제폴라니트,RE,레드,F,판매,의류,2023,12월,7,니트,003
30,2024-01-05,직영점,A0025,부산연지점(직),5,정상,일반판매,AKJ7KT006,J-비비드폴라니트,BR,브라운,F,판매,의류,2023,10월,7,니트,006
31,2024-01-05,직영점,A0025,부산연지점(직),6,정상,일반판매,AKL7KT015,J-눈꽃소녀니트,BE,베이지,F,판매,의류,2023,12월,7,니트,015
32,2024-01-05,직영점,A0025,부산연지점(직),7,정상,일반판매,AKL7KT007,J-삼색단니트,BE,베이지,F,판매,의류,2023,12월,7,니트,007
33,2024-01-07,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK7VT008,J-포리덕다운조끼,PP,퍼플,F,판매,의류,2023,11월,7,베스트,008
34,2024-01-07,직영점,A0025,부산연지점(직),2,정상,일반판매,BKL7MF005,컬러풀머플러,YE,옐로우,F,판매,잡화,2023,12월,7,머플러,005
35,2024-01-07,직영점,A0025,부산연지점(직),2,정상,일반판매,AKJ3CA001,C-필링도트가디건,BK,블랙,F,판매,의류,2023,10월,3,가디건,001
36,2024-01-07,직영점,A0025,부산연지점(직),2,정상,일반판매,AKL7KT008,J-스트라이프니트,BE,베이지,F,판매,의류,2023,12월,7,니트,008
37,2024-01-08,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK3PT007,S-기모건빵바지,BK,블랙,M,판매,의류,2023,11월,3,바지,007
38,2024-01-08,직영점,A0025,부산연지점(직),2,정상,일반판매,AHK7KT010,라인KT,RE,레드,F,판매,의류,2020,11월,7,니트,010
39,2024-01-08,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL7KT011,J-에어벌룬니트,,네이비,F,판매,의류,2023,12월,7,니트,011
40,2024-01-08,직영점,A0025,부산연지점(직),3,정상,일반판매,AKK4CT001,S-캐시후드핸드메이드,IV,아이보리,F,판매,의류,2023,11월,4,코트,001
41,2024-01-08,직영점,A0025,부산연지점(직),4,정상,일반판매,AKL7KT011,J-에어벌룬니트,,네이비,F,반품,의류,2023,12월,7,니트,011
42,2024-01-08,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK4CT001,S-캐시후드핸드메이드,IV,아이보리,F,반품,의류,2023,11월,4,코트,001
43,2024-01-08,직영점,A0025,부산연지점(직),5,정상,일반판매,AKK4CT001,S-캐시후드핸드메이드,IV,아이보리,F,판매,의류,2023,11월,4,코트,001
44,2024-01-08,직영점,A0025,부산연지점(직),6,기획,일반판매,AKK7TS002,P-폴라기모T,MO,모카,F,판매,의류,2023,11월,7,티셔츠,002
45,2024-01-09,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL7JP018,P3-오렌지덕다운패딩,OR,오렌지,F,판매,의류,2023,12월,7,점퍼,018
46,2024-01-09,직영점,A0025,부산연지점(직),2,기획,일반판매,AKL7KT001,P-모드폴라니트,IV,아이보리,F,판매,의류,2023,12월,7,니트,001
47,2024-01-09,직영점,A0025,부산연지점(직),2,정상,일반판매,AKJ7KT006,J-비비드폴라니트,OT,오트밀,F,판매,의류,2023,10월,7,니트,006
48,2024-01-09,직영점,A0025,부산연지점(직),2,정상,일반판매,AKL3KT004,S-분홍꽃KT,BK,블랙,F,판매,의류,2023,12월,3,니트,004
49,2024-01-11,직영점,A0025,부산연지점(직),1,정상,일반판매,BKL7MF004,와플니트고리,YE,옐로우,F,판매,잡화,2023,12월,7,머플러,004
50,2024-01-11,직영점,A0025,부산연지점(직),2,정상,일반판매,BGL3MF035,골지호피,MU,머스타드,F,판매,잡화,2019,12월,3,머플러,035
51,2024-01-11,직영점,A0025,부산연지점(직),3,정상,20% 할인(직원할인),AKK7JP027,J-버클스트링점퍼,GR,회색,F,판매,의류,2023,11월,7,점퍼,027
52,2024-01-11,직영점,A0025,부산연지점(직),3,정상,20% 할인(직원할인),AKL7PT004,J-다이아누비팬츠,BE,베이지,F,판매,의류,2023,12월,7,바지,004
53,2024-01-11,직영점,A0025,부산연지점(직),4,기획,일반판매,AKL7KT003,P-로제폴라니트,BK,블랙,F,판매,의류,2023,12월,7,니트,003
54,2024-01-11,직영점,A0025,부산연지점(직),5,정상,일반판매,AEK1BL401,기모 데님 워싱 셔츠,BK,블랙,L,판매,의류,2017,11월,1,블라우스,401
55,2024-01-12,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL7KT012,J-페어리니트,BE,베이지,F,판매,의류,2023,12월,7,니트,012
56,2024-01-12,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK7KT014,J-스케치래빗니트,PK,핑크,F,판매,의류,2023,11월,7,니트,014
57,2024-01-12,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK7KT017,J-루이폴라니트,PP,퍼플,F,판매,의류,2023,11월,7,니트,017
58,2024-01-12,직영점,A0025,부산연지점(직),3,정상,일반판매,AHC3CT016,Q-엔클라인버버리,PK,핑크,L,판매,의류,2020,3월,3,코트,016
59,2024-01-12,직영점,A0025,부산연지점(직),3,정상,일반판매,AKK3PT002,C-더치골덴통바지(기모),CH,챠콜,M,판매,의류,2023,11월,3,바지,002
60,2024-01-12,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL7KT007,J-삼색단니트,BE,베이지,F,판매,의류,2023,12월,7,니트,007
61,2024-01-12,직영점,A0025,부산연지점(직),4,정상,일반판매,AKL7JP017,P3-세모끈덕다운,BR,브라운,F,판매,의류,2023,12월,7,점퍼,017
62,2024-01-12,직영점,A0025,부산연지점(직),5,정상,일반판매,AIL7KT013,곰보이니트,,네이비,F,판매,의류,2021,12월,7,니트,013
63,2024-01-12,직영점,A0025,부산연지점(직),5,정상,일반판매,BKL7MF003,스퀘어니트고리,BK,블랙,F,판매,잡화,2023,12월,7,머플러,003
64,2024-01-12,직영점,A0025,부산연지점(직),5,정상,일반판매,AJQ4VT001,양모집업조끼,BK,블랙,L,판매,의류,2022,퍼(FUR),4,베스트,001
65,2024-01-12,직영점,A0025,부산연지점(직),5,정상,일반판매,AHK7KT005,호피나염KT,GR,회색,F,판매,의류,2020,11월,7,니트,005
66,2024-01-12,직영점,A0025,부산연지점(직),6,정상,일반판매,AKL7JP003,P-니트카라덕다운,BE,베이지,F,판매,의류,2023,12월,7,점퍼,003
67,2024-01-12,직영점,A0025,부산연지점(직),7,정상,일반판매,AEI2VT601,몽마르뜨 니트 원피스,BR,브라운,M,판매,의류,2017,9월,2,베스트,601
68,2024-01-12,직영점,A0025,부산연지점(직),8,정상,일반판매,AKJ3TS008,S-모니카맨투맨,OT,오트밀,F,판매,의류,2023,10월,3,티셔츠,008
69,2024-01-12,직영점,A0025,부산연지점(직),8,정상,일반판매,AKK3TS016,C-베러맨투맨T,IV,아이보리,F,판매,의류,2023,11월,3,티셔츠,016
70,2024-01-12,직영점,A0025,부산연지점(직),8,정상,일반판매,AKB3TS001,C-스프링레터맨투맨,GE,그린,F,판매,의류,2023,2월,3,티셔츠,001
71,2024-01-12,직영점,A0025,부산연지점(직),9,정상,일반판매,BJL4MF014,그리미밍크,GE,그린,F,판매,잡화,2022,12월,4,머플러,014
72,2024-01-13,직영점,A0025,부산연지점(직),1,정상,일반판매,AEK1PT601,플리츠 캐주얼 바지,BK,블랙,L,판매,의류,2017,11월,1,바지,601
73,2024-01-13,직영점,A0025,부산연지점(직),1,정상,일반판매,AJL7OP001,소매롱니트OPS,GR,회색,F,판매,의류,2022,12월,7,원피스,001
74,2024-01-13,직영점,A0025,부산연지점(직),1,정상,일반판매,AEK1KN706,라운드 H롱 니트,BE,베이지,F,판매,의류,2017,11월,1,니트나시,706
75,2024-01-13,직영점,A0025,부산연지점(직),1,정상,일반판매,AEK1TS501,언발란스 슬림 짚업티셔츠,BK,블랙,XL,판매,의류,2017,11월,1,티셔츠,501
76,2024-01-13,직영점,A0025,부산연지점(직),2,정상,일반판매,BKK4MF004,울D미니고리,IV,아이보리,F,판매,잡화,2023,11월,4,머플러,004
77,2024-01-13,직영점,A0025,부산연지점(직),2,정상,일반판매,AKJ7KT003,J-큐빅골지니트,IV,아이보리,F,판매,의류,2023,10월,7,니트,003
78,2024-01-13,직영점,A0025,부산연지점(직),2,정상,일반판매,KFZ3AK001,K블랙리버시블,BK,블랙,F,판매,이벤트상품,2018,특종,3,스크래치특가,001
79,2024-01-13,직영점,A0025,부산연지점(직),3,정상,일반판매,BII4MF007,로마머플러,,네이비,F,판매,잡화,2021,9월,4,머플러,007
80,2024-01-13,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL7JP019,P4-포켓장식덕다운,LG,연한그레이,F,판매,의류,2023,12월,7,점퍼,019
81,2024-01-13,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL7KT020,P3-크로스폴라니트,GR,회색,F,판매,의류,2023,12월,7,니트,020
82,2024-01-13,직영점,A0025,부산연지점(직),3,정상,일반판매,AJK3KT004,C-카렌폴라니트,RB,적갈색/벽돌,F,판매,의류,2022,11월,3,니트,004
83,2024-01-13,직영점,A0025,부산연지점(직),4,정상,일반판매,AJA7JK006,누빔도트JK,IV,아이보리,F,판매,의류,2022,1월,7,자켓,006
84,2024-01-13,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK7SK002,J-플레어니트스커트,PK,핑크,F,판매,의류,2023,11월,7,스커트,002
85,2024-01-13,직영점,A0025,부산연지점(직),4,정상,일반판매,AJC4TS002,M-리엔T,WH,화이트,L,판매,의류,2022,3월,4,티셔츠,002
86,2024-01-13,직영점,A0025,부산연지점(직),5,정상,일반판매,AJA7JK006,누빔도트JK,IV,아이보리,F,반품,의류,2022,1월,7,자켓,006
87,2024-01-13,직영점,A0025,부산연지점(직),5,정상,일반판매,AKK7SK002,J-플레어니트스커트,PK,핑크,F,반품,의류,2023,11월,7,스커트,002
88,2024-01-13,직영점,A0025,부산연지점(직),5,정상,일반판매,AJC4TS002,M-리엔T,WH,화이트,L,반품,의류,2022,3월,4,티셔츠,002
89,2024-01-13,직영점,A0025,부산연지점(직),6,정상,일반판매,AJC4TS002,M-리엔T,WH,화이트,L,판매,의류,2022,3월,4,티셔츠,002
90,2024-01-13,직영점,A0025,부산연지점(직),6,정상,일반판매,AKL3KT004,S-분홍꽃KT,GR,회색,F,판매,의류,2023,12월,3,니트,004
91,2024-01-13,직영점,A0025,부산연지점(직),6,정상,일반판매,AKK7SK002,J-플레어니트스커트,PK,핑크,F,판매,의류,2023,11월,7,스커트,002
92,2024-01-13,직영점,A0025,부산연지점(직),6,정상,일반판매,AJA7JK006,누빔도트JK,IV,아이보리,F,판매,의류,2022,1월,7,자켓,006
93,2024-01-13,직영점,A0025,부산연지점(직),7,정상,일반판매,BKL7BG009,J-패치숄더백,KH,카키,F,판매,잡화,2023,12월,7,가방,009
94,2024-01-13,직영점,A0025,부산연지점(직),8,정상,일반판매,AJE7ST002,블라나염ST,,네이비,F,판매,의류,2022,5월,7,세트,002
95,2024-01-15,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL7KT014,J-캣골지폴라니트,BE,베이지,F,판매,의류,2023,12월,7,니트,014
96,2024-01-15,직영점,A0025,부산연지점(직),2,정상,일반판매,BKL4CP006,패딩덤블보넷,BE,베이지,F,판매,잡화,2023,12월,4,모자,006
97,2024-01-15,직영점,A0025,부산연지점(직),3,정상,일반판매,AKA3KT004,S-드림베어KT,OL,올리브,F,판매,의류,2023,1월,3,니트,004
98,2024-01-15,직영점,A0025,부산연지점(직),4,기획,일반판매,AKK7VT023,P-플라워집업조끼,BK,블랙,F,판매,의류,2023,11월,7,베스트,023
99,2024-01-15,직영점,A0025,부산연지점(직),5,정상,일반판매,AEK2PT707,배색 부츠컷,DB,다크베이지,L,판매,의류,2017,11월,2,바지,707
100,2024-01-15,직영점,A0025,부산연지점(직),5,정상,일반판매,AKL7KT019,P3-사선반폴니트,BK,블랙,F,판매,의류,2023,12월,7,니트,019
101,2024-01-15,직영점,A0025,부산연지점(직),6,정상,일반판매,AIC3OP013,S-츄즈OPS,SO,소라,F,판매,의류,2021,3월,3,원피스,013
102,2024-01-15,직영점,A0025,부산연지점(직),6,정상,일반판매,BKL4SC001,레이스기모덧신(2pcs),XX,XX,F,판매,잡화,2023,12월,4,양말,001
103,2024-01-15,직영점,A0025,부산연지점(직),7,정상,일반판매,AKI7JK013,J-라운배색니트자켓,BK,블랙,F,판매,의류,2023,9월,7,자켓,013
104,2024-01-15,직영점,A0025,부산연지점(직),8,정상,일반판매,AKJ7KT003,J-큐빅골지니트,IV,아이보리,F,판매,의류,2023,10월,7,니트,003
105,2024-01-15,직영점,A0025,부산연지점(직),9,정상,일반판매,AKJ7KT006,J-비비드폴라니트,OT,오트밀,F,판매,의류,2023,10월,7,니트,006
106,2024-01-15,직영점,A0025,부산연지점(직),9,정상,일반판매,AKJ7KT006,J-비비드폴라니트,BK,블랙,F,판매,의류,2023,10월,7,니트,006
107,2024-01-16,직영점,A0025,부산연지점(직),1,기획,일반판매,AKK7JK004,P-글루밍퍼자켓,IV,아이보리,F,판매,의류,2023,11월,7,자켓,004
108,2024-01-16,직영점,A0025,부산연지점(직),1,정상,일반판매,AKL7KT013,J-굿니트후디,BE,베이지,F,판매,의류,2023,12월,7,니트,013
109,2024-01-16,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3PT007,S-기모건빵바지,BK,블랙,L,판매,의류,2023,11월,3,바지,007
110,2024-01-16,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK7KT017,J-루이폴라니트,PP,퍼플,F,판매,의류,2023,11월,7,니트,017
111,2024-01-16,직영점,A0025,부산연지점(직),3,정상,일반판매,AIC3TS035,S-해바라기T,PP,퍼플,F,판매,의류,2021,3월,3,티셔츠,035
112,2024-01-16,직영점,A0025,부산연지점(직),4,기획,일반판매,AKK7VT023,P-플라워집업조끼,PP,퍼플,F,판매,의류,2023,11월,7,베스트,023
113,2024-01-16,직영점,A0025,부산연지점(직),4,기획,일반판매,AKK7VT023,P-플라워집업조끼,BK,블랙,F,판매,의류,2023,11월,7,베스트,023
114,2024-01-16,직영점,A0025,부산연지점(직),5,정상,일반판매,AKL7KT017,P3-셀폴라니트,BK,블랙,F,판매,의류,2023,12월,7,니트,017
115,2024-01-17,직영점,A0025,부산연지점(직),1,정상,일반판매,AIL7KT015,커팅기모KT,BL,블루,F,판매,의류,2021,12월,7,니트,015
116,2024-01-17,직영점,A0025,부산연지점(직),2,정상,일반판매,AEI2OP604,요세미티 데님 루즈핏 롱 원피스,BL,블루,L,판매,의류,2017,9월,2,원피스,604
117,2024-01-17,직영점,A0025,부산연지점(직),3,기획,일반판매,AKK7TS002,P-폴라기모T,WN,와인,F,판매,의류,2023,11월,7,티셔츠,002
118,2024-01-17,직영점,A0025,부산연지점(직),3,정상,일반판매,AJE3ST001,Q-굿드세트,YG,연두색,F,판매,의류,2022,5월,3,세트,001
119,2024-01-17,직영점,A0025,부산연지점(직),3,정상,일반판매,AHI7OP004,롱라운드후디,BE,베이지,F,판매,의류,2020,9월,7,원피스,004
120,2024-01-18,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK7KT021,J-파인단추니트,MO,모카,F,판매,의류,2023,11월,7,니트,021
121,2024-01-18,직영점,A0025,부산연지점(직),2,정상,일반판매,BKL7MF004,와플니트고리,GE,그린,F,판매,잡화,2023,12월,7,머플러,004
122,2024-01-18,직영점,A0025,부산연지점(직),3,정상,일반판매,AIK3CT010,S-울요꼬코트,BR,브라운,F,판매,의류,2021,11월,3,코트,010
123,2024-01-19,직영점,A0025,부산연지점(직),1,정상,일반판매,BKL7BG009,J-패치숄더백,BK,블랙,F,판매,잡화,2023,12월,7,가방,009
124,2024-01-19,직영점,A0025,부산연지점(직),1,정상,일반판매,BJL4SC003,울포인삭스(2pcs),XX,XX,F,판매,잡화,2022,12월,4,양말,003
125,2024-01-19,직영점,A0025,부산연지점(직),2,정상,일반판매,BKL4CP007,타조돌돌이챙,BE,베이지,F,판매,잡화,2023,12월,4,모자,007
126,2024-01-19,직영점,A0025,부산연지점(직),3,정상,일반판매,AKK7KT020,J-하이캣자수니트,OL,올리브,F,판매,의류,2023,11월,7,니트,020
127,2024-01-19,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL7KT005,J-젤리반폴니트,BE,베이지,F,판매,의류,2023,12월,7,니트,005
128,2024-01-19,직영점,A0025,부산연지점(직),4,정상,일반판매,AKI7JK013,J-라운배색니트자켓,IV,아이보리,F,판매,의류,2023,9월,7,자켓,013
129,2024-01-19,직영점,A0025,부산연지점(직),5,정상,일반판매,AKK3PT006,S-시보리기모배기팬츠,BK,블랙,M,판매,의류,2023,11월,3,바지,006
130,2024-01-19,직영점,A0025,부산연지점(직),6,정상,일반판매,AKK7VT019,J-멜로우니트조끼,GE,그린,F,판매,의류,2023,11월,7,베스트,019
131,2024-01-19,직영점,A0025,부산연지점(직),7,정상,일반판매,AKL7KT017,P3-셀폴라니트,BK,블랙,F,판매,의류,2023,12월,7,니트,017
132,2024-01-19,직영점,A0025,부산연지점(직),7,정상,일반판매,AKJ3TS009,C-앙고라폴라티,BL,블루,F,판매,의류,2023,10월,3,티셔츠,009
133,2024-01-19,직영점,A0025,부산연지점(직),8,기획,일반판매,AKK7TS002,P-폴라기모T,BG,청록색,F,판매,의류,2023,11월,7,티셔츠,002
134,2024-01-19,직영점,A0025,부산연지점(직),9,정상,일반판매,AKK7KT014,J-스케치래빗니트,BE,베이지,F,판매,의류,2023,11월,7,니트,014
135,2024-01-20,직영점,A0025,부산연지점(직),1,정상,일반판매,KFZ3AK001,K블랙리버시블,BK,블랙,F,판매,이벤트상품,2018,특종,3,스크래치특가,001
136,2024-01-20,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK3PT007,S-기모건빵바지,BK,블랙,M,판매,의류,2023,11월,3,바지,007
137,2024-01-20,직영점,A0025,부산연지점(직),1,정상,일반판매,AKJ3VT004,C-버튼니트조끼,BR,브라운,F,판매,의류,2023,10월,3,베스트,004
138,2024-01-20,직영점,A0025,부산연지점(직),2,정상,일반판매,AKL7KT015,J-눈꽃소녀니트,BE,베이지,F,판매,의류,2023,12월,7,니트,015
139,2024-01-20,직영점,A0025,부산연지점(직),2,정상,일반판매,AKJ7DP002,J-로튼데님배기,DL,진청,M,판매,의류,2023,10월,7,데님,002
140,2024-01-20,직영점,A0025,부산연지점(직),3,정상,일반판매,AEK1PT602,오발 캐주얼 바지,GR,회색,M,판매,의류,2017,11월,1,바지,602
141,2024-01-20,직영점,A0025,부산연지점(직),4,정상,일반판매,AKL7JP017,P3-세모끈덕다운,BR,브라운,F,판매,의류,2023,12월,7,점퍼,017
142,2024-01-20,직영점,A0025,부산연지점(직),4,기획,일반판매,AKL7KT001,P-모드폴라니트,KH,카키,F,판매,의류,2023,12월,7,니트,001
143,2024-01-21,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK3JP001,C-치치후드집업,IV,아이보리,F,판매,의류,2023,11월,3,점퍼,001
144,2024-01-22,직영점,A0025,부산연지점(직),1,정상,일반판매,AKK4CT001,S-캐시후드핸드메이드,BE,베이지,F,판매,의류,2023,11월,4,코트,001
145,2024-01-22,직영점,A0025,부산연지점(직),2,정상,일반판매,AKL3OP003,C-반집업기모OPS,BE,베이지,F,판매,의류,2023,12월,3,원피스,003
146,2024-01-22,직영점,A0025,부산연지점(직),2,기획,일반판매,AKL7PT001,P-미우밴딩팬츠,BR,브라운,XL,판매,의류,2023,12월,7,바지,001
147,2024-01-23,직영점,A0025,부산연지점(직),1,정상,일반판매,BKL4GV001,잔꽃포근장갑,XX,XX,F,판매,잡화,2023,12월,4,장갑,001
148,2024-01-23,직영점,A0025,부산연지점(직),2,정상,일반판매,AIC3ST006,S-R니트세트,PK,핑크,F,판매,의류,2021,3월,3,세트,006
149,2024-01-23,직영점,A0025,부산연지점(직),2,정상,일반판매,AKI7JP002,J-카라레더점퍼,BR,브라운,F,판매,의류,2023,9월,7,점퍼,002
150,2024-01-23,직영점,A0025,부산연지점(직),2,정상,일반판매,AKB3CA008,C-캐미투포켓오픈가디건,MT,민트,F,판매,의류,2023,2월,3,가디건,008
151,2024-01-23,직영점,A0025,부산연지점(직),2,정상,일반판매,AEI2BL602,샌디에고 데님셔츠 점퍼,BL,블루,L,판매,의류,2017,9월,2,블라우스,602
152,2024-01-23,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3DP007,C-헤비와이드기모부츠컷데님,DL,진청,L,판매,의류,2023,11월,3,데님,007
153,2024-01-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AIC3ST006,S-R니트세트,PK,핑크,F,판매,의류,2021,3월,3,세트,006
154,2024-01-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AKI7JP002,J-카라레더점퍼,BR,브라운,F,판매,의류,2023,9월,7,점퍼,002
155,2024-01-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AKB3CA008,C-캐미투포켓오픈가디건,MT,민트,F,판매,의류,2023,2월,3,가디건,008
156,2024-01-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AEI2BL602,샌디에고 데님셔츠 점퍼,BL,블루,L,판매,의류,2017,9월,2,블라우스,602
157,2024-01-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AKK3DP007,C-헤비와이드기모부츠컷데님,DL,진청,L,판매,의류,2023,11월,3,데님,007
158,2024-01-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AIC3ST006,S-R니트세트,PK,핑크,F,반품,의류,2021,3월,3,세트,006
159,2024-01-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AKI7JP002,J-카라레더점퍼,BR,브라운,F,반품,의류,2023,9월,7,점퍼,002
160,2024-01-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AKB3CA008,C-캐미투포켓오픈가디건,MT,민트,F,반품,의류,2023,2월,3,가디건,008
161,2024-01-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AEI2BL602,샌디에고 데님셔츠 점퍼,BL,블루,L,반품,의류,2017,9월,2,블라우스,602
162,2024-01-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK3DP007,C-헤비와이드기모부츠컷데님,DL,진청,L,반품,의류,2023,11월,3,데님,007
163,2024-01-23,직영점,A0025,부산연지점(직),5,정상,일반판매,AIL7DP004,하트샵자수청,DL,진청,F,판매,의류,2021,12월,7,데님,004
164,2024-01-23,직영점,A0025,부산연지점(직),6,정상,일반판매,AEJ2CT101,다우리버 자카드 페미닌코트,IV,아이보리,XL,판매,의류,2017,10월,2,코트,101
165,2024-01-23,직영점,A0025,부산연지점(직),6,정상,일반판매,AEJ1PT401,그리피스 보헤미안 니트 팬츠,DK,진카키,M,판매,의류,2017,10월,1,바지,401
166,2024-01-23,직영점,A0025,부산연지점(직),6,정상,일반판매,AEH1SK602,디어걸 티어드 드레스스커트,OT,오트밀,M,판매,의류,2017,8월,1,스커트,602
167,2024-01-23,직영점,A0025,부산연지점(직),6,정상,일반판매,AKB3WS011,S-옆꽃자수롱NB,BK,블랙,F,판매,의류,2023,2월,3,남방,011
