?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
590,2024-03-05,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매,의류,2024,2월,7,자켓,001
591,2024-03-05,직영점,A0086,부산구서점(직),1,정상,일반판매,AIE3DP002,S-B791컷팅,DL,진청,M,판매,의류,2021,5월,3,데님,002
592,2024-03-05,직영점,A0086,부산구서점(직),2,정상,일반판매,AKC7BL003,브리즈블라우스,PK,핑크,F,판매,의류,2023,3월,7,블라우스,003
593,2024-03-05,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4MF005,진주플리츠머플러,BK,블랙,F,판매,잡화,2024,3월,4,머플러,005
594,2024-03-05,직영점,A0086,부산구서점(직),3,정상,일반판매,AJC3PT010,S-트윙클배기,BK,블랙,F,반품,의류,2022,3월,3,바지,010
595,2024-03-05,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,반품,의류,2024,2월,7,남방,007
596,2024-03-05,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,판매,의류,2024,2월,7,남방,007
597,2024-03-05,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,M,판매,의류,2024,2월,3,바지,004
598,2024-03-05,직영점,A0086,부산구서점(직),5,정상,일반판매,AKJ7KT001,J-심플라운드니트,IV,아이보리,F,판매,의류,2023,10월,7,니트,001
599,2024-03-05,직영점,A0086,부산구서점(직),5,정상,일반판매,AIB4PT001,S-언발바지,BK,블랙,M,판매,의류,2021,2월,4,바지,001
600,2024-03-05,직영점,A0086,부산구서점(직),5,정상,일반판매,AKJ3JK002,S-로밍레자자켓,BR,브라운,F,판매,의류,2023,10월,3,자켓,002
601,2024-03-06,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3SL001,S-CFPXC9-고방부츠컷SL,GR,회색,M,판매,의류,2024,2월,3,바지,001
602,2024-03-06,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4CP004,체크통꺽쇠벙,PK,핑크,F,판매,잡화,2024,3월,4,모자,004
603,2024-03-06,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3JP002,S-OSPMAN-포켓배색이중점퍼,GE,그린,F,판매,의류,2024,2월,3,점퍼,002
604,2024-03-06,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB7BL001,J-OCTRHN-체인니트블라우스,WH,화이트,F,판매,의류,2024,2월,7,블라우스,001
605,2024-03-06,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,L,판매,의류,2024,2월,3,바지,003
606,2024-03-06,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매,의류,2024,2월,3,바지,003
607,2024-03-06,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,L,판매,의류,2024,2월,3,바지,004
608,2024-03-06,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,M,판매,의류,2024,2월,3,바지,004
609,2024-03-06,직영점,A0086,부산구서점(직),6,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,판매,의류,2022,2월,4,바지,001
610,2024-03-06,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,,네이비,F,판매,의류,2024,2월,3,티셔츠,009
611,2024-03-07,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매,의류,2024,2월,3,바지,006
612,2024-03-07,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매,의류,2024,2월,3,코트,003
613,2024-03-07,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매,의류,2024,2월,3,데님,009
614,2024-03-07,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,반품,의류,2024,2월,3,코트,003
615,2024-03-07,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품,의류,2024,2월,3,데님,009
616,2024-03-07,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매,의류,2024,2월,3,데님,009
617,2024-03-07,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7WS016,J-TCTRAN-프릴단셔츠,ST,스트라이프,F,판매,의류,2024,2월,7,남방,016
618,2024-03-07,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매,의류,2024,2월,3,데님,009
619,2024-03-07,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매,의류,2024,2월,7,자켓,005
620,2024-03-07,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매,의류,2024,2월,3,데님,009
621,2024-03-07,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매,의류,2024,2월,3,코트,003
622,2024-03-07,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,반품,의류,2024,2월,3,데님,009
623,2024-03-07,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7WS016,J-TCTRAN-프릴단셔츠,ST,스트라이프,F,반품,의류,2024,2월,7,남방,016
624,2024-03-07,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매,의류,2024,2월,3,코트,003
625,2024-03-07,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매,의류,2024,2월,3,데님,009
626,2024-03-07,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,반품,의류,2024,2월,3,바지,003
627,2024-03-07,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,반품,의류,2024,2월,3,바지,003
628,2024-03-07,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매,의류,2024,2월,3,바지,006
629,2024-03-07,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매,의류,2024,2월,7,블라우스,002
630,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
631,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매,의류,2024,2월,3,바지,003
632,2024-03-07,직영점,A0086,부산구서점(직),12,정상,20% 할인(직원할인),ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매,의류,2024,2월,7,블라우스,002
633,2024-03-07,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매,의류,2024,2월,7,블라우스,002
634,2024-03-07,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,,네이비,F,판매,의류,2024,2월,3,티셔츠,006
635,2024-03-08,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7BL001,J-OCTRHN-체인니트블라우스,WH,화이트,F,판매,의류,2024,2월,7,블라우스,001
636,2024-03-08,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3TS001,C-OCCDHN-로이자수후드티,BE,베이지,F,판매,의류,2024,2월,3,티셔츠,001
637,2024-03-08,직영점,A0086,부산구서점(직),3,정상,일반판매,AKL3PT006,C-올리기모와이드슬랙스,BE,베이지,F,판매,의류,2023,12월,3,바지,006
638,2024-03-08,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3TS004,C-SCCRHN-리브트임7부,YG,연두색,F,판매,의류,2024,3월,3,티셔츠,004
639,2024-03-08,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매,의류,2024,2월,7,자켓,005
640,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,판매,의류,2024,2월,3,블라우스,002
641,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매,의류,2024,2월,3,바지,006
642,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,판매,의류,2024,2월,3,바지,006
643,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,AKC3JP023,S-테잎비조롱JP,SO,소라,F,판매,의류,2023,3월,3,점퍼,023
644,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,YE,옐로우,F,판매,의류,2024,2월,3,니트,002
645,2024-03-08,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT005,C-SCCXT9-코튼밴딩통바지,IV,아이보리,L,판매,의류,2024,2월,3,바지,005
646,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,반품,의류,2024,2월,3,블라우스,002
647,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,반품,의류,2024,2월,3,바지,006
648,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,L,반품,의류,2024,2월,3,바지,006
649,2024-03-08,직영점,A0086,부산구서점(직),6,정상,일반판매,AKC3JP023,S-테잎비조롱JP,SO,소라,F,반품,의류,2023,3월,3,점퍼,023
650,2024-03-08,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매,의류,2024,2월,7,남방,008
651,2024-03-08,직영점,A0086,부산구서점(직),7,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,L,판매,의류,2022,2월,4,바지,001
652,2024-03-08,직영점,A0086,부산구서점(직),8,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,반품,의류,2022,2월,4,바지,001
653,2024-03-08,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,,네이비,F,반품,의류,2024,2월,3,티셔츠,009
654,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,AJB4PT001,M-프라앙배기,CR,크림,F,판매,의류,2022,2월,4,바지,001
655,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,,네이비,F,판매,의류,2024,2월,3,티셔츠,009
656,2024-03-08,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB7BL002,J-OCTRHN-단가라니트BL,BK,블랙,F,판매,의류,2024,2월,7,블라우스,002
657,2024-03-08,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,PK,핑크,F,판매,의류,2024,2월,3,남방,001
658,2024-03-08,직영점,A0086,부산구서점(직),11,정상,일반판매,AIB3TS022,Q-뉴요커,SO,소라,F,판매,의류,2021,2월,3,티셔츠,022
659,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BLC4CP002,세꽃해바라기끈,BE,베이지,F,판매,잡화,2024,3월,4,모자,002
660,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BLC4CP001,잔꽃해바라기,GE,그린,F,판매,잡화,2024,3월,4,모자,001
661,2024-03-08,직영점,A0086,부산구서점(직),12,정상,일반판매,BJJ4CP002,심플울보넷,WN,와인,F,판매,잡화,2022,10월,4,모자,002
662,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,L,판매,의류,2024,2월,3,바지,003
663,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,ALC3JP003,S-SCPDHL-소매지퍼후드롱JP,BE,베이지,F,판매,의류,2024,3월,3,점퍼,003
664,2024-03-08,직영점,A0086,부산구서점(직),13,정상,일반판매,AJB3TS016,S-엔조이R,BR,브라운,F,판매,의류,2022,2월,3,티셔츠,016
665,2024-03-08,직영점,A0086,부산구서점(직),14,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,판매,잡화,2024,1월,7,가방,003
666,2024-03-08,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매,의류,2024,2월,7,자켓,001
667,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB7CA001,J-OCASHN-레이어드가디건,PK,핑크,F,판매,의류,2024,2월,7,가디건,001
668,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,AKK3TS013,S-시티맨투맨,CR,크림,F,판매,의류,2023,11월,3,티셔츠,013
669,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,AJC3PT010,S-트윙클배기,BK,블랙,F,판매,의류,2022,3월,3,바지,010
670,2024-03-08,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
671,2024-03-08,직영점,A0086,부산구서점(직),16,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,반품,잡화,2024,1월,7,가방,003
672,2024-03-08,직영점,A0086,부산구서점(직),16,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,반품,의류,2024,2월,7,자켓,001
673,2024-03-08,직영점,A0086,부산구서점(직),17,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매,의류,2024,2월,7,자켓,001
674,2024-03-08,직영점,A0086,부산구서점(직),17,정상,일반판매,BLA7BG003,J-빅지퍼백팩(24),BK,블랙,F,판매,잡화,2024,1월,7,가방,003
675,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1TS301,젠 실켓모달 드레이퍼리 티셔츠,BK,블랙,L,판매,의류,2017,8월,1,티셔츠,301
676,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1CA301,젠 드레이퍼리 드레스가디건,CG,차콜그레이,L,판매,의류,2017,8월,1,가디건,301
677,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH1TS301,젠 실켓모달 드레이퍼리 티셔츠,CG,차콜그레이,L,판매,의류,2017,8월,1,티셔츠,301
678,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEI1SK301,테레 캉캉스커트,VG,버건디,M,판매,의류,2017,9월,1,스커트,301
679,2024-03-08,직영점,A0086,부산구서점(직),18,정상,일반판매,AEH2TS501,아르웬 페미닌 티셔츠,WN,와인,M,판매,의류,2017,8월,2,티셔츠,501
680,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매,의류,2024,2월,3,바지,003
681,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BK,블랙,F,판매,의류,2024,2월,3,블라우스,001
682,2024-03-09,직영점,A0086,부산구서점(직),1,정상,일반판매,BKJ4MF004,시슬머플러,BK,블랙,F,판매,잡화,2023,10월,4,머플러,004
683,2024-03-09,직영점,A0086,부산구서점(직),2,정상,일반판매,AKC3TS003,C-레이스폴라티,BE,베이지,F,판매,의류,2023,3월,3,티셔츠,003
684,2024-03-09,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매,의류,2024,2월,3,블라우스,001
685,2024-03-09,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3TS016,C-TCJRHN-스트링단맨투맨,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,016
686,2024-03-09,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3PT001,S-SCPXB9-폴끈배기PT,BK,블랙,L,판매,의류,2024,3월,3,바지,001
687,2024-03-09,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매,의류,2024,2월,3,데님,009
688,2024-03-09,직영점,A0086,부산구서점(직),5,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
689,2024-03-09,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,XL,판매,의류,2024,2월,3,바지,003
690,2024-03-09,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,L,판매,의류,2024,2월,3,바지,003
691,2024-03-09,직영점,A0086,부산구서점(직),7,정상,일반판매,BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매,잡화,2024,3월,7,가방,002
692,2024-03-09,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB3JP004,C-SSPRAN-가비셔링자켓,BK,블랙,F,판매,의류,2024,2월,3,점퍼,004
693,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7WS008,J-ECCSON-캐비닛셔츠,PP,퍼플,F,판매,의류,2024,2월,7,남방,008
694,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,KH,카키,M,판매,의류,2024,2월,3,바지,003
695,2024-03-11,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,DE,딥그린,F,판매,잡화,2024,3월,7,머플러,001
696,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,AJJ7JK003,차인레더자켓,MT,민트,F,판매,의류,2022,10월,7,자켓,003
697,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,판매,의류,2024,2월,7,자켓,005
698,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4MF008,실크사각머플러,PK,핑크,F,판매,잡화,2024,3월,4,머플러,008
699,2024-03-11,직영점,A0086,부산구서점(직),2,정상,일반판매,BLC4MF002,라인홀스마름모,OR,오렌지,F,판매,잡화,2024,3월,4,머플러,002
700,2024-03-11,직영점,A0086,부산구서점(직),3,정상,일반판매,ALB3CA002,S-GFAVHN-미로에가디건,RE,레드,F,판매,의류,2024,2월,3,가디건,002
701,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,AKJ3JP006,S-토니무지자수JP,PK,핑크,L,판매,의류,2023,10월,3,점퍼,006
702,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC7DP002,J-OCDXB9-스타자수데님배기,ML,중청,F,판매,의류,2024,3월,7,데님,002
703,2024-03-11,직영점,A0086,부산구서점(직),4,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,L,판매,의류,2024,2월,3,바지,003
704,2024-03-11,직영점,A0086,부산구서점(직),5,정상,일반판매,BLC7BG010,J-버니백팩,BK,블랙,F,판매,잡화,2024,3월,7,가방,010
705,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,SO,소라,F,판매,의류,2024,2월,3,코트,003
706,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BK,블랙,F,판매,의류,2024,2월,3,블라우스,001
707,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,XL,판매,의류,2024,2월,3,바지,003
708,2024-03-11,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BE,베이지,XL,판매,의류,2024,2월,3,바지,003
709,2024-03-12,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
710,2024-03-12,직영점,A0086,부산구서점(직),2,정상,일반판매,ALC3JK001,C-SSCCAN-제이버튼자켓,YG,연두색,F,판매,의류,2024,3월,3,자켓,001
711,2024-03-12,직영점,A0086,부산구서점(직),3,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,008
712,2024-03-12,직영점,A0086,부산구서점(직),4,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,반품,의류,2024,3월,3,점퍼,008
713,2024-03-12,직영점,A0086,부산구서점(직),5,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,008
714,2024-03-12,직영점,A0086,부산구서점(직),5,정상,일반판매,ALC7TS001,J-OCCRHN-부엉T,,네이비,F,판매,의류,2024,3월,7,티셔츠,001
715,2024-03-12,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,015
716,2024-03-12,직영점,A0086,부산구서점(직),6,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
717,2024-03-12,직영점,A0086,부산구서점(직),7,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,008
718,2024-03-12,직영점,A0086,부산구서점(직),7,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매,의류,2024,2월,7,자켓,001
719,2024-03-12,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,YG,연두색,F,판매,의류,2024,2월,3,니트,001
720,2024-03-12,직영점,A0086,부산구서점(직),8,정상,일반판매,ALB3KT001,S-OCARHN-자수꽈니트,PK,핑크,F,판매,의류,2024,2월,3,니트,001
721,2024-03-12,직영점,A0086,부산구서점(직),9,정상,일반판매,ALB7KT003,J-TCADHN-베어단후드니트,BK,블랙,F,판매,의류,2024,2월,7,니트,003
722,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,S,판매,의류,2024,2월,3,데님,009
723,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALC7CA001,J-OCACHN-줄자수가디건,BK,블랙,F,판매,의류,2024,3월,7,가디건,001
724,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB3DP007,C-SCDXC9-밑포인부츠컷,ML,중청,M,판매,의류,2024,2월,3,데님,007
725,2024-03-12,직영점,A0086,부산구서점(직),10,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매,의류,2024,2월,7,자켓,005
726,2024-03-12,직영점,A0086,부산구서점(직),11,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,RE,레드,F,반품,의류,2024,2월,3,점퍼,003
727,2024-03-12,직영점,A0086,부산구서점(직),12,정상,일반판매,AKI3JP007,S-보이후드JP,IP,인디핑크,F,판매,의류,2023,9월,3,점퍼,007
728,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매,의류,2024,2월,3,블라우스,001
729,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,판매,의류,2024,2월,7,남방,007
730,2024-03-12,직영점,A0086,부산구서점(직),13,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매,의류,2024,2월,3,데님,009
731,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,반품,의류,2024,2월,3,블라우스,001
732,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,반품,의류,2024,2월,7,남방,007
733,2024-03-12,직영점,A0086,부산구서점(직),14,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,반품,의류,2024,2월,3,데님,009
734,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB7WS007,J-GCCSOC-레터링셔츠,WH,화이트,F,판매,의류,2024,2월,7,남방,007
735,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3BL001,S-OSPRHN-인플BL,BE,베이지,F,판매,의류,2024,2월,3,블라우스,001
736,2024-03-12,직영점,A0086,부산구서점(직),15,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매,의류,2024,2월,3,데님,009
737,2024-03-12,직영점,A0086,부산구서점(직),16,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,008
738,2024-03-13,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매,의류,2024,2월,7,점퍼,001
739,2024-03-13,직영점,A0086,부산구서점(직),1,정상,일반판매,ALB3TS006,C-OCJRHN-허니베어맨투맨,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,006
740,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,AKL7JP003,P-니트카라덕다운,IV,아이보리,F,판매,의류,2023,12월,7,점퍼,003
741,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,S,판매,의류,2024,2월,3,바지,003
742,2024-03-13,직영점,A0086,부산구서점(직),2,정상,일반판매,ALC3JP008,3-OCNMHN-코지후드JP,BK,블랙,F,판매,의류,2024,3월,3,점퍼,008
743,2024-03-13,직영점,A0086,부산구서점(직),3,정상,20% 할인(직원할인),BLC7BG002,J-미니래빗크로스백,BK,블랙,F,판매,잡화,2024,3월,7,가방,002
744,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,ALC3JP004,C-SSPHHN-리나하이넥점퍼,BK,블랙,F,판매,의류,2024,3월,3,점퍼,004
745,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매,잡화,2024,3월,4,모자,006
746,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,AKB3KT017,S-금장러브KT,LB,연한베이지,F,판매,의류,2023,2월,3,니트,017
747,2024-03-14,직영점,A0086,부산구서점(직),1,정상,일반판매,AIC3JP018,S-해리점퍼,GR,회색,F,판매,의류,2021,3월,3,점퍼,018
