상품코드,상품명,사이즈,판매금액,MappedValue,년도,월
AFA2TS703,걸리쉬T,Free,16500,티셔츠,2018,1월 1일
AGD3OP003,A-포인트넥,Free,59000,원피스,2019,4월 1일
AFK3VT005,C-932,Free,49000,베스트,2018,11월 1일
AEJ1CT101,프라하 숄칼라 니트코트,M,49000,코트,2017,10월 1일
AIF3TS032,Q-모닝자수,Free,23000,티셔츠,2021,6월 1일
AEK5TS001,새한마리,Free,19000,티셔츠,2017,11월 1일
AFI1OP001,F-일랑OPS,Free,24500,원피스,2018,9월 1일
AFE1PT305,에스닉나염,Free,27300,바지,2018,5월 1일
AFE2KN701,나뭇잎페더나시,Free,19000,니트나시,2018,5월 1일
AID3TS055,Z-실켓박스,Free,39000,티셔츠,2021,4월 1일
AIF3CA003,S-원버튼미니Y,Free,36000,가디건,2021,6월 1일
AFE1JK306,Y벨트,Free,169000,자켓,2018,5월 1일
AFA2TN301,타임썸머나시T,Free,33000,티셔츠나시,2018,1월 1일
AEE1PT023,마8부,L,19500,바지,2017,5월 1일
AEJ5JK001,손자켓니트후드,L,125300,자켓,2017,10월 1일
AEI2CT202,인터라켄 돔실루엣 코트형 원피스,M,39000,코트,2017,9월 1일
AFA2CA302,리치CD,Free,39000,가디건,2018,1월 1일
AFE5PT701,허리끈반바지,Free,39000,바지,2018,5월 1일
AFE2TS709,레드단니트,Free,39000,티셔츠,2018,5월 1일
AEK1KN709,지그재그 니트,Free,14500,니트나시,2017,11월 1일
AEC8VT008,2390 카라조끼,Free,44500,베스트,2017,3월 1일
AFJ3VT014,C-대박조끼,Free,79000,베스트,2018,10월 1일
AFJ7JK001,C-트렌치ST자켓,Free,89000,자켓,2018,10월 1일
AEL5KT009,캐시민PO,Free,10000,니트,2017,12월 1일
AEI2VT101,헬싱키 백오버 니트베스트,L,19000,베스트,2017,9월 1일
AEK1CT403,유러피안 퍼 롱 코트,L,79000,코트,2017,11월 1일
AEK5DP001,764,M,29000,데님,2017,11월 1일
AIG3TS016,S-영문V,Free,49000,티셔츠,2021,7월 1일
AEK2PT706,스키니 코팅진 기본 바지,M,39000,바지,2017,11월 1일
AEJ6JP004,#데무롱,Free,59000,점퍼,2017,10월 1일
AIG3TS017,S-체크스텐카라,Free,49000,티셔츠,2021,7월 1일
AIG7DP004,빅밴딩자수청,Free,43000,데님,2021,7월 1일
AFJ3TS041,A-레오트임T,Free,59000,티셔츠,2018,10월 1일
AF00TN101,모모끈나시2,Free,19000,티셔츠나시,2018,
AFE1BL101,주름나염BL,Free,79000,블라우스,2018,5월 1일
AED1TS002,해바라기호일,Free,9500,티셔츠,2017,4월 1일
AFE1BL102,페이즐리BL,Free,69000,블라우스,2018,5월 1일
AFE3JK301,테이프)자켓,Free,90300,자켓,2018,5월 1일
AEJ5VT001,보브단추조끼,Free,27300,베스트,2017,10월 1일
AFA2WS307,소매자수,Free,24500,남방,2018,1월 1일
AEK1CT501,빈티지 카고 코트,L,79000,코트,2017,11월 1일
AEJ2CT201,라트비아 코튼레더 레트로코트,M,69000,코트,2017,10월 1일
AFA2TS341,피쉬슬라브T,Free,33000,티셔츠,2018,1월 1일
AFI3PT007,C-오비면팬츠,S,49000,바지,2018,9월 1일
AFK3PT003,C-900스키니,M,53000,바지,2018,11월 1일
AFI3TS003,D-모달7부,Free,33000,티셔츠,2018,9월 1일
AEL5JP005,곱창롱구스패딩,Free,97300,점퍼,2017,12월 1일
AEI2KN101,나폴리 케이프 풀오버,M,19000,니트나시,2017,9월 1일
AEK1KN711,슬림핏 반목 니트,Free,19000,니트나시,2017,11월 1일
AEJ5JK002,구호차이나(합포),Free,90300,자켓,2017,10월 1일
AEK1KN701,절개 브이 니트,Free,10000,니트나시,2017,11월 1일
AID3PT016,S-SS8부나팔,L,29000,바지,2021,4월 1일
AFA2WS310,스팽글카라,Free,16500,남방,2018,1월 1일
AGH3PT034,M-플레인,Free,29000,바지,2019,8월 1일
AFE2ST301,로렌SET,Free,29000,세트,2018,5월 1일
AEK5PT002,코데즈,M,39000,바지,2017,11월 1일
AFJ3JP014,A-롱디젤,Free,109000,점퍼,2018,10월 1일
AFE2TS734,반폴라단추니트T,Free,23000,티셔츠,2018,5월 1일
AEJ2BL402,폴카 루즈핏 풀오버(빈티지),Free,19000,블라우스,2017,10월 1일
ADL8KT017,867 셔츠배색롱니트,Free,20700,니트,2016,12월 1일
AFE2TS713,펄롱T,Free,18200,티셔츠,2018,5월 1일
AEL5DP002,빅토리절개부츠컷,M,39000,데님,2017,12월 1일
AFA2JK303,GUHO쟈켓,Free,79000,자켓,2018,1월 1일
AFJ3SK001,A-호피SK,Free,69000,스커트,2018,10월 1일
AFA2BL321,랑방,Free,39000,블라우스,2018,1월 1일
AEK1TS701,이지 티셔츠,Free,19000,티셔츠,2017,11월 1일
AFJ7KT014,A-프릴걸니트,Free,39000,니트,2018,10월 1일
AFA2OP312,그레잇남방OPS,Free,33000,원피스,2018,1월 1일
AEH2VT401,얼반빈티지 야상트렌치 베스트,L,29000,베스트,2017,8월 1일
AFE2CA701,스카시반팔롱Y,Free,49000,가디건,2018,5월 1일
AEI1VT101,셀비 베스트코트,S,39000,베스트,2017,9월 1일
AFA2KT717,888,Free,49000,니트,2018,1월 1일
AFE5CA301,노란꽃가디건,Free,59000,가디건,2018,5월 1일
AFE5TS307,번아웃반팔,Free,29000,티셔츠,2018,5월 1일
AFE1JP303,나그랑,Free,44500,점퍼,2018,5월 1일
AEL5KT008,랄프꽈롱,Free,49000,니트,2017,12월 1일
AFE2PT312,R마8부,M,39000,바지,2018,5월 1일
AGE7SK001,고흐롱SK,Free,43000,스커트,2019,5월 1일
AIF3PT020,S-파르페끈,M,69000,바지,2021,6월 1일
AGE3CA001,M-후드CD,Free,33000,가디건,2019,5월 1일
AEK5DP004,771,S,19000,데님,2017,11월 1일
AEI2SK101,베르티 니트 스커트,L,19000,스커트,2017,9월 1일
AFI3JP006,A-옆밴딩차이나,Free,149000,점퍼,2018,9월 1일
AEK5WS003,럭키체크,Free,19000,남방,2017,11월 1일
AFK7VT006,C-허리끈패딩조끼,Free,59000,베스트,2018,11월 1일
AFH3BL002,A-플레어,Free,29000,블라우스,2018,8월 1일
AIG3BL006,S-788뒷단추BL,Free,23000,블라우스,2021,7월 1일
AFA2BL704,프릴레이스BL,Free,29000,블라우스,2018,1월 1일
AFA2KT306,5부스카프세트,Free,59000,니트,2018,1월 1일
AFA2PT301,DK배기,Free,49000,바지,2018,1월 1일
AFA2CA901,베네통Y,Free,33000,가디건,2018,1월 1일
AEJ2CP201,프리미엄 폭스퍼 캐시미어 쇼울,Free,199000,모자,2017,10월 1일
AFE1OP301,삼각소매OPS,Free,39000,원피스,2018,5월 1일
AFK3PT013,A-호피배기,Free,49000,바지,2018,11월 1일
AGE3WS001,M-미샤NB,Free,89000,남방,2019,5월 1일
AE00WS001,스판남방,Free,19500,남방,2017,
AEK1KN702,모던 라운드 롱 니트,Free,19000,니트나시,2017,11월 1일
AIF7BL022,언발셔링BL,Free,59000,블라우스,2021,6월 1일
AFA2PT302,타임#,S,59000,바지,2018,1월 1일
AFE4BN301,JK905,Free,19000,블라우스나시,2018,5월 1일
AEL7OP802,배색폴라원피스,Free,29000,원피스,2017,12월 1일
AEK1KN712,보트넥 티셔츠,Free,19000,니트나시,2017,11월 1일
AFE2TN702,린넨돌돌이나시,Free,23000,티셔츠나시,2018,5월 1일
AEJ1CA501,조슈아트리 롱원피스 가디건,L,29000,가디건,2017,10월 1일
AEK5CA004,꽈롱Y,Free,29000,가디건,2017,11월 1일
AEK1CT101,햅번 패딩 하프코트,S,79000,코트,2017,11월 1일
AFE4TN301,포니나시,Free,27300,티셔츠나시,2018,5월 1일
AFE5TS308,줄지배색,Free,55300,티셔츠,2018,5월 1일
AFA2OP318,아이비OPS,Free,49000,원피스,2018,1월 1일
AFE2TS707,마프린트T,Free,29000,티셔츠,2018,5월 1일
AEL5TS002,제이롱,Free,19000,티셔츠,2017,12월 1일
AFA2TS331,리미티드T,Free,19000,티셔츠,2018,1월 1일
AFE2BL101,다이아레이스BL,Free,39000,블라우스,2018,5월 1일
AFA2WS308,트윙클자수,Free,49000,남방,2018,1월 1일
AFE4TS710,피카소롱T,Free,34300,티셔츠,2018,5월 1일
AEJ5JP001,마인누빔,Free,62300,점퍼,2017,10월 1일
AEF8BL003,925A 어깨트임BL,Free,19500,블라우스,2017,6월 1일
AFK3JP001,A-손배색안감,Free,189000,점퍼,2018,11월 1일
AFE2TS302,BL반팔,Free,33000,티셔츠,2018,5월 1일
AFE2PT310,R오비일자2,L,49000,바지,2018,5월 1일
AEE1OP004,줄리롱,Free,23000,원피스,2017,5월 1일
AEF8OP009,13101 나비롱OPS,Free,19500,원피스,2017,6월 1일
AEL5DP001,모찌청스키니,M,59000,데님,2017,12월 1일
AEI1OP102,로체스 랩원피스 미들코트,M,39000,원피스,2017,9월 1일
AFA2PT311,빈 PT,Free,53000,바지,2018,1월 1일
AFA2BL307,18-121,Free,39000,블라우스,2018,1월 1일
AFA2JP304,후드니트하프,Free,159000,점퍼,2018,1월 1일
AEH2BL201,실비아 레트로프린트 리본 블라우스,M,19000,블라우스,2017,8월 1일
AEL7JP801,털후드짚업,Free,34300,점퍼,2017,12월 1일
AFI1JP001,C-시보리후드야상2,L,149000,점퍼,2018,9월 1일
AGE3TS006,M-선데이배색,Free,19000,티셔츠,2019,5월 1일
AGF3OP001,M-레인보우OPS,Free,39000,원피스,2019,6월 1일
AEK1CT705,스티치 울코트,XL,59000,코트,2017,11월 1일
AGE7TS016,컷트V,Free,23000,티셔츠,2019,5월 1일
AFA1WS801,반목배색셔츠,Free,79000,남방,2018,1월 1일
AEK1BL402,윈터 데님셔츠 원피스,M,29000,블라우스,2017,11월 1일
AFE2PT712,L-32 단배기,Free,19000,바지,2018,5월 1일
AHF3TN020,M-린넨나시,Free,19000,티셔츠나시,2020,6월 1일
AFA2BL312,18-93,Free,49000,블라우스,2018,1월 1일
AGC3BL057,C-2372,Free,9900,블라우스,2019,3월 1일
AEL5PT001,체스체크,S,39000,바지,2017,12월 1일
AFA2TS304,주름폴라,M,24500,티셔츠,2018,1월 1일
AGD7BL010,투벌룬,Free,19000,블라우스,2019,4월 1일
AGC3TS002,C-쇼핑T,Free,29000,티셔츠,2019,3월 1일
AED1PT002,양트임,S,21500,바지,2017,4월 1일
AFA2VT309,에코조끼,Free,29000,베스트,2018,1월 1일
AFA2TS333,스티치,Free,29000,티셔츠,2018,1월 1일
AFA2TS901,올레,Free,23000,티셔츠,2018,1월 1일
AFA2BL325,애니멀BL,Free,59000,블라우스,2018,1월 1일
AEK1SK602,스웨이드 캉캉 스커트,M,29000,스커트,2017,11월 1일
AFA2BL701,시스루리본BL,Free,29000,블라우스,2018,1월 1일
AFE5OP307,밑주름뒷리본,Free,41300,원피스,2018,5월 1일
AFE4OP707,고흐원피스,Free,33000,원피스,2018,5월 1일
AFA2KT716,강연에스닉,Free,53000,니트,2018,1월 1일
AFA2TS708,스테이라운드T,Free,19000,티셔츠,2018,1월 1일
AFA1JP202,시그널JP,Free,119000,점퍼,2018,1월 1일
AFA2TS332,비비드퍼프,Free,19000,티셔츠,2018,1월 1일
AFA2TS337,D트임,Free,49000,티셔츠,2018,1월 1일
AEK1CT402,유러피안 코트,L,59000,코트,2017,11월 1일
AFA2BL712,플라워수술BL,Free,49000,블라우스,2018,1월 1일
AFA2CA101,와이드카라바바리,Free,189000,가디건,2018,1월 1일
AFE3PT301,R린넨기네스(스티치),L,59000,바지,2018,5월 1일
AEE1TS005,소매주름T,Free,9500,티셔츠,2017,5월 1일
AEL5JP004,몽끌롱구스패딩,Free,89000,점퍼,2017,12월 1일
AFA2PT310,앞트임나팔바지,L,49000,바지,2018,1월 1일
AFE2WS706,레이스트라이프,Free,43000,남방,2018,5월 1일
AED8CD002,6829 기본CD,Free,14500,가디건1,2017,4월 1일
AFA2VT301,누비조끼,M,89000,베스트,2018,1월 1일
AFE4BL308,아일렛스카프,Free,44100,블라우스,2018,5월 1일
AFA2VT902,쇼바리V,Free,23000,베스트,2018,1월 1일
AFA2BL328,마차BL,Free,73000,블라우스,2018,1월 1일
AFH3PT004,C-635S/L,Free,29000,바지,2018,8월 1일
AFE3WS304,줄오픈NB,Free,41300,남방,2018,5월 1일
AFA2TN302,민나시T,Free,19000,티셔츠나시,2018,1월 1일
AEC3BL001,엘리스반폴라,L,16500,블라우스,2017,3월 1일
AFI7CA001,C-터널끈가디건,Free,49000,가디건,2018,9월 1일
AIG3ST001,S-체크상하벌,Free,49000,세트,2021,7월 1일
AIG4OP002,S-까실이원피스,Free,13000,원피스,2021,7월 1일
AFA2KT705,빈티지니트,Free,39000,니트,2018,1월 1일
AEK5WS004,273,Free,13300,남방,2017,11월 1일
AFI7SK001,C-플라원3단SK,Free,19500,스커트,2018,9월 1일
AFE1BL306,도트벌룬,Free,39000,블라우스,2018,5월 1일
ADK2PT002,501(기모),XL,14700,바지,2016,11월 1일
AEH2OP501,엘레강스 스포티 코튼린넨 슬리브리스 원피스,M,19000,원피스,2017,8월 1일
AEC1PT008,바이오배기,S,24500,바지,2017,3월 1일
AFA1WS201,포켓롱NB,Free,59000,남방,2018,1월 1일
AFA2CA303,DOT니트,Free,39000,가디건,2018,1월 1일
AFA2OP306,가가레이스OPS,Free,29000,원피스,2018,1월 1일
AEK1SK202,데일리 H라인스커트,L,19000,스커트,2017,11월 1일
AEK1OP604,모즈룩 도트자카드 원피스,M,49000,원피스,2017,11월 1일
AFJ7TS002,C-프릴폴라,Free,19000,티셔츠,2018,10월 1일
AED8PT001,6033 마통PT,Free,19500,바지,2017,4월 1일
AFE5TS301,줄지반팔,Free,19000,티셔츠,2018,5월 1일
AFE6BL313,미샤레이스,Free,62300,블라우스,2018,5월 1일
AFH3BN004,F-플리츠나시,Free,53000,블라우스나시,2018,8월 1일
AFE3VT301,스카시J,Free,9500,베스트,2018,5월 1일
AFE1OP302,러블린멜빵(S브이),Free,29000,원피스,2018,5월 1일
AEH1SK601,레이스 앤 진 데님스커트,S,29000,스커트,2017,8월 1일
AFA2TS303,시보리프린트T,Free,59000,티셔츠,2018,1월 1일
AFE2TS701,슬라브나염T,Free,29000,티셔츠,2018,5월 1일
AFA2BL101,블러썸블라우스,Free,79000,블라우스,2018,1월 1일
AFE2PT309,쥬크PT,L,79000,바지,2018,5월 1일
AFA2BL319,1702,Free,33000,블라우스,2018,1월 1일
AFE1TS310,러브미T,Free,23000,티셔츠,2018,5월 1일
AEL7KN806,베이직폴라,Free,19000,니트나시,2017,12월 1일
AFJ7SK001,C-니트주름SK,Free,39000,스커트,2018,10월 1일
AFH3BN011,A-온앤온,Free,39000,블라우스나시,2018,8월 1일
AFH3BL005,C-제니,Free,33000,블라우스,2018,8월 1일
AEI2OP101,밀라노 니트 원피스베스트,M,29000,원피스,2017,9월 1일
AFJ7KT009,C-반목베이직니트,Free,19000,니트,2018,10월 1일
AFE2OP705,반팔나염OPS,Free,33000,원피스,2018,5월 1일
AFA2CT701,차이나코트,Free,89000,코트,2018,1월 1일
AEJ5PT004,사이드PT,Free,39000,바지,2017,10월 1일
AFA2TS338,제이단가라T,Free,33000,티셔츠,2018,1월 1일
AFA2LG301,자라레깅스(핑크),Free,23000,레깅스,2018,1월 1일
AFE2CA715,어깨그물롱가디건,Free,36000,가디건,2018,5월 1일
AFE2PT303,파티PT,Free,53000,바지,2018,5월 1일
AEK1KN705,패턴 라운드 니트,Free,19000,니트나시,2017,11월 1일
AFJ3TS042,C-옆단추트임긴팔,Free,29000,티셔츠,2018,10월 1일
AFE2WS301,814,Free,33000,남방,2018,5월 1일
AEL7JP802,레빗야상점퍼,Free,109000,점퍼,2017,12월 1일
AFJ3TS018,A-호피T,Free,39000,티셔츠,2018,10월 1일
AFA2PT101,세미부츠컷,M,79000,바지,2018,1월 1일
AFE2PT707,마스판배기,Free,34300,바지,2018,5월 1일
AEJ5KT004,5X3 골지긴팔,Free,29000,니트,2017,10월 1일
AFI7OP011,C-도트플라워리본,Free,19500,원피스,2018,9월 1일
AFA2TS321,칼렛T,Free,29000,티셔츠,2018,1월 1일
AFA2TN303,롱끈레이스나시T,Free,26000,티셔츠나시,2018,1월 1일
AFE1JP305,8체크후드(2),L,129000,점퍼,2018,5월 1일
AFE2SK303,568,Free,29000,스커트,2018,5월 1일
AFA2KT305,진주가오리,Free,49000,니트,2018,1월 1일
AFA2TS343,라빈티셔츠,Free,63000,티셔츠,2018,1월 1일
AEL7VT806,시보리포켓조끼,Free,39000,베스트,2017,12월 1일
AFE2TS101,V넥린넨T,Free,39000,티셔츠,2018,5월 1일
AEJ6VT002,미샤베스트,Free,37100,베스트,2017,10월 1일
AIC3TS020,Q-망고7부,Free,19000,티셔츠,2021,3월 1일
AFA2CA705,트임오픈Y,Free,49000,가디건,2018,1월 1일
AFA2OP317,공작OPS,Free,53000,원피스,2018,1월 1일
AFA2KT904,체리브이,Free,23000,니트,2018,1월 1일
AFE2KT712,엑스언발니트,Free,29000,니트,2018,5월 1일
AFA2BL326,로배니주름,Free,63000,블라우스,2018,1월 1일
AFA2SK302,605SK,Free,33000,스커트,2018,1월 1일
AFE2PT313,R아쿠아8부,Free,53000,바지,2018,5월 1일
AEH2CT201,레트로 프린팅 페미닌 트렌치코트,M,59000,코트,2017,8월 1일
AEK5PT005,161,Free,23000,바지,2017,11월 1일
AEI2BG014,리옹 소가죽 숄더백,Free,59000,가방,2017,9월 1일
AEL5VT006,시보리세로조끼,Free,29000,베스트,2017,12월 1일
AEK5WS010,시즌롱,Free,39000,남방,2017,11월 1일
AIF3TS041,S-린넨마요,Free,39000,티셔츠,2021,6월 1일
AGE3BL019,M-레이스R블라우스,Free,59000,블라우스,2019,5월 1일
AEI1SK101,안나 니트플리츠 스커트,M,19000,스커트,2017,9월 1일
AFA1WS104,핀탁스판NB,M,59000,남방,2018,1월 1일
AFA2KT710,뷔스티에반팔,Free,33000,니트,2018,1월 1일
AFA2PT313,텐셀PT,Free,59000,바지,2018,1월 1일
AFA1JK101,듀인JK,M,99000,자켓,2018,1월 1일
AFE2TS303,슬라브라인T,Free,19000,티셔츠,2018,5월 1일
AEK1OP601,포켓 롱 원피스,L,49000,원피스,2017,11월 1일
AFJ3CA019,A-하트Y,Free,39000,가디건,2018,10월 1일
AEK1PT601,플리츠 캐주얼 바지,M,14500,바지,2017,11월 1일
AFE4ST701,터치세트,Free,41300,세트,2018,5월 1일
AEF8CD007,812 리본롱CD,Free,21500,가디건1,2017,6월 1일
AFE2BL304,마틴BL,Free,83000,블라우스,2018,5월 1일
AEG1OP010,3도원피스,Free,34500,원피스,2017,7월 1일
AIF3TS039,S-린넨격자T,Free,63000,티셔츠,2021,6월 1일
AFA2OP308,스테이OPS,Free,33000,원피스,2018,1월 1일
AFA2PT904,션주름PT,Free,73000,바지,2018,1월 1일
AEL7JP807,스타짚업점퍼,Free,49000,점퍼,2017,12월 1일
AFE2TS714,스터드별롱T,Free,29000,티셔츠,2018,5월 1일
AFH3PT035,C-6부린넨배기,L,49000,바지,2018,8월 1일
AFE2BL705,나염로브,Free,29000,블라우스,2018,5월 1일
AEF8TS017,2706 캐릭터T,Free,13000,티셔츠,2017,6월 1일
AFA2BL702,리바포켓BL,Free,49000,블라우스,2018,1월 1일
AFJ3TS044,D-모달긴팔,Free,33000,티셔츠,2018,10월 1일
AEH2OP201,레트로 바비 원피스,M,19000,원피스,2017,8월 1일
AIF3TS043,S-A곰자수,Free,13900,티셔츠,2021,6월 1일
AIG3PT021,S-에스티7부,Free,56000,바지,2021,7월 1일
AFE2TS724,7부요루티,Free,14500,티셔츠,2018,5월 1일
AFE2VT302,마타임조끼,Free,109000,베스트,2018,5월 1일
AFA2WS314,동그라미남방,Free,49000,남방,2018,1월 1일
AFE4JP705,꽃나염블루종,Free,14500,점퍼,2018,5월 1일
AEK2PT703,울 기모모직 배기 팬츠,L,29000,바지,2017,11월 1일
AFJ7LG001,C-아일렛제깅스,Free,23000,레깅스,2018,10월 1일
AFA2TS706,빈티지라운드T,Free,29000,티셔츠,2018,1월 1일
AFA2WS702,구르미남방,Free,33000,남방,2018,1월 1일
AFE2TS717,253레터링T,Free,29000,티셔츠,2018,5월 1일
AFK7WS001,C-체크가오리남방,Free,69000,남방,2018,11월 1일
AFA2BL314,비비안볼륨BL,Free,59000,블라우스,2018,1월 1일
AFA2TS313,세일2(롱TS),Free,29000,티셔츠,2018,1월 1일
AEI1OP101,그라나다 돔실루엣 롱셔츠원피스,M,39000,원피스,2017,9월 1일
AFA2CA903,뒤트임CD,Free,39000,가디건,2018,1월 1일
AFE2KN702,별별나시,Free,19000,니트나시,2018,5월 1일
AFA2JK307,스프링판초,Free,129000,자켓,2018,1월 1일
AFA2WS306,ST923(롱남방),Free,33000,남방,2018,1월 1일
AFE4TS711,선인장프린트T,Free,20300,티셔츠,2018,5월 1일
AEI1BL101,블루잔 자수코튼 블라우스,M,39000,블라우스,2017,9월 1일
AIG3OP002,S-#마OPS,Free,139000,원피스,2021,7월 1일
AIG3BL024,Q-반오픈통BL,Free,43000,블라우스,2021,7월 1일
AFA2ST702,브이라인세트,Free,79000,세트,2018,1월 1일
AEI2PT101,폰테사 플리츠 와이드팬츠,S,29000,바지,2017,9월 1일
AFE4CA709,와샤볼레로,Free,20300,가디건,2018,5월 1일
AFE1TS306,LA브이넥,Free,39000,티셔츠,2018,5월 1일
AFE6PT301,쿨P,Free,59000,바지,2018,5월 1일
AFA2TS320,하트맨투맨,Free,33000,티셔츠,2018,1월 1일
AFA1CA803,큐티포켓가디건,Free,69000,가디건,2018,1월 1일
AFI7CA003,C-기본숏가디건,Free,16500,가디건,2018,9월 1일
AFA1JP201,시보리후드야상,L,104300,점퍼,2018,1월 1일
AIF7BL004,브이지퍼BL,Free,33000,블라우스,2021,6월 1일
AHJ3OP004,S-0632멜빵,Free,49000,원피스,2020,10월 1일
AFE4BL306,체크마BL,Free,99000,블라우스,2018,5월 1일
AEL5TS001,베이직융,Free,19000,티셔츠,2017,12월 1일
AFE1BL320,소매프릴,Free,39000,블라우스,2018,5월 1일
AEJ5KT002,니쥬반폴라긴팔,Free,29000,니트,2017,10월 1일
AFA2KT715,절개배색니트,Free,59000,니트,2018,1월 1일
AFE6TS309,은하수,Free,19000,티셔츠,2018,5월 1일
AFA1CA801,니트포켓가디건,Free,99000,가디건,2018,1월 1일
AIG3TS019,S-스콧나염,Free,39000,티셔츠,2021,7월 1일
AGE1PT001,M-쿨윈디와이드,L,15900,바지,2019,5월 1일
AEJ6TS001,랩브이스판긴팔,Free,20300,티셔츠,2017,10월 1일
AFH3VT001,A-실크조끼샤넬,Free,49000,베스트,2018,8월 1일
AFH3OP002,C-2단플리츠OPS,Free,49000,원피스,2018,8월 1일
AFA2TS102,레이스반폴라,L,33000,티셔츠,2018,1월 1일
AEK1PT201,포멀 체크 바지,L,19000,바지,2017,11월 1일
AEJ2PT402,오슬로 코튼레더 스키니팬츠,S,10000,바지,2017,10월 1일
AIF3TN006,S-부엉이나시,Free,26000,티셔츠나시,2021,6월 1일
AIG7PT001,지지미통PT,Free,39000,바지,2021,7월 1일
AFE4BL706,보우타이블라우스,Free,49000,블라우스,2018,5월 1일
AFE1WS302,18-88,Free,43000,남방,2018,5월 1일
AEJ2BL401,콜마르 레이핏 풀오버(빈티지),Free,19000,블라우스,2017,10월 1일
AEH8OP021,7027 에스닉점프슈트,Free,34500,원피스,2017,8월 1일
AFE2PT703,스트라이프롱PT,Free,29000,바지,2018,5월 1일
AFA2WS309,봉쥬르자수,Free,49000,남방,2018,1월 1일
AFJ3JP003,A-몽JP,Free,239000,점퍼,2018,10월 1일
AFE1TS302,카카오T(먼트),Free,23000,티셔츠,2018,5월 1일
AEH2CT101,베를린 레이어 트렌치코트,L,69000,코트,2017,8월 1일
AFE4CA703,망사로브가디건,Free,13300,가디건,2018,5월 1일
